method,partition,metric,n_runs,mean,std,min,max
SETR_MLA,N5K,recall,5,97.9600,0.0000,97.9600,97.9600
SETR_MLA,N5K,precision,5,94.7900,0.0000,94.7900,94.7900
SETR_MLA,N5K,f1,5,96.3100,0.0000,96.3100,96.3100
SETR_MLA,N5K,iou,5,92.9100,0.0000,92.9100,92.9100
SETR_MLA,N5K,accuracy,5,98.5200,0.0000,98.5200,98.5200
SETR_MLA,MTF,mAP,5,97.4700,0.0000,97.4700,97.4700
SETR_MLA,MTF,recall,5,94.5200,0.0000,94.5200,94.5200
SETR_MLA,MTF,precision,5,97.4700,0.0000,97.4700,97.4700
SETR_MLA,MTF,f1,5,95.6600,0.0000,95.6600,95.6600
SETR_MLA,MTF,iou,5,92.1600,0.0000,92.1600,92.1600
SETR_MLA,MTF,accuracy,5,99.6900,0.0000,99.6900,99.6900
SETR_MLA,VF,mAP,5,80.0100,0.0000,80.0100,80.0100
SETR_MLA,VF,recall,5,90.2500,0.0000,90.2500,90.2500
SETR_MLA,VF,precision,5,80.0100,0.0000,80.0100,80.0100
SETR_MLA,VF,f1,5,81.8500,0.0000,81.8500,81.8500
SETR_MLA,VF,iou,5,75.6100,0.0000,75.6100,75.6100
SETR_MLA,VF,accuracy,5,97.9400,0.0000,97.9400,97.9400
SETR_MLA,FKIT,mAP,5,96.9700,0.0000,96.9700,96.9700
SETR_MLA,FKIT,recall,5,88.8000,0.0000,88.8000,88.8000
SETR_MLA,FKIT,precision,5,96.9700,0.0000,96.9700,96.9700
SETR_MLA,FKIT,f1,5,90.8800,0.0000,90.8800,90.8800
SETR_MLA,FKIT,iou,5,86.7100,0.0000,86.7100,86.7100
SETR_MLA,FKIT,accuracy,5,99.6000,0.0000,99.6000,99.6000
SF+S2,N5K,mAP,5,64.9700,0.0000,64.9700,64.9700
SF+S2,N5K,recall,5,68.4100,0.0000,68.4100,68.4100
SF+S2,N5K,precision,5,64.9700,0.0000,64.9700,64.9700
SF+S2,N5K,f1,5,66.3400,0.0000,66.3400,66.3400
SF+S2,N5K,iou,5,53.0200,0.0000,53.0200,53.0200
SF+S2,N5K,accuracy,5,87.3100,0.0000,87.3100,87.3100
SF+S2,MTF,mAP,5,38.3600,0.0000,38.3600,38.3600
SF+S2,MTF,recall,5,36.3300,0.0000,36.3300,36.3300
SF+S2,MTF,precision,5,38.3600,0.0000,38.3600,38.3600
SF+S2,MTF,f1,5,36.3600,0.0000,36.3600,36.3600
SF+S2,MTF,iou,5,26.5200,0.0000,26.5200,26.5200
SF+S2,MTF,accuracy,5,94.2400,0.0000,94.2400,94.2400
SF+S2,VF,mAP,5,41.1800,0.0000,41.1800,41.1800
SF+S2,VF,recall,5,48.1800,0.0000,48.1800,48.1800
SF+S2,VF,precision,5,41.1800,0.0000,41.1800,41.1800
SF+S2,VF,f1,5,33.0300,0.0000,33.0300,33.0300
SF+S2,VF,iou,5,22.4100,0.0000,22.4100,22.4100
SF+S2,VF,accuracy,5,93.5000,0.0000,93.5000,93.5000
SF+S2,FKIT,mAP,5,37.9400,0.0000,37.9400,37.9400
SF+S2,FKIT,recall,5,36.8400,0.0000,36.8400,36.8400
SF+S2,FKIT,precision,5,37.9400,0.0000,37.9400,37.9400
SF+S2,FKIT,f1,5,35.7900,0.0000,35.7900,35.7900
SF+S2,FKIT,iou,5,25.4900,0.0000,25.4900,25.4900
SF+S2,FKIT,accuracy,5,97.3000,0.0000,97.3000,97.3000
SF+S3,N5K,mAP,5,94.5900,0.0000,94.5900,94.5900
SF+S3,N5K,recall,5,99.0200,0.0000,99.0200,99.0200
SF+S3,N5K,precision,5,94.5900,0.0000,94.5900,94.5900
SF+S3,N5K,f1,5,96.7000,0.0000,96.7000,96.7000
SF+S3,N5K,iou,5,93.6500,0.0000,93.6500,93.6500
SF+S3,N5K,accuracy,5,98.6800,0.0000,98.6800,98.6800
SF+S3,MTF,mAP,5,98.2400,0.0000,98.2400,98.2400
SF+S3,MTF,recall,5,92.7500,0.0000,92.7500,92.7500
SF+S3,MTF,precision,5,98.2400,0.0000,98.2400,98.2400
SF+S3,MTF,f1,5,94.2600,0.0000,94.2600,94.2600
SF+S3,MTF,iou,5,91.0700,0.0000,91.0700,91.0700
SF+S3,MTF,accuracy,5,99.7100,0.0000,99.7100,99.7100
SF+S3,VF,mAP,5,83.3900,0.0000,83.3900,83.3900
SF+S3,VF,recall,5,92.2700,0.0000,92.2700,92.2700
SF+S3,VF,precision,5,83.3900,0.0000,83.3900,83.3900
SF+S3,VF,f1,5,84.9700,0.0000,84.9700,84.9700
SF+S3,VF,iou,5,80.2800,0.0000,80.2800,80.2800
SF+S3,VF,accuracy,5,98.1700,0.0000,98.1700,98.1700
SF+S3,FKIT,mAP,5,91.5500,0.0000,91.5500,91.5500
SF+S3,FKIT,recall,5,87.1100,0.0000,87.1100,87.1100
SF+S3,FKIT,precision,5,91.5500,0.0000,91.5500,91.5500
SF+S3,FKIT,f1,5,86.8800,0.0000,86.8800,86.8800
SF+S3,FKIT,iou,5,83.7100,0.0000,83.7100,83.7100
SF+S3,FKIT,accuracy,5,99.4600,0.0000,99.4600,99.4600
SF+X2,N5K,mAP,5,94.2600,0.0000,94.2600,94.2600
SF+X2,N5K,recall,5,98.5600,0.0000,98.5600,98.5600
SF+X2,N5K,precision,5,94.2600,0.0000,94.2600,94.2600
SF+X2,N5K,f1,5,96.3100,0.0000,96.3100,96.3100
SF+X2,N5K,iou,5,92.9200,0.0000,92.9200,92.9200
SF+X2,N5K,accuracy,5,98.4800,0.0000,98.4800,98.4800
SF+X2,MTF,mAP,5,98.4600,0.0000,98.4600,98.4600
SF+X2,MTF,recall,5,95.6300,0.0000,95.6300,95.6300
SF+X2,MTF,precision,5,98.4600,0.0000,98.4600,98.4600
SF+X2,MTF,f1,5,96.5700,0.0000,96.5700,96.5700
SF+X2,MTF,iou,5,94.1500,0.0000,94.1500,94.1500
SF+X2,MTF,accuracy,5,99.8000,0.0000,99.8000,99.8000
SF+X2,VF,mAP,5,83.0400,0.0000,83.0400,83.0400
SF+X2,VF,recall,5,92.2500,0.0000,92.2500,92.2500
SF+X2,VF,precision,5,83.0400,0.0000,83.0400,83.0400
SF+X2,VF,f1,5,84.7500,0.0000,84.7500,84.7500
SF+X2,VF,iou,5,79.9600,0.0000,79.9600,79.9600
SF+X2,VF,accuracy,5,98.1600,0.0000,98.1600,98.1600
SF+X2,FKIT,mAP,5,92.6200,0.0000,92.6200,92.6200
SF+X2,FKIT,recall,5,92.3300,0.0000,92.3300,92.3300
SF+X2,FKIT,precision,5,92.6200,0.0000,92.6200,92.6200
SF+X2,FKIT,f1,5,91.5500,0.0000,91.5500,91.5500
SF+X2,FKIT,iou,5,89.9300,0.0000,89.9300,89.9300
SF+X2,FKIT,accuracy,5,99.7000,0.0000,99.7000,99.7000
SeTM+S2,N5K,mAP,5,64.7500,0.0000,64.7500,64.7500
SeTM+S2,N5K,recall,5,68.2900,0.0000,68.2900,68.2900
SeTM+S2,N5K,precision,5,64.7500,0.0000,64.7500,64.7500
SeTM+S2,N5K,f1,5,66.1800,0.0000,66.1800,66.1800
SeTM+S2,N5K,iou,5,52.8400,0.0000,52.8400,52.8400
SeTM+S2,N5K,accuracy,5,87.2600,0.0000,87.2600,87.2600
SeTM+S2,MTF,mAP,5,38.8000,0.0000,38.8000,38.8000
SeTM+S2,MTF,recall,5,38.6100,0.0000,38.6100,38.6100
SeTM+S2,MTF,precision,5,38.8000,0.0000,38.8000,38.8000
SeTM+S2,MTF,f1,5,38.1400,0.0000,38.1400,38.1400
SeTM+S2,MTF,iou,5,27.8200,0.0000,27.8200,27.8200
SeTM+S2,MTF,accuracy,5,94.2300,0.0000,94.2300,94.2300
SeTM+S2,VF,mAP,5,41.1800,0.0000,41.1800,41.1800
SeTM+S2,VF,recall,5,48.3400,0.0000,48.3400,48.3400
SeTM+S2,VF,precision,5,41.1800,0.0000,41.1800,41.1800
SeTM+S2,VF,f1,5,33.1300,0.0000,33.1300,33.1300
SeTM+S2,VF,iou,5,22.4700,0.0000,22.4700,22.4700
SeTM+S2,VF,accuracy,5,93.5000,0.0000,93.5000,93.5000
SeTM+S2,FKIT,mAP,5,42.5500,0.0000,42.5500,42.5500
SeTM+S2,FKIT,recall,5,40.4800,0.0000,40.4800,40.4800
SeTM+S2,FKIT,precision,5,42.5500,0.0000,42.5500,42.5500
SeTM+S2,FKIT,f1,5,39.8800,0.0000,39.8800,39.8800
SeTM+S2,FKIT,iou,5,28.5000,0.0000,28.5000,28.5000
SeTM+S2,FKIT,accuracy,5,97.3700,0.0000,97.3700,97.3700
SeTM+S3,N5K,mAP,5,94.7100,0.0000,94.7100,94.7100
SeTM+S3,N5K,recall,5,99.4700,0.0000,99.4700,99.4700
SeTM+S3,N5K,precision,5,94.7100,0.0000,94.7100,94.7100
SeTM+S3,N5K,f1,5,97.0100,0.0000,97.0100,97.0100
SeTM+S3,N5K,iou,5,94.2200,0.0000,94.2200,94.2200
SeTM+S3,N5K,accuracy,5,98.7800,0.0000,98.7800,98.7800
SeTM+S3,MTF,mAP,5,97.9700,0.0000,97.9700,97.9700
SeTM+S3,MTF,recall,5,96.5400,0.0000,96.5400,96.5400
SeTM+S3,MTF,precision,5,97.9700,0.0000,97.9700,97.9700
SeTM+S3,MTF,f1,5,97.0900,0.0000,97.0900,97.0900
SeTM+S3,MTF,iou,5,94.5700,0.0000,94.5700,94.5700
SeTM+S3,MTF,accuracy,5,99.7900,0.0000,99.7900,99.7900
SeTM+S3,VF,mAP,5,83.0900,0.0000,83.0900,83.0900
SeTM+S3,VF,recall,5,91.9900,0.0000,91.9900,91.9900
SeTM+S3,VF,precision,5,83.0900,0.0000,83.0900,83.0900
SeTM+S3,VF,f1,5,84.7000,0.0000,84.7000,84.7000
SeTM+S3,VF,iou,5,79.7800,0.0000,79.7800,79.7800
SeTM+S3,VF,accuracy,5,98.1500,0.0000,98.1500,98.1500
SeTM+S3,FKIT,mAP,5,97.4300,0.0000,97.4300,97.4300
SeTM+S3,FKIT,recall,5,90.3000,0.0000,90.3000,90.3000
SeTM+S3,FKIT,precision,5,97.4300,0.0000,97.4300,97.4300
SeTM+S3,FKIT,f1,5,91.4200,0.0000,91.4200,91.4200
SeTM+S3,FKIT,iou,5,89.0300,0.0000,89.0300,89.0300
SeTM+S3,FKIT,accuracy,5,99.6600,0.0000,99.6600,99.6600
SeTN,N5K,mAP,5,95.1700,0.0000,95.1700,95.1700
SeTN,N5K,recall,5,96.4500,0.0000,96.4500,96.4500
SeTN,N5K,precision,5,95.1700,0.0000,95.1700,95.1700
SeTN,N5K,f1,5,95.7300,0.0000,95.7300,95.7300
SeTN,N5K,iou,5,91.8600,0.0000,91.8600,91.8600
SeTN,N5K,accuracy,5,98.2800,0.0000,98.2800,98.2800
SeTN,MTF,mAP,5,95.7300,0.0000,95.7300,95.7300
SeTN,MTF,recall,5,91.9000,0.0000,91.9000,91.9000
SeTN,MTF,precision,5,95.7300,0.0000,95.7300,95.7300
SeTN,MTF,f1,5,92.8200,0.0000,92.8200,92.8200
SeTN,MTF,iou,5,88.0100,0.0000,88.0100,88.0100
SeTN,MTF,accuracy,5,99.4100,0.0000,99.4100,99.4100
SeTN,VF,mAP,5,74.0400,0.0000,74.0400,74.0400
SeTN,VF,recall,5,89.8900,0.0000,89.8900,89.8900
SeTN,VF,precision,5,74.0400,0.0000,74.0400,74.0400
SeTN,VF,f1,5,77.5000,0.0000,77.5000,77.5000
SeTN,VF,iou,5,69.8000,0.0000,69.8000,69.8000
SeTN,VF,accuracy,5,97.3600,0.0000,97.3600,97.3600
SeTN,FKIT,mAP,5,89.8300,0.0000,89.8300,89.8300
SeTN,FKIT,recall,5,77.6600,0.0000,77.6600,77.6600
SeTN,FKIT,precision,5,89.8300,0.0000,89.8300,89.8300
SeTN,FKIT,f1,5,80.4800,0.0000,80.4800,80.4800
SeTN,FKIT,iou,5,74.1300,0.0000,74.1300,74.1300
SeTN,FKIT,accuracy,5,99.1800,0.0000,99.1800,99.1800
Seg+S2,N5K,mAP,5,61.3000,0.0000,61.3000,61.3000
Seg+S2,N5K,recall,5,67.7800,0.0000,67.7800,67.7800
Seg+S2,N5K,precision,5,61.3000,0.0000,61.3000,61.3000
Seg+S2,N5K,f1,5,62.3100,0.0000,62.3100,62.3100
Seg+S2,N5K,iou,5,49.3900,0.0000,49.3900,49.3900
Seg+S2,N5K,accuracy,5,86.3300,0.0000,86.3300,86.3300
Seg+S2,MTF,mAP,5,30.1900,0.0000,30.1900,30.1900
Seg+S2,MTF,recall,5,31.0800,0.0000,31.0800,31.0800
Seg+S2,MTF,precision,5,30.1900,0.0000,30.1900,30.1900
Seg+S2,MTF,f1,5,25.6300,0.0000,25.6300,25.6300
Seg+S2,MTF,iou,5,17.4900,0.0000,17.4900,17.4900
Seg+S2,MTF,accuracy,5,94.4600,0.0000,94.4600,94.4600
Seg+S2,VF,mAP,5,23.8000,0.0000,23.8000,23.8000
Seg+S2,VF,recall,5,18.8700,0.0000,18.8700,18.8700
Seg+S2,VF,precision,5,23.8000,0.0000,23.8000,23.8000
Seg+S2,VF,f1,5,14.7300,0.0000,14.7300,14.7300
Seg+S2,VF,iou,5,9.6700,0.0000,9.6700,9.6700
Seg+S2,VF,accuracy,5,94.5300,0.0000,94.5300,94.5300
Seg+S2,FKIT,mAP,5,28.9700,0.0000,28.9700,28.9700
Seg+S2,FKIT,recall,5,8.1900,0.0000,8.1900,8.1900
Seg+S2,FKIT,precision,5,28.9700,0.0000,28.9700,28.9700
Seg+S2,FKIT,f1,5,10.6700,0.0000,10.6700,10.6700
Seg+S2,FKIT,iou,5,6.8600,0.0000,6.8600,6.8600
Seg+S2,FKIT,accuracy,5,97.5200,0.0000,97.5200,97.5200
Seg+S3,N5K,mAP,5,83.8400,0.0000,83.8400,83.8400
Seg+S3,N5K,recall,5,97.0800,0.0000,97.0800,97.0800
Seg+S3,N5K,precision,5,83.8400,0.0000,83.8400,83.8400
Seg+S3,N5K,f1,5,88.9800,0.0000,88.9800,88.9800
Seg+S3,N5K,iou,5,81.2400,0.0000,81.2400,81.2400
Seg+S3,N5K,accuracy,5,94.8300,0.0000,94.8300,94.8300
Seg+S3,MTF,mAP,5,81.5700,0.0000,81.5700,81.5700
Seg+S3,MTF,recall,5,50.9200,0.0000,50.9200,50.9200
Seg+S3,MTF,precision,5,81.5700,0.0000,81.5700,81.5700
Seg+S3,MTF,f1,5,49.4500,0.0000,49.4500,49.4500
Seg+S3,MTF,iou,5,41.3400,0.0000,41.3400,41.3400
Seg+S3,MTF,accuracy,5,96.4300,0.0000,96.4300,96.4300
Seg+S3,VF,mAP,5,50.6600,0.0000,50.6600,50.6600
Seg+S3,VF,recall,5,41.9800,0.0000,41.9800,41.9800
Seg+S3,VF,precision,5,50.6600,0.0000,50.6600,50.6600
Seg+S3,VF,f1,5,45.3900,0.0000,45.3900,45.3900
Seg+S3,VF,iou,5,41.9100,0.0000,41.9100,41.9100
Seg+S3,VF,accuracy,5,97.0900,0.0000,97.0900,97.0900
Seg+S3,FKIT,mAP,5,73.5800,0.0000,73.5800,73.5800
Seg+S3,FKIT,recall,5,20.9600,0.0000,20.9600,20.9600
Seg+S3,FKIT,precision,5,73.5800,0.0000,73.5800,73.5800
Seg+S3,FKIT,f1,5,27.7600,0.0000,27.7600,27.7600
Seg+S3,FKIT,iou,5,20.9400,0.0000,20.9400,20.9400
Seg+S3,FKIT,accuracy,5,97.9400,0.0000,97.9400,97.9400
SegMan_ADE,N5K,mAP,5,62.2500,0.0000,62.2500,62.2500
SegMan_ADE,N5K,recall,5,92.1200,0.0000,92.1200,92.1200
SegMan_ADE,N5K,precision,5,62.2500,0.0000,62.2500,62.2500
SegMan_ADE,N5K,f1,5,70.6100,0.0000,70.6100,70.6100
SegMan_ADE,N5K,iou,5,57.2800,0.0000,57.2800,57.2800
SegMan_ADE,N5K,accuracy,5,85.7500,0.0000,85.7500,85.7500
SegMan_ADE,MTF,mAP,5,53.0300,0.0000,53.0300,53.0300
SegMan_ADE,MTF,recall,5,55.2600,0.0000,55.2600,55.2600
SegMan_ADE,MTF,precision,5,53.0300,0.0000,53.0300,53.0300
SegMan_ADE,MTF,f1,5,46.3000,0.0000,46.3000,46.3000
SegMan_ADE,MTF,iou,5,36.8000,0.0000,36.8000,36.8000
SegMan_ADE,MTF,accuracy,5,96.2700,0.0000,96.2700,96.2700
SegMan_ADE,VF,mAP,5,32.6900,0.0000,32.6900,32.6900
SegMan_ADE,VF,recall,5,17.1500,0.0000,17.1500,17.1500
SegMan_ADE,VF,precision,5,32.6900,0.0000,32.6900,32.6900
SegMan_ADE,VF,f1,5,21.2800,0.0000,21.2800,21.2800
SegMan_ADE,VF,iou,5,17.1000,0.0000,17.1000,17.1000
SegMan_ADE,VF,accuracy,5,96.4800,0.0000,96.4800,96.4800
SegMan_ADE,FKIT,mAP,5,41.3100,0.0000,41.3100,41.3100
SegMan_ADE,FKIT,recall,5,17.0100,0.0000,17.0100,17.0100
SegMan_ADE,FKIT,precision,5,41.3100,0.0000,41.3100,41.3100
SegMan_ADE,FKIT,f1,5,21.3300,0.0000,21.3300,21.3300
SegMan_ADE,FKIT,iou,5,16.6000,0.0000,16.6000,16.6000
SegMan_ADE,FKIT,accuracy,5,98.0500,0.0000,98.0500,98.0500
SegMan_COCO,N5K,mAP,5,82.1500,0.0000,82.1500,82.1500
SegMan_COCO,N5K,recall,5,75.4500,0.0000,75.4500,75.4500
SegMan_COCO,N5K,precision,5,82.1500,0.0000,82.1500,82.1500
SegMan_COCO,N5K,f1,5,72.4500,0.0000,72.4500,72.4500
SegMan_COCO,N5K,iou,5,64.9200,0.0000,64.9200,64.9200
SegMan_COCO,N5K,accuracy,5,92.5600,0.0000,92.5600,92.5600
SegMan_COCO,MTF,mAP,5,67.2900,0.0000,67.2900,67.2900
SegMan_COCO,MTF,recall,5,49.5800,0.0000,49.5800,49.5800
SegMan_COCO,MTF,precision,5,67.2900,0.0000,67.2900,67.2900
SegMan_COCO,MTF,f1,5,52.0300,0.0000,52.0300,52.0300
SegMan_COCO,MTF,iou,5,46.7600,0.0000,46.7600,46.7600
SegMan_COCO,MTF,accuracy,5,97.7400,0.0000,97.7400,97.7400
SegMan_COCO,VF,mAP,5,33.4500,0.0000,33.4500,33.4500
SegMan_COCO,VF,recall,5,17.6500,0.0000,17.6500,17.6500
SegMan_COCO,VF,precision,5,33.4500,0.0000,33.4500,33.4500
SegMan_COCO,VF,f1,5,16.2100,0.0000,16.2100,16.2100
SegMan_COCO,VF,iou,5,11.5300,0.0000,11.5300,11.5300
SegMan_COCO,VF,accuracy,5,95.3700,0.0000,95.3700,95.3700
SegMan_COCO,FKIT,mAP,5,55.0500,0.0000,55.0500,55.0500
SegMan_COCO,FKIT,recall,5,32.4500,0.0000,32.4500,32.4500
SegMan_COCO,FKIT,precision,5,55.0500,0.0000,55.0500,55.0500
SegMan_COCO,FKIT,f1,5,36.4100,0.0000,36.4100,36.4100
SegMan_COCO,FKIT,iou,5,31.6700,0.0000,31.6700,31.6700
SegMan_COCO,FKIT,accuracy,5,98.4200,0.0000,98.4200,98.4200
SegMan_FS,N5K,mAP,5,94.8600,0.0000,94.8600,94.8600
SegMan_FS,N5K,recall,5,98.0500,0.0000,98.0500,98.0500
SegMan_FS,N5K,precision,5,94.8600,0.0000,94.8600,94.8600
SegMan_FS,N5K,f1,5,96.3800,0.0000,96.3800,96.3800
SegMan_FS,N5K,iou,5,93.0500,0.0000,93.0500,93.0500
SegMan_FS,N5K,accuracy,5,98.5700,0.0000,98.5700,98.5700
SegMan_FS,MTF,mAP,5,92.1700,0.0000,92.1700,92.1700
SegMan_FS,MTF,recall,5,92.1000,0.0000,92.1000,92.1000
SegMan_FS,MTF,precision,5,92.1700,0.0000,92.1700,92.1700
SegMan_FS,MTF,f1,5,90.1600,0.0000,90.1600,90.1600
SegMan_FS,MTF,iou,5,86.1500,0.0000,86.1500,86.1500
SegMan_FS,MTF,accuracy,5,99.0300,0.0000,99.0300,99.0300
SegMan_FS,VF,mAP,5,80.4300,0.0000,80.4300,80.4300
SegMan_FS,VF,recall,5,89.2700,0.0000,89.2700,89.2700
SegMan_FS,VF,precision,5,80.4300,0.0000,80.4300,80.4300
SegMan_FS,VF,f1,5,81.5500,0.0000,81.5500,81.5500
SegMan_FS,VF,iou,5,74.9600,0.0000,74.9600,74.9600
SegMan_FS,VF,accuracy,5,97.9800,0.0000,97.9800,97.9800
SegMan_FS,FKIT,mAP,5,84.4700,0.0000,84.4700,84.4700
SegMan_FS,FKIT,recall,5,82.4300,0.0000,82.4300,82.4300
SegMan_FS,FKIT,precision,5,84.4700,0.0000,84.4700,84.4700
SegMan_FS,FKIT,f1,5,79.9300,0.0000,79.9300,79.9300
SegMan_FS,FKIT,iou,5,74.8000,0.0000,74.8000,74.8000
SegMan_FS,FKIT,accuracy,5,99.1500,0.0000,99.1500,99.1500
Swin-B,N5K,mAP,5,93.8100,0.0000,93.8100,93.8100
Swin-B,N5K,recall,5,98.4500,0.0000,98.4500,98.4500
Swin-B,N5K,precision,5,93.8100,0.0000,93.8100,93.8100
Swin-B,N5K,f1,5,96.0000,0.0000,96.0000,96.0000
Swin-B,N5K,iou,5,92.4100,0.0000,92.4100,92.4100
Swin-B,N5K,accuracy,5,98.4000,0.0000,98.4000,98.4000
Swin-B,MTF,mAP,5,95.0900,0.0000,95.0900,95.0900
Swin-B,MTF,recall,5,93.3600,0.0000,93.3600,93.3600
Swin-B,MTF,precision,5,95.0900,0.0000,95.0900,95.0900
Swin-B,MTF,f1,5,93.4000,0.0000,93.4000,93.4000
Swin-B,MTF,iou,5,88.8900,0.0000,88.8900,88.8900
Swin-B,MTF,accuracy,5,99.4900,0.0000,99.4900,99.4900
Swin-B,VF,mAP,5,78.4800,0.0000,78.4800,78.4800
Swin-B,VF,recall,5,89.9700,0.0000,89.9700,89.9700
Swin-B,VF,precision,5,78.4800,0.0000,78.4800,78.4800
Swin-B,VF,f1,5,80.8100,0.0000,80.8100,80.8100
Swin-B,VF,iou,5,73.8500,0.0000,73.8500,73.8500
Swin-B,VF,accuracy,5,97.8000,0.0000,97.8000,97.8000
Swin-B,FKIT,mAP,5,92.5900,0.0000,92.5900,92.5900
Swin-B,FKIT,recall,5,88.8900,0.0000,88.8900,88.8900
Swin-B,FKIT,precision,5,92.5900,0.0000,92.5900,92.5900
Swin-B,FKIT,f1,5,88.9200,0.0000,88.9200,88.9200
Swin-B,FKIT,iou,5,83.9300,0.0000,83.9300,83.9300
Swin-B,FKIT,accuracy,5,99.5100,0.0000,99.5100,99.5100
Swin-S,N5K,mAP,5,93.2600,0.0000,93.2600,93.2600
Swin-S,N5K,recall,5,98.8500,0.0000,98.8500,98.8500
Swin-S,N5K,precision,5,93.2600,0.0000,93.2600,93.2600
Swin-S,N5K,f1,5,95.9300,0.0000,95.9300,95.9300
Swin-S,N5K,iou,5,92.2200,0.0000,92.2200,92.2200
Swin-S,N5K,accuracy,5,98.3600,0.0000,98.3600,98.3600
Swin-S,MTF,mAP,5,96.6200,0.0000,96.6200,96.6200
Swin-S,MTF,recall,5,92.9000,0.0000,92.9000,92.9000
Swin-S,MTF,precision,5,96.6200,0.0000,96.6200,96.6200
Swin-S,MTF,f1,5,94.2000,0.0000,94.2000,94.2000
Swin-S,MTF,iou,5,89.9600,0.0000,89.9600,89.9600
Swin-S,MTF,accuracy,5,99.5700,0.0000,99.5700,99.5700
Swin-S,VF,mAP,5,72.4100,0.0000,72.4100,72.4100
Swin-S,VF,recall,5,90.3700,0.0000,90.3700,90.3700
Swin-S,VF,precision,5,72.4100,0.0000,72.4100,72.4100
Swin-S,VF,f1,5,76.9700,0.0000,76.9700,76.9700
Swin-S,VF,iou,5,68.7600,0.0000,68.7600,68.7600
Swin-S,VF,accuracy,5,97.3600,0.0000,97.3600,97.3600
Swin-S,FKIT,mAP,5,89.4500,0.0000,89.4500,89.4500
Swin-S,FKIT,recall,5,82.7600,0.0000,82.7600,82.7600
Swin-S,FKIT,precision,5,89.4500,0.0000,89.4500,89.4500
Swin-S,FKIT,f1,5,82.2400,0.0000,82.2400,82.2400
Swin-S,FKIT,iou,5,76.3300,0.0000,76.3300,76.3300
Swin-S,FKIT,accuracy,5,99.2100,0.0000,99.2100,99.2100
Y+S2,N5K,mAP,5,64.9000,0.0000,64.9000,64.9000
Y+S2,N5K,recall,5,62.8500,0.0000,62.8500,62.8500
Y+S2,N5K,precision,5,64.9000,0.0000,64.9000,64.9000
Y+S2,N5K,f1,5,61.9200,0.0000,61.9200,61.9200
Y+S2,N5K,iou,5,48.8900,0.0000,48.8900,48.8900
Y+S2,N5K,accuracy,5,86.5900,0.0000,86.5900,86.5900
Y+S2,MTF,mAP,5,27.3900,0.0000,27.3900,27.3900
Y+S2,MTF,recall,5,32.4000,0.0000,32.4000,32.4000
Y+S2,MTF,precision,5,27.3900,0.0000,27.3900,27.3900
Y+S2,MTF,f1,5,26.7100,0.0000,26.7100,26.7100
Y+S2,MTF,iou,5,18.9100,0.0000,18.9100,18.9100
Y+S2,MTF,accuracy,5,82.0700,0.0000,82.0700,82.0700
Y+S2,VF,mAP,5,41.0300,0.0000,41.0300,41.0300
Y+S2,VF,recall,5,48.8400,0.0000,48.8400,48.8400
Y+S2,VF,precision,5,41.0300,0.0000,41.0300,41.0300
Y+S2,VF,f1,5,33.3000,0.0000,33.3000,33.3000
Y+S2,VF,iou,5,22.5900,0.0000,22.5900,22.5900
Y+S2,VF,accuracy,5,93.4700,0.0000,93.4700,93.4700
Y+S2,FKIT,mAP,5,43.6000,0.0000,43.6000,43.6000
Y+S2,FKIT,recall,5,41.3100,0.0000,41.3100,41.3100
Y+S2,FKIT,precision,5,43.6000,0.0000,43.6000,43.6000
Y+S2,FKIT,f1,5,40.4100,0.0000,40.4100,40.4100
Y+S2,FKIT,iou,5,28.7700,0.0000,28.7700,28.7700
Y+S2,FKIT,accuracy,5,97.3300,0.0000,97.3300,97.3300
Y+S3,N5K,mAP,5,92.5500,0.0000,92.5500,92.5500
Y+S3,N5K,recall,5,90.8900,0.0000,90.8900,90.8900
Y+S3,N5K,precision,5,92.5500,0.0000,92.5500,92.5500
Y+S3,N5K,f1,5,89.4500,0.0000,89.4500,89.4500
Y+S3,N5K,iou,5,84.4700,0.0000,84.4700,84.4700
Y+S3,N5K,accuracy,5,96.3600,0.0000,96.3600,96.3600
Y+S3,MTF,mAP,5,90.2600,0.0000,90.2600,90.2600
Y+S3,MTF,recall,5,95.1300,0.0000,95.1300,95.1300
Y+S3,MTF,precision,5,90.2600,0.0000,90.2600,90.2600
Y+S3,MTF,f1,5,89.7400,0.0000,89.7400,89.7400
Y+S3,MTF,iou,5,85.5200,0.0000,85.5200,85.5200
Y+S3,MTF,accuracy,5,98.5100,0.0000,98.5100,98.5100
Y+S3,VF,mAP,5,80.4500,0.0000,80.4500,80.4500
Y+S3,VF,recall,5,92.4500,0.0000,92.4500,92.4500
Y+S3,VF,precision,5,80.4500,0.0000,80.4500,80.4500
Y+S3,VF,f1,5,83.5100,0.0000,83.5100,83.5100
Y+S3,VF,iou,5,77.5500,0.0000,77.5500,77.5500
Y+S3,VF,accuracy,5,98.0500,0.0000,98.0500,98.0500
Y+S3,FKIT,mAP,5,94.5100,0.0000,94.5100,94.5100
Y+S3,FKIT,recall,5,92.1500,0.0000,92.1500,92.1500
Y+S3,FKIT,precision,5,94.5100,0.0000,94.5100,94.5100
Y+S3,FKIT,f1,5,91.2100,0.0000,91.2100,91.2100
Y+S3,FKIT,iou,5,86.9000,0.0000,86.9000,86.9000
Y+S3,FKIT,accuracy,5,99.6600,0.0000,99.6600,99.6600
