method,frame,mAP,recall,iou,accuracy
Swin-B,311,97.6897,98.9063,96.6456,99.8461
Swin-B,312,97.7517,98.7797,96.5854,99.8472
Swin-B,313,97.8663,98.8817,96.7949,99.8594
Swin-B,314,98.1373,98.9845,97.1591,99.8763
Swin-B,315,98.1855,98.9377,97.1612,99.8772
Swin-B,316,98.0353,99.0265,97.0995,99.8747
Swin-B,317,97.9518,98.7710,96.7724,99.8604
Swin-B,318,97.9731,99.0356,97.0473,99.8730
Swin-B,319,98.2088,98.9977,97.2419,99.8817
Swin-B,320,97.6731,99.0010,96.7198,99.8585
Swin-B,321,97.5780,99.0074,96.6327,99.8542
Swin-B,322,97.8748,98.9108,96.8311,99.8628
Swin-B,323,97.5295,99.0641,96.6391,99.8530
Swin-B,324,97.9471,98.8449,96.8387,99.8610
Swin-B,325,98.0409,98.7393,96.8288,99.8601
Swin-B,326,98.1620,98.8969,97.0989,99.8709
Swin-B,327,98.2787,98.7943,97.1139,99.8696
Swin-B,328,97.8280,99.1299,96.9951,99.8621
Swin-B,329,97.6266,98.9630,96.6380,99.8439
Swin-B,330,97.7003,98.7378,96.4952,99.8368
Swin-B,331,97.9721,99.0898,97.0983,99.8663
Swin-B,332,96.0224,98.6316,94.7600,99.7567
Swin-B,333,97.7229,99.2086,96.9670,99.8633
Swin-B,334,98.0781,98.9463,97.0643,99.8689
Swin-B,335,97.3660,99.1382,96.5488,99.8459
Swin-B,336,97.4274,99.1628,96.6325,99.8501
Swin-B,337,97.2743,99.1210,96.4424,99.8417
Swin-B,338,97.9330,96.7092,94.7747,99.7710
Swin-B,339,98.0596,98.7492,96.8566,99.8628
Swin-B,340,97.7948,99.0328,96.8696,99.8636
Swin-B,341,97.8230,98.9906,96.8569,99.8637
Swin-B,342,97.6697,98.9898,96.7058,99.8571
Swin-B,343,97.6835,99.0080,96.7367,99.8592
Swin-B,344,98.4846,98.5323,97.0607,99.8753
Swin-B,345,97.5421,99.2641,96.8418,99.8676
Swin-B,346,97.5472,98.9380,96.5364,99.8588
Swin-B,347,97.6939,99.2230,96.9522,99.8798
Swin-B,348,97.2287,98.9406,96.2269,99.8543
Swin-B,349,98.8181,97.8973,96.7643,99.8811
Swin-B,350,98.1988,99.2392,97.4650,99.9087
Swin-B,351,97.6223,99.2587,96.9157,99.8915
Swin-B,352,95.4377,99.4076,94.8980,99.8199
Swin-B,353,92.1817,99.0892,91.4072,99.6878
Swin-B,354,89.8370,99.2500,89.2313,99.6026
Swin-B,355,84.6465,99.3159,84.1558,99.3911
Swin-B,356,85.9842,99.4581,85.5833,99.4588
Swin-B,357,79.4591,99.4925,79.1384,99.1551
Swin-B,358,31.2331,99.4207,31.1763,93.0388
Swin-B,359,96.0340,99.5800,95.6466,99.8579
Swin-B,360,95.8160,98.3162,94.2690,99.8141
Swin-B,361,97.4929,98.9059,96.4527,99.8874
Swin-B,362,88.2770,99.3444,87.7656,99.5752
Swin-B,363,83.4617,98.2394,82.2317,99.3563
Swin-B,364,79.8500,97.7758,78.4254,99.1952
Swin-B,365,76.5300,98.8643,75.8631,99.0624
Swin-B,366,70.1711,98.4647,69.4117,98.7242
Swin-B,367,81.1008,99.1210,80.5217,99.3054
Swin-B,368,98.5014,98.5515,97.0956,99.9161
Swin-B,369,98.2420,97.8376,96.1542,99.8913
Swin-B,370,96.6686,99.4995,96.2008,99.8932
Swin-B,371,96.6065,99.1708,95.8325,99.8841
Swin-B,372,98.6920,98.5316,97.2614,99.9259
Swin-B,373,94.8908,96.3987,91.6422,99.7655
Swin-B,374,96.1891,97.7869,94.1397,99.8372
Swin-B,375,97.7973,98.5404,96.4009,99.9026
Swin-B,376,82.0395,99.2489,81.5333,99.3981
Swin-B,377,98.1771,96.5536,94.8531,99.8584
Swin-B,378,96.1510,99.1865,95.3987,99.8715
Swin-B,379,97.6553,99.0423,96.7418,99.9103
Swin-B,380,97.4358,98.5834,96.0904,99.8931
Swin-B,381,98.8615,87.5525,86.6785,99.6428
Swin-B,382,98.5610,98.4470,97.0520,99.9214
Swin-B,383,99.1120,95.1772,94.3725,99.8517
Swin-B,384,98.6672,98.1076,96.8244,99.9171
Swin-B,385,98.2690,95.8204,94.2299,99.8521
Swin-B,386,99.4683,66.2968,66.0626,99.1519
Swin-B,387,98.5745,79.4723,78.5694,99.4651
Swin-B,388,98.9638,82.6850,81.9753,99.5503
Swin-B,389,97.8091,85.3209,83.7209,99.5868
Swin-B,390,98.5531,98.7130,97.3029,99.9317
Swin-B,391,98.6388,97.9410,96.6349,99.9142
Swin-B,392,98.3556,97.6451,96.0766,99.8986
Swin-B,393,97.9152,98.7330,96.7002,99.9130
Swin-B,394,98.3050,98.2942,96.6560,99.9106
Swin-B,395,98.1313,98.8853,97.0577,99.9198
Swin-B,396,97.7548,98.7226,96.5338,99.9036
Swin-B,397,98.0172,98.0686,96.1610,99.8921
Swin-B,398,97.9851,97.6757,95.7526,99.8789
Swin-B,399,97.8796,98.0806,96.0400,99.8860
Swin-B,400,97.5513,98.2163,95.8531,99.8801
Swin-B,401,93.9868,98.7946,92.9212,99.7886
Swin-B,402,97.4931,98.4654,96.0339,99.8861
Swin-B,403,97.3282,99.1311,96.5049,99.9002
Swin-B,404,97.5560,98.9554,96.5615,99.9019
Swin-B,405,97.2347,99.3356,96.6065,99.9035
Swin-B,406,97.0541,98.9116,96.0286,99.8874
Swin-B,407,97.5830,98.5512,96.2029,99.8928
Swin-B,408,97.4197,99.3849,96.8358,99.9099
Swin-B,409,97.6121,99.0238,96.6818,99.9048
Swin-B,410,96.8072,99.0880,95.9523,99.8806
Swin-B,411,97.2705,99.1470,96.4632,99.8940
Swin-B,412,97.1762,99.0787,96.3060,99.8854
Swin-B,413,97.7534,98.8292,96.6343,99.8937
Swin-B,414,97.8425,98.8780,96.7682,99.8948
Swin-B,415,98.5965,98.4469,97.0864,99.9042
Swin-B,416,98.1344,98.6973,96.8795,99.8966
Swin-B,417,98.2066,99.0602,97.3000,99.9099
Swin-B,418,98.8606,97.1094,96.0345,99.8683
Swin-B,419,98.8869,97.9006,96.8335,99.8937
Swin-B,420,98.2333,59.9221,59.2832,98.6243
Swin-B,421,99.2800,83.9040,83.3965,99.4361
Swin-B,422,98.6427,97.5898,96.2968,99.8718
Swin-B,423,99.1738,82.4034,81.8416,99.3681
Swin-B,424,98.6656,62.2585,61.7387,98.6476
Swin-B,425,98.4962,54.9389,54.4820,98.3691
Swin-B,426,99.3676,85.4095,84.9478,99.4602
Swin-B,427,99.1119,46.9368,46.7402,98.0499
Swin-B,428,98.1263,97.9374,96.1395,99.8552
Swin-B,429,99.0139,78.7689,78.1558,99.1798
Swin-B,430,98.6262,94.5717,93.3421,99.7422
Swin-B,431,99.4755,62.4297,62.2249,98.5174
Swin-B,432,99.5341,61.2506,61.0755,98.4439
Swin-B,433,99.7697,78.2948,78.1535,99.1065
Swin-B,434,99.4808,31.1183,31.0678,97.1094
Swin-B,435,99.6077,47.3743,47.2861,97.7477
Swin-B,436,99.7671,18.6099,18.6018,96.4744
Swin-B,437,99.3916,94.3202,93.7788,99.7287
Swin-B,438,99.9247,44.3002,44.2854,97.5838
Swin-B,439,98.6052,94.0173,92.7834,99.6874
Swin-B,440,99.1131,85.1918,84.5473,99.3410
Swin-B,441,97.9357,98.3737,96.3753,99.8456
Swin-B,442,98.8565,97.7903,96.6964,99.8624
Swin-B,443,98.3570,98.0650,96.4845,99.8555
Swin-B,444,98.4023,97.9067,96.3747,99.8508
Swin-B,445,85.2161,97.3013,83.2485,99.2096
Swin-B,446,84.6612,97.7718,83.0586,99.1985
Swin-B,447,82.0882,97.2950,80.2566,99.0450
Swin-B,448,83.4638,96.4705,80.9906,99.1127
Swin-B,449,97.8345,97.0942,95.0515,99.8067
Swin-B,450,70.9105,97.3890,69.5876,98.4198
Swin-B,451,88.9307,96.5376,86.1819,99.4405
Swin-B,452,97.6563,96.8235,94.6247,99.8069
Swin-B,453,97.9219,96.9952,95.0389,99.8274
Swin-B,454,98.0567,96.6018,94.7872,99.8234
Swin-B,455,91.4265,96.8146,88.7566,99.6023
Swin-B,456,97.4195,96.9281,94.5018,99.8205
Swin-B,457,83.1759,96.9820,81.0773,99.2925
Swin-B,458,97.5206,96.3242,94.0216,99.8071
Swin-B,459,97.5787,97.1881,94.8995,99.8396
Swin-B,460,97.5892,96.6009,94.3493,99.8215
Swin-B,461,97.8695,97.1159,95.1053,99.8451
Swin-B,462,97.4789,96.4237,94.0775,99.8077
Swin-B,463,97.7094,96.7451,94.5996,99.8235
Swin-B,464,98.0364,97.2577,95.3993,99.8471
Swin-B,465,97.5483,97.6376,95.2991,99.8401
Swin-B,466,98.3325,97.6157,96.0262,99.8637
Swin-B,467,98.4650,97.0815,95.6341,99.8462
Swin-B,468,98.7571,97.1378,95.9646,99.8555
Swin-B,469,97.7532,97.3879,95.2557,99.8273
Swin-B,470,97.3715,97.5833,95.0788,99.8219
Swin-B,471,98.5715,97.5627,96.2025,99.8644
Swin-B,472,98.4905,97.4840,96.0489,99.8575
Swin-B,473,97.7683,97.6611,95.5315,99.8372
Swin-B,474,97.0744,97.7578,94.9601,99.8155
Swin-B,475,97.9123,97.9406,95.9371,99.8546
Swin-B,476,85.2562,97.9095,83.7320,99.3378
Swin-B,477,98.0713,98.0465,96.1917,99.8663
Swin-B,478,97.7647,98.1136,95.9609,99.8594
Swin-B,479,98.4487,98.1166,96.6228,99.8838
Swin-B,480,98.3362,98.0177,96.4187,99.8780
Swin-B,481,97.9636,98.3410,96.3710,99.8776
Swin-B,482,97.8002,98.4119,96.2807,99.8760
Swin-B,483,98.1906,98.1246,96.3818,99.8812
Swin-B,484,97.6083,98.1194,95.8157,99.8639
Swin-B,485,84.7040,98.1532,83.3752,99.3867
Swin-B,486,96.8632,98.3716,95.3345,99.8533
Swin-B,487,96.7278,98.3630,95.1953,99.8521
Swin-B,488,96.9367,98.3091,95.3469,99.8613
Swin-B,489,97.7248,98.3489,96.1474,99.8902
Swin-B,490,97.1082,98.4854,95.6793,99.8798
Swin-B,491,96.5121,98.5685,95.1781,99.8678
Swin-B,492,97.3295,97.9481,95.3847,99.8770
Swin-B,493,97.6334,98.3242,96.0353,99.8987
Swin-B,494,89.2015,98.3221,87.8640,99.6756
Swin-B,495,97.3310,98.4256,95.8389,99.9010
Swin-B,496,74.8703,98.1901,73.8511,99.2163
Swin-B,497,82.5996,98.3039,81.4389,99.5069
Swin-B,498,96.1574,98.1723,94.4663,99.8757
Swin-B,499,71.1380,97.8070,70.0211,99.0966
Swin-B,500,79.4941,97.6559,78.0056,99.4103
Swin-B,501,96.1336,98.0087,94.2919,99.8737
Swin-B,502,95.6258,97.7606,93.5760,99.8591
Swin-B,503,96.3903,97.9251,94.4611,99.8795
Swin-B,504,97.1485,97.8043,95.0749,99.8925
Swin-B,505,96.6553,97.7979,94.5965,99.8804
Swin-B,506,48.4119,98.0052,47.9395,97.6843
Swin-B,507,59.5090,98.2223,58.8749,98.4812
Swin-B,508,96.7061,97.9028,94.7435,99.8793
Swin-B,509,96.1799,98.2226,94.5346,99.8743
Swin-B,510,95.9020,97.9718,94.0351,99.8617
Swin-B,511,88.4530,97.8685,86.7811,99.6681
Swin-B,512,96.7201,98.3008,95.1296,99.8877
Swin-B,513,87.6368,98.0464,86.1327,99.6493
Swin-B,514,84.8998,97.8850,83.3704,99.5673
Swin-B,515,75.8413,97.9713,74.6687,99.2700
Swin-B,516,73.9975,97.6861,72.7228,99.1959
Swin-B,517,46.7215,98.5832,46.4099,97.5240
Swin-B,518,97.1996,97.9518,95.2634,99.8944
Swin-B,519,64.9739,98.6566,64.4041,98.8255
Swin-B,520,92.3199,98.5878,91.1150,99.7951
Swin-B,521,79.4862,98.5245,78.5511,99.4329
Swin-B,522,98.1202,97.8662,96.0651,99.9171
Swin-B,523,96.9641,98.6527,95.6969,99.9104
Swin-B,524,86.9980,98.8063,86.0931,99.6866
Swin-B,525,92.9664,98.6882,91.8317,99.8335
Swin-B,526,96.2225,98.5540,94.8830,99.9016
Swin-B,527,95.1274,98.8852,94.1181,99.8893
Swin-B,528,92.4112,98.8335,91.4141,99.8377
Swin-B,529,96.0585,98.8174,94.9667,99.9103
Swin-B,530,92.2018,98.3771,90.8205,99.8325
Swin-B,531,95.5471,98.5159,94.1914,99.8987
Swin-B,532,95.2876,98.6449,94.0564,99.8968
Swin-B,533,95.5713,98.6048,94.2962,99.9010
Swin-B,534,91.9181,98.8691,90.9618,99.8354
Swin-B,535,68.7056,98.8089,68.1413,99.2144
Swin-B,536,97.3858,98.5614,96.0209,99.9285
Swin-B,537,88.9444,98.8342,88.0209,99.7580
Swin-B,538,77.9939,98.6408,77.1647,99.4593
Swin-B,539,58.4705,98.9118,58.0968,98.6437
Swin-B,540,62.7722,98.9566,62.3595,98.8322
Swin-B,541,33.0454,99.1552,32.9526,95.9578
Swin-B,542,32.4584,98.9154,32.3433,95.8048
Swin-B,543,27.0633,98.4768,26.9504,94.4731
Swin-B,544,44.9297,98.5368,44.6320,97.3893
Swin-B,545,86.5431,98.6435,85.5253,99.6296
Swin-B,546,65.6950,98.6597,65.1139,98.7789
Swin-B,547,93.0192,98.7597,91.9451,99.7911
Swin-B,548,95.9671,98.4275,94.5180,99.8550
Swin-B,549,96.2660,98.2863,94.6769,99.8526
Swin-B,550,96.4383,98.1743,94.7392,99.8462
Swin-B,551,96.9276,98.4040,95.4274,99.8594
Swin-B,552,96.9698,98.5362,95.5928,99.8568
Swin-B,553,96.5719,98.5672,95.2351,99.8367
Swin-B,554,97.0940,98.9320,96.0869,99.8608
Swin-B,555,97.0132,98.5540,95.6517,99.8404
Swin-B,556,96.8310,98.7210,95.6313,99.8342
Swin-B,557,97.2982,98.7151,96.0814,99.8504
Swin-B,558,97.6486,98.6373,96.3488,99.8595
Swin-B,559,97.6372,98.8762,96.5656,99.8669
Swin-B,560,98.3823,98.5914,97.0186,99.8845
Swin-B,561,98.0794,98.8021,96.9268,99.8801
Swin-B,562,97.4521,98.8956,96.4030,99.8584
Swin-B,563,97.2392,99.2560,96.5356,99.8628
Swin-B,564,97.7097,98.8727,96.6332,99.8656
Swin-B,565,97.8306,99.0591,96.9299,99.8760
Swin-B,566,97.6544,99.1903,96.8821,99.8711
Swin-B,567,97.8782,98.8424,96.7690,99.8643
Swin-B,568,97.3675,99.4225,96.8200,99.8626
Swin-B,569,97.5796,99.3745,96.9839,99.8670
Swin-B,570,97.5820,99.3851,96.9964,99.8653
Swin-B,571,97.0399,99.2853,96.3667,99.8341
Swin-B,572,97.3013,99.4909,96.8193,99.8542
Swin-B,573,94.3623,99.3334,93.7685,99.7049
Swin-B,574,97.2593,99.2199,96.5213,99.8422
Swin-B,575,97.7493,99.1712,96.9573,99.8647
Swin-B,576,97.6905,99.2971,97.0196,99.8688
Swin-B,577,97.5943,99.2871,96.9152,99.8653
Swin-B,578,97.8020,99.2169,97.0528,99.8725
Swin-B,579,97.6853,99.1355,96.8602,99.8650
Swin-B,580,98.0324,99.1034,97.1706,99.8785
Swin-B,581,98.4990,99.2183,97.7405,99.9032
Swin-B,582,99.2326,95.4970,94.7969,99.7782
Swin-B,583,99.0223,79.0116,78.4000,99.0715
Swin-B,584,45.4316,85.8083,42.2565,94.8695
Swin-B,585,98.8979,80.3548,79.6417,99.1205
Swin-B,586,98.2191,81.0875,79.9125,99.1496
Swin-B,587,98.5402,83.9907,82.9585,99.2918
Swin-B,588,97.3105,74.7954,73.2806,98.9006
Swin-B,589,98.6603,83.1366,82.2086,99.2921
Swin-B,590,98.7149,75.0590,74.3326,98.9984
Swin-B,591,98.7145,79.0778,78.2718,99.1735
Swin-B,592,98.0279,68.6165,67.6822,98.7707
Swin-B,593,98.3547,96.8263,95.2829,99.8210
Swin-B,594,98.5493,95.6294,94.3019,99.7844
Swin-B,595,98.4229,74.0808,73.2117,98.9825
Swin-B,596,97.9826,78.6094,77.3574,99.1238
Swin-B,597,95.9531,71.6555,69.5535,98.8032
Swin-B,598,47.4093,79.9851,42.3814,95.7743
Swin-B,599,98.3651,70.7540,69.9316,98.7986
Swin-B,600,99.4991,69.6893,69.4456,98.7736
Swin-B,601,98.6872,72.6878,71.9917,98.8322
Swin-B,602,98.1428,91.4992,89.9419,99.5742
Swin-B,603,57.4068,74.3709,47.9256,96.5806
Swin-B,604,98.4308,80.9103,79.8799,99.1223
Swin-B,605,97.0772,66.8886,65.5682,98.4280
Swin-B,606,98.8773,72.3970,71.8068,98.7242
Swin-B,607,98.1828,92.9815,91.4084,99.6157
Swin-B,608,97.8504,80.1945,78.8061,99.0790
Swin-B,609,98.5829,69.3240,68.6400,98.6849
Swin-B,610,99.6346,62.4812,62.3384,98.4747
Swin-B,611,98.7113,95.5550,94.3776,99.7749
Swin-B,612,99.2271,69.3463,68.9738,98.7801
Swin-B,613,97.8993,96.1840,94.2390,99.7708
Swin-B,614,98.4064,90.8831,89.5649,99.5878
Swin-B,615,98.1467,95.6481,93.9512,99.7627
Swin-B,616,94.5309,97.6317,92.4118,99.6934
Swin-B,617,97.9851,97.6902,95.7663,99.8339
Swin-B,618,98.4410,99.0528,97.5229,99.9028
Swin-B,619,98.5645,98.1135,96.7313,99.8721
Swin-B,620,98.0237,98.0274,96.1276,99.8465
Swin-B,621,97.5772,98.2807,95.9395,99.8372
Swin-B,622,98.0435,98.9923,97.0747,99.8814
Swin-B,623,97.9699,97.2561,95.3348,99.8063
Swin-B,624,98.0268,93.5149,91.7871,99.6547
Swin-B,625,98.5847,96.8986,95.5692,99.8126
Swin-B,626,98.5938,98.7221,97.3514,99.8866
Swin-B,627,98.4660,98.3334,96.8497,99.8626
Swin-B,628,99.4074,96.7791,96.2239,99.8333
Swin-B,629,98.6756,98.9287,97.6324,99.8931
Swin-B,630,98.8200,98.7604,97.6093,99.8899
Swin-B,631,98.4277,99.4282,97.8737,99.9016
Swin-B,632,98.7162,98.2587,97.0189,99.8643
Swin-B,633,98.9364,97.6615,96.6468,99.8501
Swin-B,634,99.1316,93.4449,92.6862,99.6781
Swin-B,635,98.7254,98.5145,97.2773,99.8805
Swin-B,636,98.3420,98.9510,97.3273,99.8838
Swin-B,637,98.3410,98.8709,97.2488,99.8821
Swin-B,638,98.1529,99.6885,97.8528,99.9086
Swin-B,639,97.9740,99.5460,97.5382,99.8951
Swin-B,640,97.7091,99.7116,97.4337,99.8893
Swin-B,641,98.1854,98.6220,96.8567,99.8636
Swin-B,642,98.1585,97.6277,95.8718,99.8167
Swin-B,643,98.2826,97.6914,96.0518,99.8213
Swin-B,644,98.4988,88.2753,87.1035,99.4083
Swin-B,645,98.6535,94.4636,93.2612,99.6875
Swin-B,646,99.3870,71.7912,71.4747,98.6707
Swin-B,647,99.7575,62.3195,62.2252,98.2297
Swin-B,648,99.9864,45.3021,45.2994,97.4317
Swin-B,649,99.6669,58.3664,58.2527,98.0456
Swin-B,650,99.6844,65.4523,65.3170,98.3741
Swin-B,651,99.7392,61.5004,61.4017,98.1913
Swin-B,652,99.5874,55.8828,55.7537,97.9217
Swin-B,653,99.3129,72.0656,71.7081,98.6633
Swin-B,654,99.8283,57.7283,57.6711,98.0242
Swin-B,655,98.6962,83.2334,82.3282,99.1678
Swin-B,656,98.8795,77.0914,76.4238,98.8932
Swin-B,657,97.1519,78.5019,76.7360,98.8958
Swin-B,658,99.0473,93.9640,93.1224,99.6790
Swin-B,659,96.6932,97.6998,94.5410,99.7381
Swin-B,660,96.1456,97.5056,93.8376,99.7066
Swin-B,661,85.3907,98.8136,84.5241,99.1793
Swin-B,662,98.7406,90.2801,89.2524,99.5137
Swin-B,663,81.3609,95.3122,78.2304,98.8442
Swin-B,664,75.4291,83.7922,65.8251,98.1415
Swin-B,665,98.4392,88.9233,87.6869,99.4747
Swin-B,666,98.4602,95.6637,94.2536,99.7558
Swin-B,667,97.3506,98.6662,96.0861,99.8343
Swin-B,668,64.9228,98.7237,64.3824,97.7464
Swin-B,669,38.4304,98.8459,38.2588,93.3413
Swin-B,670,67.0282,98.4212,66.3151,97.8743
Swin-B,671,47.3397,97.2254,46.7087,95.2166
Swin-B,672,47.7321,97.5407,47.1645,95.2176
Swin-B,673,85.1900,95.4510,81.8663,99.0626
Swin-B,674,95.4824,94.5109,90.4656,99.5553
Swin-B,675,98.3323,96.9729,95.4039,99.7912
Swin-B,676,62.6915,96.1485,61.1557,97.2885
Swin-B,677,98.3989,96.8449,95.3425,99.7972
Swin-B,678,89.2689,95.9640,86.0386,99.3424
Swin-B,679,97.8755,96.0615,94.0994,99.7517
Swin-B,680,97.6926,95.2620,93.1658,99.7156
Swin-B,681,97.8339,95.5971,93.6156,99.7389
Swin-B,682,97.9286,95.7980,93.8953,99.7527
Swin-B,683,98.7407,91.9307,90.8654,99.6317
Swin-B,684,98.3074,95.1639,93.6297,99.7405
Swin-B,685,96.7410,95.0958,92.1440,99.6738
Swin-B,686,98.3652,94.9979,93.5213,99.7310
Swin-B,687,98.2875,94.1386,92.6195,99.6897
Swin-B,688,98.6915,95.3102,94.1208,99.7499
Swin-B,689,98.0847,96.4007,94.6195,99.7653
Swin-B,690,83.9727,95.5182,80.7895,99.0256
Swin-B,691,98.7366,95.3402,94.1911,99.7448
Swin-B,692,98.2831,96.0688,94.4833,99.7543
Swin-B,693,98.4074,95.2976,93.8502,99.7253
Swin-B,694,98.0106,95.6457,93.8242,99.7199
Swin-B,695,93.4514,95.9651,89.9183,99.5197
Swin-B,696,98.1470,95.2755,93.5920,99.7078
Swin-B,697,98.5263,95.5019,94.1569,99.7341
Swin-B,698,98.3609,95.3467,93.8555,99.7209
Swin-B,699,93.8946,96.5173,90.8176,99.5618
Swin-B,700,98.4673,95.3449,93.9506,99.7199
Swin-B,701,98.2013,96.8107,95.1239,99.7729
Swin-B,702,98.4286,95.9932,94.5443,99.7422
Swin-B,703,98.5731,95.7880,94.4780,99.7371
Swin-B,704,98.7506,96.1493,94.9937,99.7632
Swin-B,705,98.7772,96.8641,95.7164,99.8002
Swin-B,706,98.5459,96.6919,95.3317,99.7815
Swin-B,707,98.5900,96.7615,95.4407,99.7883
Swin-B,708,98.6664,97.1727,95.9130,99.8148
Swin-B,709,98.6878,96.7495,95.5207,99.8005
Swin-B,710,98.6365,97.8116,96.5068,99.8481
Swin-B,711,98.6333,96.1401,94.8763,99.7745
Swin-B,712,98.6090,97.6257,96.2995,99.8400
Swin-B,713,98.8919,97.1658,96.1193,99.8306
Swin-B,714,98.4930,98.4865,97.0245,99.8681
Swin-B,715,98.8093,97.3722,96.2429,99.8317
Swin-B,716,98.6674,98.1215,96.8381,99.8559
Swin-B,717,98.7946,98.0965,96.9363,99.8591
Swin-B,718,98.3916,98.8307,97.2594,99.8718
Swin-B,719,98.5922,98.4153,97.0515,99.8602
Swin-B,720,98.3889,98.2024,96.6483,99.8388
Swin-B,721,98.4451,96.1700,94.7310,99.7381
Swin-B,722,98.3919,98.2693,96.7159,99.8374
Swin-B,723,98.6429,98.2026,96.8936,99.8479
Swin-B,724,98.3398,98.8702,97.2470,99.8649
Swin-B,725,98.7645,98.7947,97.5886,99.8845
Swin-B,726,97.4725,99.2769,96.7854,99.8469
Swin-B,727,98.1923,99.1176,97.3414,99.8757
Swin-B,728,98.5932,98.5745,97.2073,99.8707
Swin-B,729,98.8136,98.5747,97.4217,99.8798
Swin-B,730,98.5896,98.0936,96.7361,99.8468
Swin-B,731,98.4888,98.9023,97.4239,99.8783
Swin-B,732,98.4930,97.9887,96.5413,99.8343
Swin-B,733,98.5183,98.1282,96.7011,99.8385
Swin-B,734,98.7434,96.6411,95.4670,99.7711
Swin-B,735,99.0180,96.4200,95.5068,99.7721
Swin-B,736,98.6599,96.3901,95.1445,99.7559
Swin-B,737,98.9078,97.2835,96.2496,99.8137
Swin-B,738,98.5547,97.5976,96.2204,99.8144
Swin-B,739,98.8480,95.6544,94.5998,99.7357
Swin-B,740,99.0819,95.2074,94.3749,99.7245
Swin-B,741,99.2246,95.5636,94.8553,99.7459
Swin-B,742,99.1227,96.2382,95.4253,99.7704
Swin-B,743,62.3638,97.2572,61.2859,96.8987
Swin-B,744,98.9309,95.6884,94.7090,99.7263
Swin-B,745,99.1211,95.4843,94.6826,99.7251
Swin-B,746,99.0671,93.6872,92.8679,99.6283
Swin-B,747,98.4192,95.5978,94.1522,99.6845
Swin-B,748,98.3175,96.9615,95.3789,99.7477
Swin-B,749,98.1102,96.7897,95.0183,99.7196
Swin-B,750,98.9129,97.0757,96.0509,99.7765
Swin-B,751,85.3135,98.1382,83.9547,98.9389
Swin-B,752,98.7211,95.7135,94.5412,99.6840
Swin-B,753,98.9419,96.0911,95.1137,99.7164
Swin-B,754,99.0467,94.1136,93.2688,99.6105
Swin-B,755,98.4722,89.6982,88.4670,99.3351
Swin-B,756,98.6750,85.8432,84.8650,99.1411
Swin-B,757,98.1064,92.6382,91.0108,99.4944
Swin-B,758,98.0626,96.3670,94.5666,99.6975
Swin-B,759,69.5458,93.5573,66.3674,97.4256
Swin-B,760,80.0358,90.3091,73.7056,98.2675
Swin-B,761,61.4660,89.3762,57.2809,96.3673
Swin-B,762,81.1090,89.6120,74.1383,98.2947
Swin-B,763,74.4084,94.6446,71.4022,97.9191
Swin-B,764,53.9998,94.3432,52.3062,95.2742
Swin-B,765,85.3205,81.7628,71.6794,98.2358
Swin-B,766,46.2354,79.1361,41.2117,93.8864
Swin-B,767,95.7006,73.8478,71.4764,98.4116
Swin-B,768,42.4898,81.3754,38.7240,93.1082
Swin-B,769,95.8439,76.1681,73.7328,98.5440
Swin-B,770,82.6422,66.7935,58.5759,97.4860
Swin-B,771,84.5464,74.4496,65.5319,97.9492
Swin-B,772,97.9999,77.6098,76.3997,98.7541
Swin-B,773,88.7508,84.1482,76.0381,98.6292
Swin-B,774,98.4408,90.0245,88.7589,99.4135
Swin-B,775,98.4919,86.2662,85.1416,99.2316
Swin-B,776,98.6808,88.5720,87.5355,99.3589
Swin-B,777,99.0436,87.2563,86.5272,99.3095
Swin-B,778,98.6601,85.3522,84.3741,99.1970
Swin-B,779,98.5333,91.4457,90.2177,99.4962
SeTR-Naive,0,96.5830,99.7877,96.3850,99.8342
SeTR-Naive,1,96.6198,99.3463,96.0094,99.8154
SeTR-Naive,2,96.9443,99.6212,96.5883,99.8427
SeTR-Naive,3,96.0106,99.5627,95.6074,99.7957
SeTR-Naive,4,95.4876,99.5808,95.1052,99.7718
SeTR-Naive,5,96.0740,99.6663,95.7659,99.8032
SeTR-Naive,6,97.0120,99.7621,96.7882,99.8530
SeTR-Naive,7,97.0025,99.5836,96.6107,99.8446
SeTR-Naive,8,97.0480,99.4199,96.5015,99.8400
SeTR-Naive,9,96.7115,99.7812,96.5069,99.8400
SeTR-Naive,10,97.3156,99.3757,96.7243,99.8503
SeTR-Naive,11,96.9573,99.7176,96.6917,99.8479
SeTR-Naive,12,96.6147,99.8931,96.5149,99.8388
SeTR-Naive,13,96.6274,99.8303,96.4689,99.8349
SeTR-Naive,14,98.2543,99.5423,97.8125,99.8966
SeTR-Naive,15,97.8486,99.5947,97.4606,99.8805
SeTR-Naive,16,98.2860,99.0549,97.3729,99.8789
SeTR-Naive,17,97.4408,99.5470,97.0106,99.8628
SeTR-Naive,18,96.8367,99.7010,96.5563,99.8417
SeTR-Naive,19,96.9209,99.5776,96.5240,99.8391
SeTR-Naive,20,97.7441,99.5156,97.2813,99.8746
SeTR-Naive,21,97.5930,99.7370,97.3425,99.8772
SeTR-Naive,22,98.0044,99.5385,97.5611,99.8885
SeTR-Naive,23,98.6843,99.3847,98.0850,99.9138
SeTR-Naive,24,97.2929,99.8531,97.1538,99.8704
SeTR-Naive,25,98.0983,98.7155,96.8619,99.8588
SeTR-Naive,26,98.0047,99.0895,97.1300,99.8707
