method,frame,mAP,recall,iou,accuracy
CCNet-Re,9,97.2405,99.4220,96.6939,99.8494
CCNet-Re,10,97.9491,98.9269,96.9194,99.8601
CCNet-Re,11,97.7045,99.4839,97.2117,99.8728
CCNet-Re,12,97.9908,99.4884,97.4995,99.8860
CCNet-Re,13,97.4909,98.9271,96.4710,99.8365
CCNet-Re,14,98.6222,98.2875,96.9562,99.8566
CCNet-Re,15,98.4105,99.0072,97.4489,99.8806
CCNet-Re,16,98.6122,98.6941,97.3421,99.8779
CCNet-Re,17,98.1021,99.0163,97.1552,99.8704
CCNet-Re,18,98.8728,97.5037,96.4318,99.8394
CCNet-Re,19,98.2360,98.4102,96.7013,99.8494
CCNet-Re,20,98.6440,98.7105,97.3890,99.8806
CCNet-Re,21,98.8091,98.1911,97.0427,99.8650
CCNet-Re,22,98.8644,98.6251,97.5203,99.8876
CCNet-Re,23,98.6648,98.6358,97.3365,99.8801
CCNet-Re,24,98.8120,97.7604,96.6247,99.8487
CCNet-Re,25,98.7488,98.0110,96.8088,99.8573
CCNet-Re,26,98.7357,97.4455,96.2445,99.8320
CCNet-Re,27,98.6485,97.9688,96.6713,99.8505
CCNet-Re,28,98.7240,98.3562,97.1215,99.8709
CCNet-Re,29,98.7455,98.5761,97.3569,99.8804
CCNet-Re,30,98.6964,98.8040,97.5313,99.8872
CCNet-Re,31,98.7584,98.5331,97.3274,99.8764
CCNet-Re,32,98.7863,98.4960,97.3183,99.8744
CCNet-Re,33,99.2895,98.3912,97.7033,99.8916
CCNet-Re,34,99.3236,97.6527,97.0075,99.8565
CCNet-Re,35,99.1054,97.7696,96.9143,99.8510
CCNet-Re,36,99.4287,97.6303,97.0858,99.8587
CCNet-Re,37,99.1636,98.2940,97.4858,99.8775
CCNet-Re,38,99.3900,98.1452,97.5575,99.8808
CCNet-Re,39,99.3520,98.7299,98.0983,99.9062
CCNet-Re,40,99.4315,98.4034,97.8529,99.8940
CCNet-Re,41,99.3327,98.8967,98.2440,99.9138
CCNet-Re,42,99.5865,98.3102,97.9105,99.8989
CCNet-Re,43,99.6461,98.4805,98.1373,99.9103
CCNet-Re,44,99.6144,98.2451,97.8729,99.8968
CCNet-Re,45,99.6723,98.4153,98.0979,99.9087
CCNet-Re,46,99.6012,98.5880,98.2003,99.9139
CCNet-Re,47,99.7111,97.1486,96.8758,99.8503
CCNet-Re,48,99.0124,97.9367,96.9892,99.8555
CCNet-Re,49,99.5003,98.3564,97.8729,99.8986
CCNet-Re,50,99.5773,97.1586,96.7595,99.8459
CCNet-Re,51,99.4961,97.1852,96.7092,99.8445
CCNet-Re,52,99.5241,97.2080,96.7583,99.8469
CCNet-Re,53,99.4479,98.1890,97.6567,99.8893
CCNet-Re,54,99.7593,96.6170,96.3923,99.8294
CCNet-Re,55,99.6519,96.4652,96.1413,99.8171
CCNet-Re,56,99.5869,96.1981,95.8158,99.8005
CCNet-Re,57,99.8409,95.6342,95.4887,99.7812
CCNet-Re,58,98.3487,94.1959,92.7293,99.6338
CCNet-Re,59,99.8625,93.1306,93.0113,99.6448
CCNet-Re,60,99.9785,90.7131,90.6954,99.5166
CCNet-Re,61,99.8659,92.7583,92.6430,99.6063
CCNet-Re,62,99.9627,91.5629,91.5316,99.5336
CCNet-Re,63,99.5004,92.5277,92.0997,99.5527
CCNet-Re,64,99.9946,91.6650,91.6604,99.5155
CCNet-Re,65,100.0000,89.1709,89.1709,99.3530
CCNet-Re,66,99.9973,87.8937,87.8917,99.2581
CCNet-Re,67,99.9870,88.7512,88.7410,99.2953
CCNet-Re,68,99.9974,89.5054,89.5034,99.3352
CCNet-Re,69,99.9769,87.5093,87.4916,99.1953
CCNet-Re,70,99.9481,89.0865,89.0453,99.2807
CCNet-Re,71,99.8912,90.6978,90.6082,99.3669
CCNet-Re,72,99.7757,93.3874,93.1918,99.5250
CCNet-Re,73,99.9007,91.6031,91.5197,99.3934
CCNet-Re,74,99.8509,92.3809,92.2536,99.4385
CCNet-Re,75,99.7712,95.7089,95.4993,99.6759
CCNet-Re,76,99.9314,95.1321,95.0700,99.6502
CCNet-Re,77,99.8950,96.5106,96.4128,99.7491
CCNet-Re,78,99.6743,97.0657,96.7588,99.7760
CCNet-Re,79,99.5797,98.1858,97.7806,99.8475
CCNet-Re,80,99.8077,96.3568,96.1783,99.7433
CCNet-Re,81,99.4487,97.8907,97.3623,99.8254
CCNet-Re,82,99.6656,97.6205,97.3019,99.8242
CCNet-Re,83,99.3430,98.3024,97.6675,99.8495
CCNet-Re,84,99.4976,97.7641,97.2838,99.8248
CCNet-Re,85,99.4655,97.1981,96.6931,99.7854
CCNet-Re,86,99.3777,97.0939,96.5071,99.7717
CCNet-Re,87,99.2964,97.1137,96.4500,99.7678
CCNet-Re,88,99.1791,96.9264,96.1550,99.7519
CCNet-Re,89,99.5877,96.0534,95.6730,99.7266
CCNet-Re,90,99.3520,96.2679,95.6673,99.7297
CCNet-Re,91,99.1179,96.4847,95.6632,99.7332
CCNet-Re,92,99.2417,96.9404,96.2276,99.7729
CCNet-Re,93,99.3096,96.7345,96.0883,99.7704
CCNet-Re,94,99.2736,97.3020,96.6141,99.8060
CCNet-Re,95,99.3253,96.7506,96.1189,99.7841
CCNet-Re,96,99.3087,96.6732,96.0270,99.7859
CCNet-Re,97,98.9839,95.7438,94.8119,99.7270
CCNet-Re,98,98.8495,95.5325,94.4819,99.7147
CCNet-Re,99,98.7811,97.4360,96.2785,99.8119
CCNet-Re,100,99.2312,97.7111,96.9769,99.8510
CCNet-Re,101,99.2238,97.6327,96.8927,99.8511
CCNet-Re,102,99.3733,97.7666,97.1675,99.8689
CCNet-Re,103,99.4407,98.1364,97.5977,99.8924
CCNet-Re,104,99.0359,97.8028,96.8804,99.8631
CCNet-Re,105,98.8960,97.6479,96.5950,99.8552
CCNet-Re,106,99.2924,98.2198,97.5371,99.8990
CCNet-Re,107,99.3518,97.8249,97.2045,99.8890
CCNet-Re,108,99.2942,97.6168,96.9442,99.8819
CCNet-Re,109,98.9847,98.4006,97.4173,99.9028
CCNet-Re,110,99.5994,96.8132,96.4376,99.8698
CCNet-Re,111,99.4482,96.6804,96.1645,99.8617
CCNet-Re,112,99.6140,95.0790,94.7300,99.8131
CCNet-Re,113,99.7289,91.0002,90.7756,99.6755
CCNet-Re,114,99.8808,93.2899,93.1861,99.7607
CCNet-Re,115,99.8532,95.0795,94.9468,99.8219
CCNet-Re,116,99.6745,95.6239,95.3263,99.8349
CCNet-Re,117,99.4895,97.4424,96.9576,99.8921
CCNet-Re,118,99.3714,97.5283,96.9303,99.8899
CCNet-Re,119,99.8240,96.5517,96.3877,99.8708
CCNet-Re,120,99.4660,97.5916,97.0829,99.8955
CCNet-Re,121,98.4842,98.4882,97.0175,99.8928
CCNet-Re,122,99.4488,97.5028,96.9787,99.8927
CCNet-Re,123,97.7904,99.4242,97.2396,99.8993
CCNet-Re,124,99.6501,97.5182,97.1854,99.8986
CCNet-Re,125,99.4761,97.8196,97.3182,99.9023
CCNet-Re,126,99.7028,96.6779,96.4001,99.8695
CCNet-Re,127,99.7796,96.5119,96.3066,99.8669
CCNet-Re,128,99.8091,96.6408,96.4625,99.8724
CCNet-Re,129,99.7546,96.6077,96.3786,99.8696
CCNet-Re,130,99.8263,97.1824,97.0184,99.8927
CCNet-Re,131,99.7759,96.9283,96.7178,99.8819
CCNet-Re,132,99.7779,97.4453,97.2344,99.9002
CCNet-Re,133,86.3575,97.9437,84.8196,99.3723
CCNet-Re,134,99.6528,97.2409,96.9126,99.8889
CCNet-Re,135,99.5018,97.5339,97.0599,99.8941
CCNet-Re,136,99.6703,97.2672,96.9553,99.8915
CCNet-Re,137,99.6999,96.0473,95.7704,99.8514
CCNet-Re,138,99.5199,94.9651,94.5321,99.8109
CCNet-Re,139,99.2527,94.7416,94.0705,99.7977
CCNet-Re,140,98.7542,98.3830,97.1769,99.9054
CCNet-Re,141,98.7216,97.7579,96.5358,99.8861
CCNet-Re,142,99.1864,97.9905,97.2092,99.9099
CCNet-Re,143,98.7217,97.6224,96.4038,99.8845
CCNet-Re,144,98.9287,97.7173,96.6941,99.8954
CCNet-Re,145,90.1473,97.5187,88.1259,99.5955
CCNet-Re,146,79.9805,97.8672,78.6103,99.1926
CCNet-Re,147,81.1618,97.7796,79.6930,99.2516
CCNet-Re,148,84.3885,98.1314,83.0539,99.4062
CCNet-Re,149,51.0398,98.3829,50.6151,97.1659
CCNet-Re,150,74.3953,98.0162,73.2917,98.9476
CCNet-Re,151,81.0590,98.1590,79.8451,99.2659
CCNet-Re,152,56.1833,98.1310,55.5885,97.6574
CCNet-Re,153,60.5883,98.0698,59.8743,98.0049
CCNet-Re,154,87.8192,97.5157,85.8974,99.5049
CCNet-Re,155,89.2614,97.4948,87.2600,99.5479
CCNet-Re,156,40.6471,97.1282,40.1644,95.3128
CCNet-Re,157,56.0367,97.5130,55.2471,97.3945
CCNet-Re,158,65.6782,98.2118,64.9021,98.2082
CCNet-Re,159,98.9284,97.8425,96.8163,99.8893
CCNet-Re,160,98.9535,98.2193,97.2095,99.9010
CCNet-Re,161,98.9948,97.8944,96.9309,99.8895
CCNet-Re,162,99.2609,97.4561,96.7540,99.8814
CCNet-Re,163,99.4138,97.5808,97.0225,99.8893
CCNet-Re,164,99.8034,96.1946,96.0127,99.8505
CCNet-Re,165,99.4201,96.3415,95.8031,99.8403
CCNet-Re,166,93.6315,96.9309,90.9356,99.6311
CCNet-Re,167,99.5581,96.4027,95.9920,99.8462
CCNet-Re,168,98.8958,96.4892,95.4608,99.8238
CCNet-Re,169,99.4886,95.7757,95.3065,99.8184
CCNet-Re,170,99.5043,96.4342,95.9731,99.8440
CCNet-Re,171,99.2558,97.3306,96.6255,99.8699
CCNet-Re,172,99.3288,96.7950,96.1660,99.8549
CCNet-Re,173,99.2107,97.7573,97.0029,99.8887
CCNet-Re,174,99.3115,97.8999,97.2398,99.8993
CCNet-Re,175,99.7171,96.6008,96.3368,99.8701
CCNet-Re,176,99.6115,97.4358,97.0669,99.8980
CCNet-Re,177,99.6422,97.0713,96.7342,99.8885
CCNet-Re,178,99.6783,96.5001,96.2005,99.8725
CCNet-Re,179,99.4941,96.8997,96.4245,99.8808
CCNet-Re,180,99.1395,97.1939,96.3809,99.8792
CCNet-Re,181,99.6185,96.0154,95.6636,99.8545
CCNet-Re,182,99.5502,96.6135,96.1936,99.8695
CCNet-Re,183,99.3896,97.0327,96.4578,99.8754
CCNet-Re,184,99.7123,96.5416,96.2734,99.8641
CCNet-Re,185,99.7748,96.3411,96.1320,99.8530
CCNet-Re,186,99.4548,97.9686,97.4452,99.8983
CCNet-Re,187,99.7752,96.5606,96.3509,99.8492
CCNet-Re,188,99.8830,96.2935,96.1850,99.8335
CCNet-Re,189,99.6475,96.0666,95.7412,99.8035
CCNet-Re,190,99.7457,95.6002,95.3677,99.7740
CCNet-Re,191,99.7923,96.6205,96.4266,99.8171
CCNet-Re,192,99.8022,97.5617,97.3734,99.8582
CCNet-Re,193,99.5544,97.9001,97.4730,99.8550
CCNet-Re,194,99.1608,98.7394,97.9212,99.8730
CCNet-Re,195,99.1144,99.0217,98.1532,99.8818
CCNet-Re,196,99.0460,99.0872,98.1504,99.8766
CCNet-Re,197,99.1100,98.9769,98.1049,99.8702
CCNet-Re,198,99.2034,98.9721,98.1917,99.8723
CCNet-Re,199,99.2348,98.8368,98.0892,99.8604
CCNet-Re,200,99.1614,98.9054,98.0850,99.8550
CCNet-Re,201,99.0634,99.0373,98.1185,99.8539
CCNet-Re,202,98.8787,99.1804,98.0773,99.8469
CCNet-Re,203,99.2385,98.7343,97.9919,99.8370
CCNet-Re,204,99.4666,98.4564,97.9393,99.8291
CCNet-Re,205,99.5990,98.2670,97.8798,99.8241
CCNet-Re,206,99.5165,98.2456,97.7789,99.8187
CCNet-Re,207,99.5982,98.4896,98.0998,99.8500
CCNet-Re,208,99.3724,98.3231,97.7163,99.8265
CCNet-Re,209,99.6793,97.1297,96.8271,99.7701
CCNet-Re,210,99.7979,96.8755,96.6858,99.7723
CCNet-Re,211,99.8515,96.0698,95.9327,99.7361
CCNet-Re,212,99.7682,97.0588,96.8404,99.8070
CCNet-Re,213,99.4508,97.7355,97.2108,99.8384
CCNet-Re,214,99.6102,97.1205,96.7527,99.8213
CCNet-Re,215,99.6346,97.3630,97.0166,99.8459
CCNet-Re,216,99.7842,96.5488,96.3477,99.8225
CCNet-Re,217,99.5965,96.6091,96.2324,99.8252
CCNet-Re,218,99.7651,96.5183,96.2995,99.8371
CCNet-Re,219,99.8558,95.8372,95.7048,99.8202
CCNet-Re,220,99.7042,96.4155,96.1405,99.8453
CCNet-Re,221,99.8680,96.0823,95.9605,99.8433
CCNet-Re,222,99.6921,95.8407,95.5579,99.8323
CCNet-Re,223,99.5159,96.5159,96.0649,99.8550
CCNet-Re,224,99.2178,96.6011,95.8710,99.8498
CCNet-Re,225,99.3558,94.5590,93.9828,99.7843
CCNet-Re,226,99.5667,94.3739,93.9880,99.7873
CCNet-Re,227,99.8498,93.3333,93.2024,99.7616
CCNet-Re,228,99.8113,94.8343,94.6646,99.8145
CCNet-Re,229,99.6125,95.3651,95.0127,99.8262
CCNet-Re,230,99.7424,94.1078,93.8796,99.7882
CCNet-Re,231,99.5070,95.2227,94.7756,99.8213
CCNet-Re,232,99.5132,96.0118,95.5629,99.8490
CCNet-Re,233,99.6299,95.4141,95.0771,99.8346
CCNet-Re,234,99.7776,95.9663,95.7615,99.8592
CCNet-Re,235,99.8874,97.1451,97.0389,99.9021
CCNet-Re,236,99.2669,97.0189,96.3287,99.8791
CCNet-Re,237,99.4485,95.8116,95.3051,99.8471
CCNet-Re,238,99.3030,96.7748,96.1219,99.8744
CCNet-Re,239,99.3692,95.8574,95.2776,99.8475
CCNet-Re,240,99.5835,96.0283,95.6442,99.8598
CCNet-Re,241,99.6526,96.4818,96.1584,99.8773
CCNet-Re,242,99.7714,95.8980,95.6877,99.8634
CCNet-Re,243,98.8201,96.4926,95.3936,99.8549
CCNet-Re,244,99.7539,95.8296,95.6036,99.8652
CCNet-Re,245,57.7568,99.3411,57.5364,97.7946
CCNet-Re,246,98.4337,98.8935,97.3614,99.9212
CCNet-Re,247,87.8276,96.9761,85.4864,99.5234
CCNet-Re,248,99.5901,98.1024,97.7079,99.9340
CCNet-Re,249,99.5455,96.6520,96.2273,99.8919
CCNet-Re,250,99.7626,96.8904,96.6675,99.9057
CCNet-Re,251,99.4592,97.2886,96.7766,99.9078
CCNet-Re,252,99.7193,95.2697,95.0149,99.8571
CCNet-Re,253,98.0382,98.5762,96.6693,99.9006
CCNet-Re,254,99.7929,92.9235,92.7447,99.7873
CCNet-Re,255,99.8030,80.6336,80.5055,99.4142
CCNet-Re,256,98.2527,98.0277,96.3480,99.8850
CCNet-Re,257,99.5276,86.6517,86.2968,99.5644
CCNet-Re,258,99.4665,66.4072,66.1716,98.8830
CCNet-Re,259,99.5029,95.2899,94.8384,99.8219
CCNet-Re,260,99.6361,61.2478,61.1111,98.6136
CCNet-Re,261,99.6547,69.8698,69.7010,98.8929
CCNet-Re,262,99.5955,58.1517,58.0147,98.4274
CCNet-Re,263,99.5038,63.9171,63.7141,98.6120
CCNet-Re,264,99.8324,73.7176,73.6265,98.9812
CCNet-Re,265,99.6943,73.9252,73.7580,98.9760
CCNet-Re,266,99.8313,67.8239,67.7462,98.7364
CCNet-Re,267,99.8762,77.7910,77.7160,99.1296
CCNet-Re,268,99.7494,83.9099,83.7334,99.3736
CCNet-Re,269,99.8680,78.4817,78.4004,99.1858
CCNet-Re,270,99.4861,72.9356,72.6619,98.9884
CCNet-Re,271,99.7913,80.1724,80.0383,99.2753
CCNet-Re,272,99.8715,78.5429,78.4636,99.2282
CCNet-Re,273,99.6218,76.2964,76.0760,99.1492
CCNet-Re,274,99.1487,73.5806,73.1186,99.0460
CCNet-Re,275,99.8701,66.7438,66.6859,98.8328
CCNet-Re,276,99.8221,69.9535,69.8664,98.9495
CCNet-Re,277,82.9911,88.9880,75.2618,98.9851
CCNet-Re,278,99.4219,78.6260,78.2681,99.2470
CCNet-Re,279,99.4798,68.7563,68.5100,98.9191
CCNet-Re,280,96.3162,79.7629,77.4017,99.2070
CCNet-Re,281,98.2086,72.2645,71.3243,99.0051
CCNet-Re,282,83.6096,81.0863,69.9649,98.8002
CCNet-Re,283,94.8135,78.7920,75.5363,99.1058
CCNet-Re,284,99.4645,82.3618,81.9982,99.3569
CCNet-Re,285,99.6518,92.5605,92.2621,99.7188
CCNet-Re,286,99.7974,86.9134,86.7603,99.5106
CCNet-Re,287,99.2862,95.9977,95.3397,99.8239
CCNet-Re,288,99.6811,93.5946,93.3152,99.7441
CCNet-Re,289,99.9596,92.7322,92.6974,99.7179
CCNet-Re,290,99.9919,91.8894,91.8825,99.6858
CCNet-Re,291,99.8277,93.4418,93.2914,99.7407
CCNet-Re,292,99.8803,90.3384,90.2406,99.6215
CCNet-Re,293,99.8372,90.8431,90.7087,99.6366
CCNet-Re,294,99.9044,80.4382,80.3764,99.2245
CCNet-Re,295,99.8146,77.9382,77.8256,99.1124
CCNet-Re,296,99.9616,83.2208,83.1942,99.3155
CCNet-Re,297,99.6279,93.8637,93.5358,99.7296
CCNet-Re,298,99.9749,81.2536,81.2370,99.2012
CCNet-Re,299,99.3213,94.1278,93.5262,99.7157
CCNet-Re,300,99.8042,62.5133,62.4367,98.3139
CCNet-Re,301,99.6780,64.0622,63.9299,98.3322
CCNet-Re,302,99.5889,70.3092,70.1057,98.5802
CCNet-Re,303,99.4868,75.4664,75.1738,98.7960
CCNet-Re,304,99.4305,68.5946,68.3261,98.4426
CCNet-Re,305,99.3725,69.5651,69.2608,98.4748
CCNet-Re,306,99.7662,82.3199,82.1614,99.1155
CCNet-Re,307,99.6126,65.1311,64.9665,98.2749
CCNet-Re,308,99.0813,89.5044,88.7677,99.4531
CCNet-Re,309,99.7691,88.9688,88.7860,99.4711
CCNet-Re,310,99.9025,87.1982,87.1240,99.4086
CCNet-Re,311,99.7967,87.1205,86.9662,99.4145
CCNet-Re,312,99.6706,85.0623,84.8239,99.3342
CCNet-Re,313,99.8464,89.7565,89.6327,99.5541
CCNet-Re,314,99.9960,83.6634,83.6606,99.3016
CCNet-Re,315,99.7706,82.9418,82.7839,99.2671
CCNet-Re,316,99.9808,71.2973,71.2876,98.7837
CCNet-Re,317,99.9664,81.1491,81.1269,99.1999
CCNet-Re,318,100.0000,81.1826,81.1826,99.2067
CCNet-Re,319,99.9294,82.5656,82.5174,99.2627
CCNet-Re,320,100.0000,60.8796,60.8796,98.3514
CCNet-Re,321,100.0000,55.9606,55.9606,98.1385
CCNet-Re,322,99.9865,50.5856,50.5821,97.9060
CCNet-Re,323,100.0000,47.9620,47.9620,97.7798
CCNet-Re,324,100.0000,54.9627,54.9627,98.0595
CCNet-Re,325,100.0000,41.7851,41.7851,97.4815
CCNet-Re,326,99.9836,40.3836,40.3809,97.3960
CCNet-Re,327,100.0000,30.2920,30.2920,96.9051
CCNet-Re,328,100.0000,41.3412,41.3412,97.3665
CCNet-Re,329,100.0000,45.5903,45.5903,97.5330
CCNet-Re,330,88.0253,39.4271,37.4200,96.9996
CCNet-Re,331,100.0000,55.7671,55.7671,98.0032
CCNet-Re,332,100.0000,53.8733,53.8733,97.9420
CCNet-Re,333,100.0000,60.2765,60.2765,98.2499
CCNet-Re,334,100.0000,47.7274,47.7274,97.7105
CCNet-Re,335,99.9561,53.0729,53.0605,97.9586
CCNet-Re,336,99.9934,50.4336,50.4319,97.8500
CCNet-Re,337,92.9065,58.8336,56.3044,98.0236
CCNet-Re,338,99.9653,48.5197,48.5115,97.7880
CCNet-Re,339,99.9573,47.4611,47.4515,97.7507
CCNet-Re,340,99.9917,40.9557,40.9543,97.4828
CCNet-Re,341,99.9821,38.0746,38.0720,97.3725
CCNet-Re,342,100.0000,41.2628,41.2628,97.5101
CCNet-Re,343,99.8531,49.0045,48.9692,97.8477
CCNet-Re,344,99.8114,49.4652,49.4190,97.8840
CCNet-Re,345,99.9284,64.1995,64.1700,98.5341
CCNet-Re,346,99.8887,68.5252,68.4729,98.7449
CCNet-Re,347,98.4915,76.4620,75.5769,99.0476
CCNet-Re,348,99.8209,77.2932,77.1862,99.1421
CCNet-Re,349,99.7931,71.0593,70.9548,98.9433
CCNet-Re,350,99.4735,77.2774,76.9626,99.1819
CCNet-Re,351,99.1864,65.7204,65.3680,98.8040
CCNet-Re,352,99.1783,70.9809,70.5659,99.0022
CCNet-Re,353,86.1632,76.0953,67.8091,98.7892
CCNet-Re,354,83.6824,74.7318,65.2268,98.6781
CCNet-Re,355,83.1166,77.5300,66.9814,98.7554
CCNet-Re,356,99.4379,81.5979,81.2233,99.3906
CCNet-Re,357,98.9040,81.8655,81.1296,99.3866
CCNet-Re,358,95.9731,78.8168,76.2937,99.2232
CCNet-Re,359,95.7878,89.0058,85.6534,99.5327
CCNet-Re,360,93.1223,76.2035,72.1432,99.0848
CCNet-Re,361,95.2778,76.9777,74.1488,99.1696
CCNet-Re,362,95.2368,80.9160,77.7687,99.2905
CCNet-Re,363,98.0600,71.3870,70.3928,99.0896
CCNet-Re,364,99.2065,63.4755,63.1549,98.8919
CCNet-Re,365,99.9114,71.1464,71.1015,99.1380
CCNet-Re,366,99.8775,60.1811,60.1367,98.8271
CCNet-Re,367,94.7692,64.6057,62.3813,98.8714
CCNet-Re,368,92.7250,49.6874,47.8231,98.4569
CCNet-Re,369,99.9645,58.6182,58.6060,98.8504
CCNet-Re,370,99.9352,57.5102,57.4888,98.8445
CCNet-Re,371,98.8339,94.4597,93.4185,99.8212
CCNet-Re,372,99.8923,80.4335,80.3638,99.4753
CCNet-Re,373,99.9621,71.5642,71.5448,99.2407
CCNet-Re,374,99.9933,80.7911,80.7867,99.4863
CCNet-Re,375,96.8384,84.8904,82.6011,99.5268
CCNet-Re,376,93.3134,82.8002,78.1626,99.3806
CCNet-Re,377,100.0000,58.7017,58.7017,98.8835
CCNet-Re,378,82.4127,63.3391,55.7971,98.6525
CCNet-Re,379,99.6393,59.4502,59.3225,98.9038
CCNet-Re,380,94.6057,56.2581,54.5096,98.7486
CCNet-Re,381,98.2079,54.9512,54.4057,98.7775
CCNet-Re,382,100.0000,53.7339,53.7339,98.7846
CCNet-Re,383,97.0670,63.5880,62.3893,98.9984
CCNet-Re,384,98.2006,82.1316,80.9139,99.5009
CCNet-Re,385,83.5575,76.6736,66.6218,99.0320
CCNet-Re,386,95.2914,94.5329,90.3142,99.7475
CCNet-Re,387,89.9879,78.2586,71.9903,99.2487
CCNet-Re,388,99.9815,63.1939,63.1865,99.0894
CCNet-Re,389,97.4338,89.1025,87.0594,99.6701
CCNet-Re,390,84.8979,80.2667,70.2379,99.1512
CCNet-Re,391,87.0637,89.3771,78.8993,99.3987
CCNet-Re,392,73.1714,57.5882,47.5484,98.3843
CCNet-Re,393,83.6338,85.8280,73.4856,99.2008
CCNet-Re,394,75.2951,62.4718,51.8449,98.4744
CCNet-Re,395,75.5658,61.9663,51.6228,98.4473
CCNet-Re,396,89.4081,72.2003,66.5114,99.0119
CCNet-Re,397,96.7423,50.3411,49.5020,98.5843
CCNet-Re,398,99.2521,43.2809,43.1402,98.4057
CCNet-Re,399,91.3803,40.2617,38.7886,98.2089
CCNet-Re,400,89.9241,42.4962,40.5646,98.2425
CCNet-Re,401,72.4902,65.7274,52.6058,98.3370
CCNet-Re,402,72.0954,66.7235,53.0286,98.3452
CCNet-Re,403,81.4106,90.0307,74.6785,99.1512
CCNet-Re,404,81.5010,93.1241,76.8749,99.2202
CCNet-Re,405,78.2747,93.6594,74.3357,99.1058
CCNet-Re,406,100.0000,85.9456,85.9456,99.6133
CCNet-Re,407,99.7731,85.4173,85.2517,99.5927
CCNet-Re,408,99.8141,83.9867,83.8555,99.5512
CCNet-Re,409,99.9817,56.3866,56.3807,98.7781
CCNet-Re,410,99.7053,83.9844,83.7764,99.5356
CCNet-Re,411,99.3647,72.9072,72.5689,99.1960
CCNet-Re,412,99.4335,78.3349,77.9869,99.3333
CCNet-Re,413,99.2229,66.9695,66.6201,98.9634
CCNet-Re,414,99.8135,48.6123,48.5682,98.3604
CCNet-Re,415,99.9353,55.1836,55.1640,98.5460
CCNet-Re,416,99.7964,50.1312,50.0800,98.3740
CCNet-Re,417,100.0000,48.0145,48.0145,98.2954
CCNet-Re,418,100.0000,41.9142,41.9142,98.0929
CCNet-Re,419,100.0000,34.5224,34.5224,97.8251
CCNet-Re,420,100.0000,30.9327,30.9327,97.6913
CCNet-Re,421,100.0000,18.8944,18.8944,97.2619
CCNet-Re,422,100.0000,29.6467,29.6467,97.5971
CCNet-Re,423,100.0000,9.7903,9.7903,96.8819
CCNet-Re,424,100.0000,25.0041,25.0041,97.3712
CCNet-Re,425,100.0000,5.8306,5.8306,96.6539
CCNet-Re,426,100.0000,13.5562,13.5562,96.9168
CCNet-Re,427,99.9619,10.4000,10.3996,96.7329
CCNet-Re,428,99.6780,37.7009,37.6550,97.7014
CCNet-Re,429,99.8601,33.2738,33.2583,97.5124
CCNet-Re,430,99.9384,67.5777,67.5496,98.7593
CCNet-Re,431,100.0000,13.2507,13.2507,96.6063
CCNet-Re,432,100.0000,1.2485,1.2485,96.0634
CCNet-Re,433,99.3573,13.6964,13.6843,96.4729
CCNet-Re,434,0.0000,0.0000,0.0000,95.8134
CCNet-Re,435,100.0000,0.0102,0.0102,95.7357
CCNet-Re,436,100.0000,0.4511,0.4511,95.6901
CCNet-Re,437,100.0000,0.0400,0.0400,95.6664
CCNet-Re,438,0.0000,0.0000,0.0000,95.6337
CCNet-Re,439,99.9638,18.7128,18.7115,96.5243
CCNet-Re,440,0.0000,0.0000,0.0000,95.7677
CCNet-Re,441,99.8792,63.0743,63.0262,98.4562
CCNet-Re,442,69.1720,8.2768,7.9824,96.0707
CCNet-Re,443,100.0000,9.6391,9.6391,96.3449
CCNet-Re,444,100.0000,3.9473,3.9473,96.1098
CCNet-Re,445,100.0000,17.4504,17.4504,96.6677
CCNet-Re,446,100.0000,17.7538,17.7538,96.6944
CCNet-Re,447,100.0000,29.9141,29.9141,97.2036
CCNet-Re,448,100.0000,23.2999,23.2999,96.9944
CCNet-Re,449,99.9925,50.4994,50.4975,98.1071
CCNet-Re,450,99.9366,73.7656,73.7312,99.0243
CCNet-Re,451,100.0000,74.7708,74.7708,99.0881
CCNet-Re,452,100.0000,71.3167,71.3167,98.9928
CCNet-Re,453,99.9935,65.2152,65.2124,98.8141
CCNet-Re,454,99.9845,84.2362,84.2252,99.4754
CCNet-Re,455,99.7952,93.4642,93.2852,99.7818
CCNet-Re,456,99.7151,92.2339,91.9915,99.7444
CCNet-Re,457,99.5218,91.5201,91.1194,99.7212
CCNet-Re,458,99.1749,93.8844,93.1567,99.7828
CCNet-Re,459,99.4023,94.7812,94.2441,99.8222
CCNet-Re,460,99.5463,94.6364,94.2300,99.8212
CCNet-Re,461,99.3926,93.1725,92.6450,99.7707
CCNet-Re,462,99.5974,91.5228,91.1854,99.7198
CCNet-Re,463,99.6089,92.2408,91.9080,99.7405
CCNet-Re,464,99.4048,93.3706,92.8515,99.7656
CCNet-Re,465,99.3397,93.7672,93.1863,99.7724
CCNet-Re,466,99.8149,92.5211,92.3627,99.7419
CCNet-Re,467,99.8431,92.8664,92.7311,99.7474
CCNet-Re,468,99.8758,92.0800,91.9747,99.7157
CCNet-Re,469,99.9554,90.9937,90.9567,99.6778
CCNet-Re,470,99.8243,90.9404,90.7951,99.6749
CCNet-Re,471,95.7113,85.5816,82.4209,99.3575
CCNet-Re,472,78.4294,84.6558,68.6679,98.6273
CCNet-Re,473,92.5351,78.4221,73.7560,99.0058
CCNet-Re,474,94.6434,83.7633,79.9720,99.2542
