method,partition,metric,n_runs,mean,std,min,max
Seg+S3,VF,flicker,5,3.267,0.0,3.267,3.267
Seg+S3,VF,sigma,5,42.3032,0.0,42.3032,42.3032
SegMan_ADE,FKIT,continuity,5,12.26,0.0,12.26,12.26
SegMan_ADE,FKIT,drift,5,6.0298,0.0,6.0298,6.0298
SegMan_ADE,FKIT,flicker,5,9.8339,0.0,9.8339,9.8339
SegMan_ADE,FKIT,sigma,5,26.2919,0.0,26.2919,26.2919
SegMan_ADE,MTF,continuity,5,31.1265,0.0,31.1265,31.1265
SegMan_ADE,MTF,drift,5,11.4201,0.0,11.4201,11.4201
SegMan_ADE,MTF,flicker,5,19.0171,0.0,19.0171,19.0171
SegMan_ADE,MTF,sigma,5,28.8968,0.0,28.8968,28.8968
SegMan_ADE,N5K,continuity,5,60.2152,0.0,60.2152,60.2152
SegMan_ADE,N5K,drift,5,8.9794,0.0,8.9794,8.9794
SegMan_ADE,N5K,flicker,5,11.9967,0.0,11.9967,11.9967
SegMan_ADE,N5K,sigma,5,19.5403,0.0,19.5403,19.5403
SegMan_ADE,VF,continuity,5,16.4052,0.0,16.4052,16.4052
SegMan_ADE,VF,drift,5,4.2954,0.0,4.2954,4.2954
SegMan_ADE,VF,flicker,5,6.2472,0.0,6.2472,6.2472
SegMan_ADE,VF,sigma,5,26.5562,0.0,26.5562,26.5562
SegMan_COCO,FKIT,continuity,5,29.5766,0.0,29.5766,29.5766
SegMan_COCO,FKIT,drift,5,7.5844,0.0,7.5844,7.5844
SegMan_COCO,FKIT,flicker,5,11.7453,0.0,11.7453,11.7453
SegMan_COCO,FKIT,sigma,5,37.935,0.0,37.935,37.935
SegMan_COCO,MTF,continuity,5,41.599,0.0,41.599,41.599
SegMan_COCO,MTF,drift,5,17.1478,0.0,17.1478,17.1478
SegMan_COCO,MTF,flicker,5,28.2124,0.0,28.2124,28.2124
SegMan_COCO,MTF,sigma,5,38.7226,0.0,38.7226,38.7226
SegMan_COCO,N5K,continuity,5,71.7791,0.0,71.7791,71.7791
SegMan_COCO,N5K,drift,5,9.7502,0.0,9.7502,9.7502
SegMan_COCO,N5K,flicker,5,14.1583,0.0,14.1583,14.1583
SegMan_COCO,N5K,sigma,5,31.8815,0.0,31.8815,31.8815
SegMan_COCO,VF,continuity,5,3.5395,0.0,3.5395,3.5395
SegMan_COCO,VF,drift,5,6.0957,0.0,6.0957,6.0957
SegMan_COCO,VF,flicker,5,9.4085,0.0,9.4085,9.4085
SegMan_COCO,VF,sigma,5,21.3235,0.0,21.3235,21.3235
SegMan_FS,FKIT,continuity,5,76.5803,0.0,76.5803,76.5803
SegMan_FS,FKIT,drift,5,5.598,0.0,5.598,5.598
SegMan_FS,FKIT,flicker,5,7.7145,0.0,7.7145,7.7145
SegMan_FS,FKIT,sigma,5,32.3705,0.0,32.3705,32.3705
SegMan_FS,MTF,continuity,5,89.2087,0.0,89.2087,89.2087
SegMan_FS,MTF,drift,5,6.1053,0.0,6.1053,6.1053
SegMan_FS,MTF,flicker,5,8.6196,0.0,8.6196,8.6196
SegMan_FS,MTF,sigma,5,25.3847,0.0,25.3847,25.3847
SegMan_FS,N5K,continuity,5,100.0,0.0,100.0,100.0
SegMan_FS,N5K,drift,5,1.0882,0.0,1.0882,1.0882
SegMan_FS,N5K,flicker,5,0.0,0.0,0.0,0.0
SegMan_FS,N5K,sigma,5,2.46,0.0,2.46,2.46
SegMan_FS,VF,continuity,5,74.3983,0.0,74.3983,74.3983
SegMan_FS,VF,drift,5,6.4258,0.0,6.4258,6.4258
SegMan_FS,VF,flicker,5,8.7907,0.0,8.7907,8.7907
SegMan_FS,VF,sigma,5,29.2728,0.0,29.2728,29.2728
Swin-B,FKIT,continuity,5,88.0193,0.0,88.0193,88.0193
Swin-B,FKIT,drift,5,5.4678,0.0,5.4678,5.4678
Swin-B,FKIT,flicker,5,8.6301,0.0,8.6301,8.6301
Swin-B,FKIT,sigma,5,21.3688,0.0,21.3688,21.3688
Swin-B,MTF,continuity,5,95.0978,0.0,95.0978,95.0978
Swin-B,MTF,drift,5,5.206,0.0,5.206,5.206
Swin-B,MTF,flicker,5,7.8087,0.0,7.8087,7.8087
Swin-B,MTF,sigma,5,13.5486,0.0,13.5486,13.5486
Swin-B,N5K,continuity,5,99.6774,0.0,99.6774,99.6774
Swin-B,N5K,drift,5,1.8698,0.0,1.8698,1.8698
Swin-B,N5K,flicker,5,0.4892,0.0,0.4892,0.4892
Swin-B,N5K,sigma,5,4.0657,0.0,4.0657,4.0657
Swin-B,VF,continuity,5,74.0186,0.0,74.0186,74.0186
Swin-B,VF,drift,5,7.2799,0.0,7.2799,7.2799
Swin-B,VF,flicker,5,9.3234,0.0,9.3234,9.3234
Swin-B,VF,sigma,5,29.169,0.0,29.169,29.169
Swin-S,FKIT,continuity,5,77.883,0.0,77.883,77.883
Swin-S,FKIT,drift,5,7.0574,0.0,7.0574,7.0574
Swin-S,FKIT,flicker,5,11.4367,0.0,11.4367,11.4367
Swin-S,FKIT,sigma,5,29.0647,0.0,29.0647,29.0647
Swin-S,MTF,continuity,5,96.1023,0.0,96.1023,96.1023
Swin-S,MTF,drift,5,4.7794,0.0,4.7794,4.7794
Swin-S,MTF,flicker,5,6.4623,0.0,6.4623,6.4623
Swin-S,MTF,sigma,5,11.6702,0.0,11.6702,11.6702
Swin-S,N5K,continuity,5,100.0,0.0,100.0,100.0
Swin-S,N5K,drift,5,1.3566,0.0,1.3566,1.3566
Swin-S,N5K,flicker,5,0.0,0.0,0.0,0.0
Swin-S,N5K,sigma,5,2.7408,0.0,2.7408,2.7408
Swin-S,VF,continuity,5,66.7075,0.0,66.7075,66.7075
Swin-S,VF,drift,5,8.1029,0.0,8.1029,8.1029
Swin-S,VF,flicker,5,11.9664,0.0,11.9664,11.9664
Swin-S,VF,sigma,5,29.9261,0.0,29.9261,29.9261
Y+S2,FKIT,continuity,5,14.0237,0.0,14.0237,14.0237
Y+S2,FKIT,drift,5,5.3642,0.0,5.3642,5.3642
Y+S2,FKIT,flicker,5,4.0775,0.0,4.0775,4.0775
Y+S2,FKIT,sigma,5,21.8646,0.0,21.8646,21.8646
Y+S2,MTF,continuity,5,7.2548,0.0,7.2548,7.2548
Y+S2,MTF,drift,5,6.6042,0.0,6.6042,6.6042
Y+S2,MTF,flicker,5,7.3405,0.0,7.3405,7.3405
Y+S2,MTF,sigma,5,22.6967,0.0,22.6967,22.6967
Y+S2,N5K,continuity,5,48.452,0.0,48.452,48.452
Y+S2,N5K,drift,5,6.5544,0.0,6.5544,6.5544
Y+S2,N5K,flicker,5,11.5934,0.0,11.5934,11.5934
Y+S2,N5K,sigma,5,23.5545,0.0,23.5545,23.5545
Y+S2,VF,continuity,5,5.9891,0.0,5.9891,5.9891
Y+S2,VF,drift,5,8.1668,0.0,8.1668,8.1668
Y+S2,VF,flicker,5,10.2758,0.0,10.2758,10.2758
Y+S2,VF,sigma,5,19.5911,0.0,19.5911,19.5911
Y+S3,FKIT,continuity,5,92.4836,0.0,92.4836,92.4836
Y+S3,FKIT,drift,5,1.0677,0.0,1.0677,1.0677
Y+S3,FKIT,flicker,5,0.1756,0.0,0.1756,0.1756
Y+S3,FKIT,sigma,5,20.2587,0.0,20.2587,20.2587
Y+S3,MTF,continuity,5,90.9548,0.0,90.9548,90.9548
Y+S3,MTF,drift,5,1.4359,0.0,1.4359,1.4359
Y+S3,MTF,flicker,5,0.8118,0.0,0.8118,0.8118
Y+S3,MTF,sigma,5,16.7311,0.0,16.7311,16.7311
Y+S3,N5K,continuity,5,90.0,0.0,90.0,90.0
Y+S3,N5K,drift,5,1.2038,0.0,1.2038,1.2038
Y+S3,N5K,flicker,5,0.0,0.0,0.0,0.0
Y+S3,N5K,sigma,5,21.2848,0.0,21.2848,21.2848
Y+S3,VF,continuity,5,78.125,0.0,78.125,78.125
Y+S3,VF,drift,5,2.8312,0.0,2.8312,2.8312
Y+S3,VF,flicker,5,2.6955,0.0,2.6955,2.6955
Y+S3,VF,sigma,5,28.5489,0.0,28.5489,28.5489
Y+X2,FKIT,continuity,5,89.9824,0.0,89.9824,89.9824
Y+X2,FKIT,drift,5,0.2672,0.0,0.2672,0.2672
Y+X2,FKIT,flicker,5,0.0416,0.0,0.0416,0.0416
Y+X2,FKIT,sigma,5,30.9607,0.0,30.9607,30.9607
Y+X2,MTF,continuity,5,76.6138,0.0,76.6138,76.6138
Y+X2,MTF,drift,5,0.7327,0.0,0.7327,0.7327
Y+X2,MTF,flicker,5,0.0773,0.0,0.0773,0.0773
Y+X2,MTF,sigma,5,36.6927,0.0,36.6927,36.6927
Y+X2,N5K,continuity,5,89.6491,0.0,89.6491,89.6491
Y+X2,N5K,drift,5,1.0414,0.0,1.0414,1.0414
Y+X2,N5K,flicker,5,0.0,0.0,0.0,0.0
Y+X2,N5K,sigma,5,21.9272,0.0,21.9272,21.9272
Y+X2,VF,continuity,5,77.984,0.0,77.984,77.984
Y+X2,VF,drift,5,2.9622,0.0,2.9622,2.9622
Y+X2,VF,flicker,5,3.1243,0.0,3.1243,3.1243
Y+X2,VF,sigma,5,28.8973,0.0,28.8973,28.8973
YOLO,FKIT,continuity,5,52.1105,0.0,52.1105,52.1105
YOLO,FKIT,drift,5,13.5762,0.0,13.5762,13.5762
YOLO,FKIT,flicker,5,17.092,0.0,17.092,17.092
YOLO,FKIT,sigma,5,43.429,0.0,43.429,43.429
YOLO,MTF,continuity,5,65.8062,0.0,65.8062,65.8062
YOLO,MTF,drift,5,17.9398,0.0,17.9398,17.9398
YOLO,MTF,flicker,5,20.3403,0.0,20.3403,20.3403
YOLO,MTF,sigma,5,40.6069,0.0,40.6069,40.6069
YOLO,N5K,continuity,5,71.5503,0.0,71.5503,71.5503
YOLO,N5K,drift,5,10.62,0.0,10.62,10.62
YOLO,N5K,flicker,5,14.4308,0.0,14.4308,14.4308
YOLO,N5K,sigma,5,30.5656,0.0,30.5656,30.5656
YOLO,VF,continuity,5,32.4398,0.0,32.4398,32.4398
YOLO,VF,drift,5,18.9241,0.0,18.9241,18.9241
YOLO,VF,flicker,5,28.6916,0.0,28.6916,28.6916
YOLO,VF,sigma,5,37.2373,0.0,37.2373,37.2373
kMean++,FKIT,continuity,5,32.7345,0.053,32.66,32.7789
kMean++,FKIT,drift,5,1.586,0.0272,1.5449,1.6177
kMean++,FKIT,flicker,5,0.9627,0.0702,0.8762,1.0646
kMean++,FKIT,sigma,5,32.6704,0.0096,32.6581,32.6832
kMean++,MTF,continuity,5,59.1137,0.1011,58.9741,59.2068
kMean++,MTF,drift,5,3.7252,0.0048,3.7213,3.7335
kMean++,MTF,flicker,5,1.9343,0.0,1.9343,1.9343
kMean++,MTF,sigma,5,24.3171,0.0036,24.313,24.3211
kMean++,N5K,continuity,5,4.6032,0.0,4.6032,4.6032
kMean++,N5K,drift,5,2.7791,0.0634,2.7329,2.8782
kMean++,N5K,flicker,5,2.4843,0.2927,2.2886,2.9445
kMean++,N5K,sigma,5,16.2859,0.01,16.2782,16.3017
kMean++,VF,continuity,5,28.4412,0.0654,28.412,28.5582
kMean++,VF,drift,5,5.6958,0.059,5.6203,5.7827
kMean++,VF,flicker,5,5.3511,0.2735,4.9125,5.6435
kMean++,VF,sigma,5,30.2255,0.0148,30.2137,30.2506
