method,partition,precision,precision_std,recall,recall_std,f1,f1_std,iou,iou_std,accuracy,accuracy_std,mAP,n_scenes
FoodMem,FKIT,96.3439,11.3947,92.5338,23.3018,92.9843,21.6035,91.4356,22.9630,99.7167,0.8660,96.3439,21
FoodMem_mem20,FKIT,96.7529,9.2815,92.6010,23.2065,93.0368,21.3624,91.4508,22.8535,99.7184,0.8596,96.7529,21
FoodMem_mem40,FKIT,96.7477,9.5016,92.5404,23.2886,93.0085,21.4673,91.4297,22.9442,99.7176,0.8630,96.7477,21
FoodMem_mem5,FKIT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.5417,0.9956,0.0000,21
FoodMem_mem4,FKIT,95.7589,14.7938,92.4122,23.5088,92.9141,22.0197,91.4629,23.2153,99.7149,0.8779,95.7589,21
