method,partition,precision,precision_std,recall,recall_std,f1,f1_std,iou,iou_std,accuracy,accuracy_std,mAP,n_scenes
FoodMem,N5K,94.3479,1.7734,99.0095,0.9096,96.5992,0.8269,93.4499,1.5431,98.5785,0.7972,94.3479,10
FoodMem_mem20,N5K,94.3276,1.7910,99.0372,0.8858,96.6011,0.8267,93.4542,1.5422,98.5793,0.7939,94.3276,10
FoodMem_mem40,N5K,94.3276,1.7910,99.0372,0.8858,96.6011,0.8267,93.4542,1.5422,98.5793,0.7939,94.3276,10
FoodMem_mem5,N5K,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.7234,7.5965,0.0000,10
FoodMem_mem4,N5K,94.3428,1.7960,99.0041,0.9268,96.5930,0.8396,93.4394,1.5659,98.5760,0.7971,94.3428,10
