method,partition,precision,precision_std,recall,recall_std,f1,f1_std,iou,iou_std,accuracy,accuracy_std,mAP,n_scenes
FoodMem,MTF,98.3407,2.0151,97.6516,2.8831,97.9102,1.6470,96.0514,3.0115,99.8411,0.1168,98.3407,13
FoodMem_mem20,MTF,98.3613,2.0342,97.6896,3.2715,97.9331,1.8274,96.1030,3.3289,99.8465,0.1197,98.3613,13
FoodMem_mem40,MTF,98.3613,2.0342,97.6896,3.2715,97.9331,1.8274,96.1030,3.3289,99.8465,0.1197,98.3613,13
FoodMem_mem5,MTF,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.2211,2.4315,0.0000,13
FoodMem_mem4,MTF,98.4364,1.9765,97.7241,3.0032,97.9942,1.7003,96.2127,3.1108,99.8509,0.1167,98.4364,13
