method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SC+S3,K30_accept_fresh,N5K,1,91.2215,93.4341,91.3784,86.6043,95.1076,95.2381,1.5873,4.1146,64
SC+S3,K30_accept_fresh,N5K,10,92.6115,91.2094,91.0720,84.9237,95.8408,94.7368,3.5088,4.2056,58
SC+S3,K30_accept_fresh,N5K,2,91.1875,99.7555,95.2418,90.9663,98.5100,100.0000,0.0000,0.9649,61
SC+S3,K30_accept_fresh,N5K,3,88.2751,99.0802,93.3497,87.5524,98.1252,100.0000,0.0000,1.1493,63
SC+S3,K30_accept_fresh,N5K,4,92.1349,96.4949,93.5223,88.8854,99.0714,96.7742,1.6129,3.9856,63
SC+S3,K30_accept_fresh,N5K,5,87.0379,99.7242,92.9170,86.8285,95.8747,100.0000,0.0000,1.4534,61
SC+S3,K30_accept_fresh,N5K,6,78.0977,99.9997,87.5787,78.0976,94.1430,100.0000,0.0000,2.7854,65
SC+S3,K30_accept_fresh,N5K,7,96.7737,98.7308,97.7233,95.5724,99.3193,100.0000,0.0000,1.4530,60
SC+S3,K30_accept_fresh,N5K,8,92.0380,99.5974,95.6596,91.6923,98.5016,100.0000,0.0000,1.4141,63
SC+S3,K30_accept_fresh,N5K,9,93.6540,68.8427,70.3868,64.8147,91.0335,62.9032,3.2258,4.7632,63
SC+S3,K30_accept_fresh,VF,1,64.8283,2.8511,5.1203,2.8501,95.9412,0.0000,0.5848,1.7812,172
SC+S3,K30_accept_fresh,VF,10,92.3758,98.4527,94.9912,90.9261,99.4738,99.0291,1.4563,2.3273,207
SC+S3,K30_accept_fresh,VF,11,42.2939,69.6111,45.5426,32.2517,93.5384,14.0000,6.5000,8.1153,201
SC+S3,K30_accept_fresh,VF,2,99.6553,20.9800,30.0802,20.9710,96.6746,13.4199,1.7316,4.8489,232
SC+S3,K30_accept_fresh,VF,3,75.2358,0.8229,1.5949,0.8227,92.4079,0.0000,0.0000,0.5811,222
SC+S3,K30_accept_fresh,VF,4,73.0770,6.2269,10.1999,6.2224,93.8069,0.5682,1.1364,3.2273,177
SC+S3,K30_accept_fresh,VF,5,99.9972,61.4167,73.6945,61.4151,99.4488,62.6168,2.8037,4.9718,215
SC+S3,K30_accept_fresh,VF,6,99.8982,8.5237,14.8957,8.5231,94.5527,0.0000,3.2558,4.3909,216
SC+S3,K30_accept_fresh,VF,7,47.5987,0.1422,0.2821,0.1422,93.3054,0.0000,0.0000,0.1472,225
SC+S3,K30_accept_fresh,VF,8,99.8793,87.9054,92.0240,87.7910,99.8271,91.9811,0.9434,2.7986,213
SC+S3,K30_accept_fresh,VF,9,99.2640,1.2469,2.4565,1.2469,96.3862,0.0000,0.0000,0.3113,228
