method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
FLMM+S3,K30_union,N5K,1,94.2698,99.9318,97.0154,94.2094,97.8994,100.0000,0.0000,0.8394,64
FLMM+S3,K30_union,N5K,10,96.2146,61.1280,73.8479,59.6031,89.7553,71.9298,1.7544,2.4093,58
FLMM+S3,K30_union,N5K,2,98.2939,97.6017,97.9399,95.9703,99.4078,100.0000,0.0000,0.5816,61
FLMM+S3,K30_union,N5K,3,0.0000,0.0000,0.0000,0.0000,86.6064,0.0000,0.0000,0.0000,63
FLMM+S3,K30_union,N5K,4,97.7707,99.3549,98.5526,97.1492,99.7712,100.0000,0.0000,0.5290,63
FLMM+S3,K30_union,N5K,5,95.9357,98.3641,97.1076,94.4234,98.4327,100.0000,0.0000,0.9337,61
FLMM+S3,K30_union,N5K,6,96.5368,65.6693,77.6552,64.0293,92.5599,100.0000,0.0000,2.0507,65
FLMM+S3,K30_union,N5K,7,96.4009,99.5056,97.9188,95.9423,99.3787,100.0000,0.0000,1.3353,60
FLMM+S3,K30_union,N5K,8,98.3368,93.0747,95.4335,91.5695,98.4002,100.0000,0.0000,1.0537,63
FLMM+S3,K30_union,N5K,9,94.6986,99.8244,97.1869,94.5380,98.7822,100.0000,0.0000,1.0410,63
FLMM+S3,K30_union,VF,1,81.7094,99.9964,88.0393,81.7067,99.3541,81.8713,3.5088,3.9863,172
FLMM+S3,K30_union,VF,10,93.8184,99.7608,96.6678,93.6009,99.5746,100.0000,0.0000,1.6830,207
FLMM+S3,K30_union,VF,11,37.8777,73.1217,44.1214,30.7465,92.6242,11.5000,4.5000,7.0851,201
FLMM+S3,K30_union,VF,2,96.4047,99.7348,98.0323,96.1588,99.8414,100.0000,0.0000,0.8476,232
FLMM+S3,K30_union,VF,3,96.7895,99.5838,98.1354,96.4148,99.7770,100.0000,0.9050,1.3272,222
FLMM+S3,K30_union,VF,4,96.5133,99.9146,98.1788,96.4323,99.7751,100.0000,0.0000,1.0926,177
FLMM+S3,K30_union,VF,5,90.2488,99.9809,94.7061,90.2322,99.7894,99.0654,0.4673,2.9938,215
FLMM+S3,K30_union,VF,6,94.8276,99.9004,97.1873,94.7367,99.7186,99.0698,0.4651,1.2948,216
FLMM+S3,K30_union,VF,7,92.7621,99.8793,95.7337,92.6577,99.5569,95.5357,1.3393,2.6454,225
FLMM+S3,K30_union,VF,8,95.9864,99.8051,97.8089,95.8059,99.8823,100.0000,0.4717,1.2171,213
FLMM+S3,K30_union,VF,9,96.8564,99.7880,98.2031,96.6554,99.8905,99.1189,1.3216,1.8705,228
