method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SC+S2,K45,N5K,1,94.9264,96.4640,95.5074,91.7574,96.7929,100.0000,0.0000,0.9697,64
SC+S2,K45,N5K,10,93.5141,87.9881,89.3631,82.8100,95.4143,85.9649,0.0000,2.7614,58
SC+S2,K45,N5K,2,90.8434,99.8625,95.1035,90.7221,98.5087,100.0000,0.0000,1.2612,61
SC+S2,K45,N5K,3,92.3602,98.4768,95.2671,91.0866,98.6982,100.0000,1.6129,1.6484,63
SC+S2,K45,N5K,4,97.4492,63.2025,71.8529,61.8529,97.2947,59.6774,6.4516,7.4814,63
SC+S2,K45,N5K,5,89.2490,99.7875,94.1716,89.0789,96.5859,100.0000,0.0000,0.9483,61
SC+S2,K45,N5K,6,85.0786,76.7741,74.5087,63.6830,91.8886,81.2500,3.1250,4.6525,65
SC+S2,K45,N5K,7,94.6437,99.0359,96.7772,93.9347,99.0573,100.0000,1.6949,2.2896,60
SC+S2,K45,N5K,8,94.7297,99.1812,96.8890,94.0257,98.9436,100.0000,1.6129,2.1053,63
SC+S2,K45,N5K,9,94.9703,63.5646,67.0884,60.7862,89.9605,58.0645,0.0000,2.6696,63
SC+S2,K45,VF,1,1.7442,0.0713,0.1344,0.0713,95.8464,0.0000,0.0000,0.0960,172
SC+S2,K45,VF,10,94.8942,99.1736,96.7474,94.1004,99.6354,99.0291,0.4854,2.0283,207
SC+S2,K45,VF,11,41.6341,71.4494,45.5120,32.2748,93.3177,13.0000,6.0000,7.8666,201
SC+S2,K45,VF,2,90.5175,32.1476,41.6602,32.0891,97.2612,16.4502,7.3593,11.1863,232
SC+S2,K45,VF,3,3.5963,0.0149,0.0287,0.0144,92.3636,0.0000,0.0000,0.0239,222
SC+S2,K45,VF,4,57.3569,24.7932,30.7990,24.6868,96.0182,15.3409,7.3864,8.8503,177
SC+S2,K45,VF,5,99.5418,89.1807,93.8971,88.7873,99.7965,100.0000,0.4673,3.7938,215
SC+S2,K45,VF,6,66.9595,64.4575,64.7890,63.8433,96.9290,62.3256,3.7209,7.6703,216
SC+S2,K45,VF,7,0.0174,0.0003,0.0006,0.0003,93.2929,0.0000,0.0000,0.0006,225
SC+S2,K45,VF,8,99.4407,98.4890,98.7285,97.9416,99.9449,99.0566,0.4717,1.2857,213
SC+S2,K45,VF,9,1.3158,0.0162,0.0320,0.0162,96.3523,0.0000,0.0000,0.0261,228
SC+S2,K45,MTF,1,83.1660,38.5012,50.3936,38.4570,99.1283,34.8485,0.5051,2.6739,199
SC+S2,K45,MTF,10,99.2566,94.9213,97.0263,94.2355,99.6570,100.0000,0.0000,0.9328,30
SC+S2,K45,MTF,11,90.7349,98.2189,94.2654,89.2784,99.8183,100.0000,0.0000,4.2268,30
SC+S2,K45,MTF,13,99.9973,92.9193,96.3043,92.9171,99.5313,100.0000,0.0000,2.3232,30
SC+S2,K45,MTF,14,97.9973,99.7232,98.8502,97.7319,99.7977,100.0000,0.0000,0.7313,30
SC+S2,K45,MTF,2,99.8783,80.9872,86.6433,80.8781,98.8757,77.3869,3.0151,4.1098,200
SC+S2,K45,MTF,3,99.8783,80.9872,86.6433,80.8781,98.8757,77.3869,3.0151,4.1098,200
SC+S2,K45,MTF,4,65.5000,26.9513,35.3149,26.9513,96.2164,21.6080,3.0151,4.6605,200
SC+S2,K45,MTF,5,98.7173,95.6802,96.8335,94.5506,99.6242,97.9899,1.5075,1.8514,200
SC+S2,K45,MTF,6,95.6250,99.2339,97.3798,95.0974,99.8605,98.9950,0.5025,0.9596,200
SC+S2,K45,MTF,7,88.6567,94.3271,90.6061,85.0292,99.5530,91.4573,0.5025,2.0771,200
SC+S2,K45,MTF,8,95.8463,96.9500,96.1859,93.1748,99.7892,99.4975,0.0000,1.1203,200
SC+S2,K45,MTF,9,98.2385,99.0723,98.6463,97.3424,99.8638,100.0000,0.0000,1.1673,30
