method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+X2,K45,N5K,1,93.1224,99.9440,96.4087,93.0731,97.4611,100.0000,0.0000,0.7596,64
Y+X2,K45,N5K,10,91.3138,59.1910,68.8714,55.6961,89.3268,77.1930,1.7544,2.8540,58
Y+X2,K45,N5K,2,96.7987,98.0346,97.4008,94.9423,99.2365,100.0000,0.0000,0.5230,61
Y+X2,K45,N5K,3,95.1337,98.2550,96.6621,93.5456,99.1041,100.0000,0.0000,0.6507,63
Y+X2,K45,N5K,4,92.7260,99.9247,96.1757,92.6614,99.3661,100.0000,0.0000,0.8654,63
Y+X2,K45,N5K,5,94.5118,27.8728,41.6303,27.2424,80.4676,1.6667,1.6667,3.2638,61
Y+X2,K45,N5K,6,91.4354,85.8869,88.5147,79.5266,95.6171,100.0000,0.0000,1.3125,65
Y+X2,K45,N5K,7,93.5056,99.9744,96.6239,93.4832,98.9677,100.0000,0.0000,1.2456,60
Y+X2,K45,N5K,8,93.8738,98.2501,95.9914,92.3093,98.5933,100.0000,0.0000,1.1785,63
Y+X2,K45,N5K,9,93.0939,95.4692,94.2398,89.1861,97.5574,100.0000,0.0000,1.0337,63
Y+X2,K45,VF,1,96.3376,99.9913,98.1287,96.3296,99.8625,100.0000,0.0000,0.3713,172
Y+X2,K45,VF,10,91.6568,99.6855,94.9094,91.3946,99.3403,95.6311,0.4854,2.0239,207
Y+X2,K45,VF,11,40.8867,73.3544,45.7197,32.5169,93.1132,15.0000,5.5000,7.3433,201
Y+X2,K45,VF,2,91.5436,96.1632,93.0085,88.4382,99.4119,94.8052,1.2987,3.3758,232
Y+X2,K45,VF,3,91.8894,98.6942,94.5246,91.3471,99.3064,94.1176,2.7149,3.4884,222
Y+X2,K45,VF,4,96.7521,99.8909,98.2930,96.6500,99.7864,100.0000,0.0000,0.8529,177
Y+X2,K45,VF,5,87.6908,99.9726,92.5129,87.6681,99.5390,92.9907,1.8692,2.6483,215
Y+X2,K45,VF,6,83.2777,99.4074,89.2989,83.2189,98.7140,86.5116,3.2558,6.3219,216
Y+X2,K45,VF,7,96.7452,99.4280,98.0589,96.1992,99.7163,100.0000,0.0000,0.8139,225
Y+X2,K45,VF,8,84.5197,98.7550,89.5401,84.3735,99.2366,86.7925,4.7170,5.3311,213
Y+X2,K45,VF,9,97.3212,99.6750,98.3913,97.0216,99.8884,99.1189,0.4405,1.0273,228
Y+X2,K45,MTF,1,99.0297,99.4558,99.2405,98.4938,99.9777,100.0000,0.0000,0.3143,199
Y+X2,K45,MTF,10,99.6215,92.9201,96.1517,92.5966,99.5648,100.0000,0.0000,0.7057,30
Y+X2,K45,MTF,11,10.9580,99.9600,19.7337,10.9575,87.9128,0.0000,0.0000,0.7086,30
Y+X2,K45,MTF,13,98.3301,99.3797,98.8291,97.7312,99.8443,100.0000,0.0000,1.7281,30
Y+X2,K45,MTF,14,96.6213,99.9279,98.2450,96.5545,99.6805,100.0000,0.0000,0.4652,30
Y+X2,K45,MTF,2,79.6926,99.9926,83.4656,79.6867,90.2027,81.4070,0.0000,0.9818,200
Y+X2,K45,MTF,3,79.6931,99.9926,83.4661,79.6872,90.2031,81.4070,0.0000,0.9818,200
Y+X2,K45,MTF,4,99.9998,96.0422,97.9795,96.0420,99.8077,100.0000,0.0000,0.2156,200
Y+X2,K45,MTF,5,98.7698,99.3913,99.0785,98.1826,99.8682,100.0000,0.0000,0.2316,200
Y+X2,K45,MTF,6,97.6797,99.9918,98.8210,97.6720,99.9408,100.0000,0.0000,0.2791,200
Y+X2,K45,MTF,7,93.3252,90.1785,91.2573,85.0070,99.5124,95.4774,0.5025,2.1780,200
Y+X2,K45,MTF,8,99.7265,78.0464,87.1505,77.8650,99.3404,100.0000,0.0000,0.5689,200
Y+X2,K45,MTF,9,97.8227,99.5163,98.6577,97.3647,99.8657,100.0000,0.0000,1.0903,30
