method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SF+X2,K20,N5K,1,93.3947,99.9725,96.5679,93.3705,97.5819,100.0000,0.0000,0.7546,64
SF+X2,K20,N5K,10,92.7217,99.1293,95.8053,91.9652,97.9186,100.0000,0.0000,1.1851,58
SF+X2,K20,N5K,2,98.8184,95.8456,97.2957,94.7517,99.2185,100.0000,0.0000,0.5441,61
SF+X2,K20,N5K,3,96.9964,97.3222,97.1510,94.4624,99.2433,100.0000,0.0000,0.5256,63
SF+X2,K20,N5K,4,93.7784,99.8594,96.7187,93.6528,99.4748,100.0000,0.0000,0.5736,63
SF+X2,K20,N5K,5,90.8679,99.3288,94.8888,90.3201,97.1142,100.0000,0.0000,0.8622,61
SF+X2,K20,N5K,6,91.4979,99.7851,95.4552,91.3176,98.1062,100.0000,0.0000,1.1715,65
SF+X2,K20,N5K,7,94.7846,99.9023,97.2686,94.6963,99.1773,100.0000,0.0000,1.2136,60
SF+X2,K20,N5K,8,96.7670,97.5373,97.1420,94.4516,99.0348,100.0000,0.0000,0.8578,63
SF+X2,K20,N5K,9,93.8871,97.9944,95.8803,92.1462,98.2855,100.0000,0.0000,0.9966,63
SF+X2,K20,VF,1,99.5603,97.8763,98.6350,97.4500,99.9289,98.8304,0.5848,1.0028,172
SF+X2,K20,VF,10,96.1548,99.4548,97.7685,95.6432,99.7176,100.0000,0.0000,1.0530,207
SF+X2,K20,VF,11,40.8706,73.3061,45.7001,32.4977,93.1125,15.0000,5.5000,7.3493,201
SF+X2,K20,VF,2,96.4353,99.1546,97.7634,95.6475,99.8206,100.0000,0.0000,0.8885,232
SF+X2,K20,VF,3,96.8297,99.0488,97.8019,96.0308,99.7526,98.1900,0.9050,1.7440,222
SF+X2,K20,VF,4,97.9727,99.6575,98.8056,97.6427,99.8507,100.0000,0.0000,0.5717,177
SF+X2,K20,VF,5,96.5691,98.5020,97.1880,95.1326,99.9072,97.1963,0.9346,2.0909,215
SF+X2,K20,VF,6,95.4056,99.7766,97.5345,95.2092,99.7334,100.0000,0.0000,0.9668,216
SF+X2,K20,VF,7,97.4087,99.2340,98.3063,96.6732,99.7746,100.0000,0.0000,0.6908,225
SF+X2,K20,VF,8,97.4282,98.7590,98.0844,97.1395,99.9379,98.5849,0.4717,1.2037,213
SF+X2,K20,VF,9,98.6168,99.3264,98.9687,97.9596,99.9310,100.0000,0.0000,0.3133,228
SF+X2,K20,MTF,1,92.7453,99.8566,94.9169,92.6226,99.2826,94.9495,2.0202,2.6461,199
SF+X2,K20,MTF,10,99.2769,96.1214,97.6727,95.4561,99.7329,100.0000,0.0000,0.6202,30
SF+X2,K20,MTF,11,93.4563,95.7814,94.5476,89.7743,99.8314,100.0000,0.0000,3.8570,30
SF+X2,K20,MTF,13,94.3600,98.9138,95.9323,93.3596,99.2422,93.1034,6.8966,7.5289,30
SF+X2,K20,MTF,14,98.4391,99.6291,99.0289,98.0827,99.8282,100.0000,0.0000,0.7485,30
SF+X2,K20,MTF,2,98.9819,99.8486,99.4123,98.8328,99.9248,100.0000,0.0000,0.1602,200
SF+X2,K20,MTF,3,98.9819,99.8486,99.4123,98.8328,99.9248,100.0000,0.0000,0.1602,200
SF+X2,K20,MTF,4,99.9999,94.1153,96.9654,94.1152,99.7128,100.0000,0.0000,0.2404,200
SF+X2,K20,MTF,5,99.2384,99.8117,99.5228,99.0538,99.9318,100.0000,0.0000,0.1861,200
SF+X2,K20,MTF,6,99.5201,99.0206,99.2691,98.5507,99.9633,100.0000,0.0000,0.1912,200
SF+X2,K20,MTF,7,96.7448,99.0613,97.7806,95.8392,99.8984,100.0000,0.0000,0.8991,200
SF+X2,K20,MTF,8,99.9872,61.3240,73.7973,61.3163,98.8847,64.8241,1.0050,2.5420,200
SF+X2,K20,MTF,9,98.9217,98.4022,98.6584,97.3610,99.8659,100.0000,0.0000,0.9616,30
