method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SeTM+S2,base,N5K,1,73.7233,78.7461,75.6991,63.2397,82.6897,57.1429,7.9365,5.8443,64
SeTM+S2,base,N5K,10,69.1128,75.4886,71.8647,59.6676,86.2787,68.4211,7.0175,6.9927,58
SeTM+S2,base,N5K,2,64.8840,67.8439,65.9965,53.6908,90.3801,51.6667,8.3333,7.8805,61
SeTM+S2,base,N5K,3,64.9818,66.8947,65.5632,52.8141,90.7410,56.4516,9.6774,8.1232,63
SeTM+S2,base,N5K,4,55.3034,57.0146,55.9981,41.9313,93.1427,30.6452,8.0645,6.8836,63
SeTM+S2,base,N5K,5,63.3858,67.2589,65.0031,50.1886,80.8525,53.3333,6.6667,5.6716,61
SeTM+S2,base,N5K,6,58.8973,63.2881,60.8590,46.0719,83.8093,42.1875,6.2500,6.7277,65
SeTM+S2,base,N5K,7,61.7841,66.6588,63.8792,50.1076,89.0919,67.7966,5.0847,6.8169,60
SeTM+S2,base,N5K,8,68.5323,70.9249,69.4197,56.6889,89.6968,59.6774,9.6774,7.2148,63
SeTM+S2,base,N5K,9,66.8997,68.8100,67.5608,53.9800,85.9436,59.6774,6.4516,6.4527,63
SeTM+S2,base,VF,1,98.9258,99.6035,99.2623,98.5370,99.9537,100.0000,0.0000,0.2076,172
SeTM+S2,base,VF,10,94.8421,99.7821,97.2410,94.6402,99.6635,100.0000,0.0000,1.1063,207
SeTM+S2,base,VF,11,41.1131,72.7925,45.7122,32.4645,93.1888,14.5000,5.5000,7.3952,201
SeTM+S2,base,VF,2,96.4170,97.6121,96.9417,94.1605,99.7028,100.0000,0.0000,1.0386,232
SeTM+S2,base,VF,3,96.2562,99.8868,98.0348,96.1623,99.7413,100.0000,0.0000,0.7952,222
SeTM+S2,base,VF,4,97.6155,99.7930,98.6895,97.4170,99.8457,100.0000,0.0000,0.6728,177
SeTM+S2,base,VF,5,96.0411,99.7432,97.8496,95.8024,99.9298,100.0000,0.0000,0.7795,215
SeTM+S2,base,VF,6,98.6750,99.3772,99.0222,98.0707,99.9043,100.0000,0.0000,0.4676,216
SeTM+S2,base,VF,7,94.9327,99.9289,97.3616,94.8678,99.6763,100.0000,0.0000,1.0431,225
SeTM+S2,base,VF,8,98.1246,99.5185,98.8156,97.6632,99.9319,100.0000,0.0000,0.3618,213
SeTM+S2,base,VF,9,97.0977,99.8994,98.4768,97.0032,99.9044,100.0000,0.0000,0.4799,228
SeTM+S2,base,MTF,1,33.1522,33.7563,33.1683,23.0572,98.1628,9.5960,6.0606,8.9727,199
SeTM+S2,base,MTF,10,6.9653,7.2154,6.9323,5.8355,89.0912,3.4483,3.4483,5.2203,30
SeTM+S2,base,MTF,11,26.7626,29.8273,27.8454,20.3592,97.8508,6.8966,20.6897,16.5629,30
SeTM+S2,base,MTF,13,41.6160,39.5375,40.2343,28.4150,92.4086,3.4483,13.7931,13.9974,30
SeTM+S2,base,MTF,14,17.4597,17.6150,16.2269,12.0191,84.3787,3.4483,6.8966,7.5556,30
SeTM+S2,base,MTF,2,62.4029,62.5209,62.2043,46.8272,95.1768,27.1357,3.0151,7.9935,200
SeTM+S2,base,MTF,3,62.4029,62.5209,62.2043,46.8272,95.1768,27.1357,3.0151,7.9935,200
SeTM+S2,base,MTF,4,39.7363,37.6936,37.3340,24.6281,93.9753,1.0050,1.5075,3.7349,200
SeTM+S2,base,MTF,5,71.1746,71.0181,70.9194,56.3867,95.9551,52.2613,3.0151,7.0729,200
SeTM+S2,base,MTF,6,43.3406,44.2410,43.5395,31.3539,97.1478,15.0754,5.5276,9.1443,200
SeTM+S2,base,MTF,7,36.9664,37.6980,36.6255,25.3598,96.8317,6.5327,7.5377,8.8460,200
SeTM+S2,base,MTF,8,40.8436,36.7430,37.3451,25.0757,96.7385,3.5176,2.0101,6.8103,200
SeTM+S2,base,MTF,9,21.6007,21.5487,21.2052,15.5513,92.0721,3.4483,6.8966,11.5317,30
