method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
FLMM+S3,K60,N5K,1,94.6263,99.8867,97.1822,94.5252,98.0165,100.0000,0.0000,0.7284,64
FLMM+S3,K60,N5K,10,96.6389,58.5696,72.7758,57.3504,89.6915,91.2281,0.0000,2.6560,58
FLMM+S3,K60,N5K,2,98.4095,97.1399,97.7648,95.6367,99.3561,100.0000,0.0000,0.5195,61
FLMM+S3,K60,N5K,3,0.0000,0.0000,0.0000,0.0000,86.6064,0.0000,0.0000,0.0000,63
FLMM+S3,K60,N5K,4,97.7707,99.3549,98.5526,97.1492,99.7712,100.0000,0.0000,0.5290,63
FLMM+S3,K60,N5K,5,95.8153,96.7750,96.1223,92.7981,98.0516,98.3333,1.6667,1.6507,61
FLMM+S3,K60,N5K,6,97.4470,56.9491,71.7952,56.1062,91.1294,95.3125,0.0000,1.1187,65
FLMM+S3,K60,N5K,7,96.6513,99.4428,98.0180,96.1320,99.4097,100.0000,0.0000,1.3022,60
FLMM+S3,K60,N5K,8,98.6862,91.6847,94.8581,90.5380,98.2127,100.0000,0.0000,1.0603,63
FLMM+S3,K60,N5K,9,94.6986,99.8244,97.1869,94.5380,98.7822,100.0000,0.0000,1.0410,63
FLMM+S3,K60,VF,1,85.6263,99.9852,90.5520,85.6126,99.1467,85.3801,2.9240,4.1038,172
FLMM+S3,K60,VF,10,94.3782,99.7727,96.9911,94.1713,99.6180,100.0000,0.0000,1.3085,207
FLMM+S3,K60,VF,11,40.4008,73.0794,45.3354,31.9949,93.0357,13.5000,5.0000,7.3150,201
FLMM+S3,K60,VF,2,97.8188,99.4088,98.6016,97.2511,99.8824,100.0000,0.0000,0.6350,232
FLMM+S3,K60,VF,3,97.2148,99.6166,98.3970,96.8646,99.7888,100.0000,0.4525,0.8128,222
FLMM+S3,K60,VF,4,97.2609,99.8470,98.5338,97.1139,99.8078,100.0000,0.0000,0.8205,177
FLMM+S3,K60,VF,5,91.2344,99.9087,95.2212,91.1730,99.8124,99.0654,0.4673,2.4723,215
FLMM+S3,K60,VF,6,94.6682,99.9411,97.2240,94.6158,99.7076,100.0000,0.0000,1.0067,216
FLMM+S3,K60,VF,7,95.3273,99.8674,97.5385,95.2040,99.6953,100.0000,0.0000,1.1994,225
FLMM+S3,K60,VF,8,96.3688,99.8719,98.0801,96.2505,99.8902,100.0000,0.0000,1.0080,213
FLMM+S3,K60,VF,9,97.9875,98.9669,98.4658,97.4087,99.9193,99.1189,0.8811,1.4252,228
