method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
FLMM+X2,K30,N5K,1,93.7083,99.9492,96.7248,93.6637,97.6907,100.0000,0.0000,0.7569,64
FLMM+X2,K30,N5K,10,96.1380,55.1463,69.2592,53.8316,88.9369,45.6140,1.7544,3.3687,58
FLMM+X2,K30,N5K,2,98.5458,96.3561,97.4247,94.9935,99.2574,100.0000,0.0000,0.5310,61
FLMM+X2,K30,N5K,3,0.0000,0.0000,0.0000,0.0000,86.6064,0.0000,0.0000,0.0000,63
FLMM+X2,K30,N5K,4,96.4202,99.3864,97.8718,95.8407,99.6632,100.0000,0.0000,0.6332,63
FLMM+X2,K30,N5K,5,94.9865,90.7583,92.4042,86.4107,96.2945,98.3333,0.0000,1.7030,61
FLMM+X2,K30,N5K,6,95.4786,51.7994,66.9228,50.6222,89.9293,57.8125,0.0000,1.8314,65
FLMM+X2,K30,N5K,7,96.0077,98.7753,97.3435,94.8497,99.2017,100.0000,0.0000,1.2117,60
FLMM+X2,K30,N5K,8,97.5188,90.9675,93.9341,88.8339,97.9301,100.0000,0.0000,0.9718,63
FLMM+X2,K30,N5K,9,94.7736,97.7509,96.2246,92.7709,98.4168,100.0000,0.0000,0.9953,63
FLMM+X2,K30,VF,1,68.8597,95.7882,77.4919,67.1210,98.4361,65.4971,6.4327,6.8476,172
FLMM+X2,K30,VF,10,95.8217,99.5377,97.6358,95.3902,99.6988,100.0000,0.0000,1.0406,207
FLMM+X2,K30,VF,11,35.5051,73.3319,41.9071,28.9142,91.7564,9.0000,3.5000,6.4553,201
FLMM+X2,K30,VF,2,94.3988,99.5789,96.8383,94.0247,99.7127,100.0000,0.0000,1.7215,232
FLMM+X2,K30,VF,3,94.9315,95.6383,95.0950,92.6942,99.6479,95.4751,2.7149,4.7020,222
FLMM+X2,K30,VF,4,97.7759,99.7089,98.7302,97.4967,99.8410,100.0000,0.0000,0.6038,177
FLMM+X2,K30,VF,5,83.4445,99.6141,88.2026,83.2057,99.3286,81.7757,4.2056,4.5630,215
FLMM+X2,K30,VF,6,92.2490,99.3816,95.1076,92.1308,99.5910,96.7442,0.9302,1.9040,216
FLMM+X2,K30,VF,7,94.8581,98.5965,96.4443,94.1413,99.6416,98.2143,0.8929,1.8949,225
FLMM+X2,K30,VF,8,95.3848,98.4000,96.8013,95.2080,99.8909,97.6415,1.8868,2.4589,213
FLMM+X2,K30,VF,9,91.4882,98.8975,94.0531,90.9298,99.6308,91.1894,2.2026,3.6244,228
FLMM+X2,K30,MTF,1,99.5774,98.7461,99.1583,98.3334,99.9760,100.0000,0.0000,0.3312,199
FLMM+X2,K30,MTF,10,99.3306,94.2253,96.7076,93.6329,99.6261,100.0000,0.0000,0.8480,30
FLMM+X2,K30,MTF,11,0.0676,0.5034,0.1190,0.0596,87.0269,0.0000,0.0000,0.0388,30
FLMM+X2,K30,MTF,13,98.7474,96.8596,97.7676,95.6895,99.7146,100.0000,0.0000,1.8745,30
FLMM+X2,K30,MTF,14,98.9023,99.6016,99.2501,98.5148,99.8658,100.0000,0.0000,0.5326,30
FLMM+X2,K30,MTF,2,97.5502,99.9972,98.7571,97.5476,99.8384,100.0000,0.0000,0.2092,200
FLMM+X2,K30,MTF,3,97.5502,99.9972,98.7571,97.5476,99.8384,100.0000,0.0000,0.2092,200
FLMM+X2,K30,MTF,4,99.5440,70.4840,80.1658,70.2773,98.4592,70.3518,1.5075,3.9068,200
FLMM+X2,K30,MTF,5,98.7535,99.9668,99.3545,98.7218,99.9075,100.0000,0.0000,0.1871,200
FLMM+X2,K30,MTF,6,98.6954,99.8998,99.2932,98.5979,99.9648,100.0000,0.0000,0.2624,200
FLMM+X2,K30,MTF,7,89.8067,99.9964,94.3583,89.8037,99.7089,100.0000,0.0000,0.9479,200
FLMM+X2,K30,MTF,8,90.9098,90.6595,90.1510,84.7059,99.5021,90.4523,0.5025,2.0449,200
FLMM+X2,K30,MTF,9,99.6711,90.9843,95.0508,90.7164,99.5357,100.0000,0.0000,1.9902,30
