method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
S+X2,K10,N5K,1,79.6633,100.0000,88.5917,79.6633,90.8337,100.0000,0.0000,1.0841,64
S+X2,K10,N5K,10,88.6280,99.9302,93.9325,88.5728,96.9370,100.0000,0.0000,1.1349,58
S+X2,K10,N5K,2,44.4866,99.9380,59.9884,44.4521,79.4267,20.0000,0.0000,2.7812,61
S+X2,K10,N5K,3,69.5876,98.4304,78.7108,68.5330,90.4941,70.9677,1.6129,4.2099,63
S+X2,K10,N5K,4,76.3659,86.2401,77.1880,65.1552,95.2690,67.7419,1.6129,4.7699,63
S+X2,K10,N5K,5,78.1378,86.4255,78.3384,65.7627,88.7594,81.6667,1.6667,2.2024,61
S+X2,K10,N5K,6,82.2995,99.9801,90.2360,82.2896,95.5991,100.0000,0.0000,1.3380,65
S+X2,K10,N5K,7,78.4167,83.7834,73.9904,62.8200,90.8239,57.6271,3.3898,5.8477,60
S+X2,K10,N5K,8,83.3115,99.9874,90.8627,83.3029,96.5261,100.0000,0.0000,1.5679,63
S+X2,K10,N5K,9,82.3828,99.9950,90.2691,82.3797,95.2938,100.0000,0.0000,1.4871,63
S+X2,K10,VF,1,99.5830,85.5382,91.5194,85.1536,99.1593,97.6608,1.1696,3.2061,172
S+X2,K10,VF,10,95.2798,98.7497,96.8759,94.0893,99.6521,99.0291,0.9709,1.9914,207
S+X2,K10,VF,11,0.9950,0.0016,0.0032,0.0016,94.8885,0.0000,0.0000,0.0017,201
S+X2,K10,VF,2,0.0000,0.0000,0.0000,0.0000,95.4878,0.0000,0.0000,0.0000,232
S+X2,K10,VF,3,97.6057,61.8652,74.7920,61.7980,97.8318,74.6606,2.2624,4.4668,222
S+X2,K10,VF,4,98.2319,81.9362,85.4135,80.2034,99.4242,73.2955,3.9773,6.2566,177
S+X2,K10,VF,5,99.8309,52.8609,66.2028,52.8354,99.2357,40.6542,11.2150,12.9819,215
S+X2,K10,VF,6,99.3149,75.2345,83.5204,75.0487,98.8896,80.4651,7.9070,10.1033,216
S+X2,K10,VF,7,98.3178,88.1831,91.8772,86.6149,99.4541,90.1786,3.5714,4.7582,225
S+X2,K10,VF,8,43.1658,4.4790,7.7312,4.4789,96.3187,0.0000,0.9434,1.6698,213
S+X2,K10,VF,9,45.1740,2.3033,4.1853,2.3033,96.4851,0.0000,0.0000,1.2361,228
S+X2,K10,MTF,1,50.2513,3.8925,7.0218,3.8925,98.6342,0.0000,0.0000,1.4910,199
S+X2,K10,MTF,10,0.0000,0.0000,0.0000,0.0000,93.9587,0.0000,0.0000,0.0000,30
S+X2,K10,MTF,11,82.5251,85.8427,81.4169,70.3504,99.3148,86.2069,6.8966,12.9329,30
S+X2,K10,MTF,13,99.9928,53.6660,69.0001,53.6634,97.0021,44.8276,10.3448,12.3902,30
S+X2,K10,MTF,14,93.1464,74.8969,76.1657,68.8218,97.1435,68.9655,6.8966,11.6785,30
S+X2,K10,MTF,2,43.6627,99.9262,60.6105,43.6452,91.8032,10.5528,0.0000,0.8937,200
S+X2,K10,MTF,3,43.6627,99.9262,60.6105,43.6452,91.8032,10.5528,0.0000,0.8937,200
S+X2,K10,MTF,4,26.5000,5.2981,8.2846,5.2981,95.1796,0.0000,0.5025,0.8526,200
S+X2,K10,MTF,5,93.5059,94.2233,93.3241,87.9288,99.0506,99.4975,1.0050,2.5295,200
S+X2,K10,MTF,6,93.9644,94.2547,93.4263,88.4057,99.6795,95.9799,2.5126,3.6769,200
S+X2,K10,MTF,7,88.7910,97.4998,91.9437,86.5396,99.5768,93.9698,3.0151,4.6779,200
S+X2,K10,MTF,8,57.5088,90.0263,66.4097,52.0637,97.2009,41.2060,5.0251,6.0292,200
S+X2,K10,MTF,9,66.6667,7.9468,12.4602,7.9468,95.4091,0.0000,6.8966,5.3015,30
