method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+X2,K30,N5K,1,93.0507,99.9436,96.3700,93.0011,97.4375,100.0000,0.0000,0.7390,64
Y+X2,K30,N5K,10,91.9633,87.0806,89.1259,80.7759,95.0331,100.0000,0.0000,2.7199,58
Y+X2,K30,N5K,2,97.1737,97.8281,97.4840,95.1008,99.2620,100.0000,0.0000,0.5126,61
Y+X2,K30,N5K,3,95.0192,98.5346,96.7396,93.6960,99.1332,100.0000,0.0000,0.6752,63
Y+X2,K30,N5K,4,92.0918,95.8890,92.7366,88.1897,99.0682,95.1613,1.6129,1.9963,63
Y+X2,K30,N5K,5,95.1276,21.5595,35.0305,21.3101,79.0261,0.0000,0.0000,0.6712,61
Y+X2,K30,N5K,6,91.4297,87.5513,89.4045,80.9434,95.9017,100.0000,0.0000,1.3052,65
Y+X2,K30,N5K,7,93.3701,99.9823,96.5529,93.3547,98.9516,100.0000,0.0000,1.2365,60
Y+X2,K30,N5K,8,93.7367,97.8051,95.7097,91.7923,98.5131,100.0000,0.0000,1.2648,63
Y+X2,K30,N5K,9,94.0611,95.6554,94.8277,90.2237,97.7943,100.0000,0.0000,1.1185,63
Y+X2,K30,VF,1,96.3342,99.9902,98.1263,96.3251,99.8636,100.0000,0.0000,0.3714,172
Y+X2,K30,VF,10,93.9916,99.7810,96.7910,93.7962,99.6168,100.0000,0.0000,1.2932,207
Y+X2,K30,VF,11,40.9056,73.3327,45.7276,32.5256,93.1166,15.0000,5.5000,7.3455,201
Y+X2,K30,VF,2,93.1173,98.4892,95.4648,91.8876,99.5344,97.4026,1.2987,2.4219,232
Y+X2,K30,VF,3,86.0650,98.2267,89.9072,85.4735,98.6403,85.9729,3.6199,3.5584,222
Y+X2,K30,VF,4,96.7212,99.8815,98.2729,96.6104,99.7781,100.0000,0.0000,0.8359,177
Y+X2,K30,VF,5,75.1511,99.0384,82.2625,75.1305,99.0911,75.2336,6.5421,6.8161,215
Y+X2,K30,VF,6,88.5582,98.9440,92.3594,88.4660,99.2476,90.2326,2.7907,4.4845,216
Y+X2,K30,VF,7,94.1189,99.5779,96.3374,93.7330,99.5841,95.0893,1.3393,2.3440,225
Y+X2,K30,VF,8,95.9168,98.2825,97.0725,95.6502,99.8502,97.6415,0.9434,2.2994,213
Y+X2,K30,VF,9,95.9469,99.1759,97.2667,95.5938,99.8432,97.3568,1.7621,2.1696,228
Y+X2,K30,MTF,1,99.0458,99.5539,99.2978,98.6070,99.9795,100.0000,0.0000,0.2992,199
Y+X2,K30,MTF,10,99.6215,92.9201,96.1517,92.5966,99.5648,100.0000,0.0000,0.7057,30
Y+X2,K30,MTF,11,10.9580,99.9600,19.7337,10.9575,87.9128,0.0000,0.0000,0.7086,30
Y+X2,K30,MTF,13,98.3301,99.3797,98.8291,97.7312,99.8443,100.0000,0.0000,1.7281,30
Y+X2,K30,MTF,14,96.6213,99.9279,98.2450,96.5545,99.6805,100.0000,0.0000,0.4652,30
Y+X2,K30,MTF,2,83.5471,99.9960,87.2430,83.5435,92.4288,86.9347,0.0000,1.1945,200
Y+X2,K30,MTF,3,83.5479,99.9960,87.2436,83.5443,92.4290,86.9347,0.0000,1.1944,200
Y+X2,K30,MTF,4,99.9998,95.9572,97.9353,95.9570,99.8023,100.0000,0.0000,0.2093,200
Y+X2,K30,MTF,5,98.8308,99.2658,99.0461,98.1210,99.8637,100.0000,0.0000,0.2350,200
Y+X2,K30,MTF,6,97.4963,99.9918,98.7271,97.4886,99.9364,100.0000,0.0000,0.2594,200
Y+X2,K30,MTF,7,93.2770,87.5812,89.7783,82.7954,99.4507,94.9749,1.0050,2.3685,200
Y+X2,K30,MTF,8,99.6110,78.2976,87.2742,78.0210,99.3460,100.0000,0.0000,0.5824,200
Y+X2,K30,MTF,9,97.8227,99.5163,98.6577,97.3647,99.8657,100.0000,0.0000,1.0903,30
