method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+S2,K30_accept_fresh,N5K,1,93.4349,99.9917,96.5988,93.4277,97.5734,100.0000,0.0000,0.7645,64
Y+S2,K30_accept_fresh,N5K,10,92.7419,93.6357,92.8024,87.1272,96.7245,100.0000,1.7544,2.5298,58
Y+S2,K30_accept_fresh,N5K,2,96.9286,98.5317,97.7149,95.5383,99.3332,100.0000,0.0000,0.5885,61
Y+S2,K30_accept_fresh,N5K,3,95.3229,98.4152,96.8284,93.8574,99.1453,100.0000,0.0000,0.9159,63
Y+S2,K30_accept_fresh,N5K,4,92.3368,94.4744,92.0483,88.6023,99.1203,93.5484,1.6129,3.9350,63
Y+S2,K30_accept_fresh,N5K,5,93.7382,21.6705,35.0981,21.3567,78.9707,0.0000,0.0000,0.6563,61
Y+S2,K30_accept_fresh,N5K,6,91.2606,96.8975,93.9202,88.6305,97.5136,100.0000,0.0000,1.7022,65
Y+S2,K30_accept_fresh,N5K,7,93.5387,99.9774,96.6447,93.5186,98.9654,100.0000,0.0000,1.2066,60
Y+S2,K30_accept_fresh,N5K,8,95.2041,98.6360,96.8685,93.9439,98.8991,100.0000,0.0000,1.2510,63
Y+S2,K30_accept_fresh,N5K,9,95.0749,99.3578,97.1574,94.4903,98.7583,100.0000,0.0000,1.2487,63
Y+S2,K30_accept_fresh,VF,1,95.7400,99.9904,97.8136,95.7313,99.8566,100.0000,0.0000,0.4149,172
Y+S2,K30_accept_fresh,VF,10,94.0663,99.7860,96.8172,93.8747,99.6245,100.0000,0.4854,1.5628,207
Y+S2,K30_accept_fresh,VF,11,40.8303,73.2835,45.6254,32.4136,93.1042,14.5000,5.5000,7.3289,201
Y+S2,K30_accept_fresh,VF,2,94.2761,99.1641,96.3716,93.5922,99.6667,96.9697,1.7316,2.4299,232
Y+S2,K30_accept_fresh,VF,3,88.3569,94.1036,91.1106,88.3311,99.0187,93.6652,1.3575,2.7873,222
Y+S2,K30_accept_fresh,VF,4,96.0247,99.9513,97.9441,95.9799,99.7548,100.0000,0.0000,0.9315,177
Y+S2,K30_accept_fresh,VF,5,76.6317,84.9194,80.4745,76.5846,99.4843,84.1121,0.9346,3.0160,215
Y+S2,K30_accept_fresh,VF,6,68.2540,72.1237,69.8921,68.2051,98.0325,70.2326,1.8605,2.2898,216
Y+S2,K30_accept_fresh,VF,7,93.6655,99.8207,96.4418,93.5110,99.5867,97.7679,1.3393,2.5000,225
Y+S2,K30_accept_fresh,VF,8,84.2064,87.0942,85.5913,83.9984,99.0305,86.7925,0.9434,1.8052,213
Y+S2,K30_accept_fresh,VF,9,95.6072,99.1746,97.2577,95.2601,99.8297,98.2379,1.3216,2.2659,228
Y+S2,K30_accept_fresh,MTF,1,96.3068,99.1402,97.6944,95.4977,99.9341,100.0000,0.0000,0.7045,199
Y+S2,K30_accept_fresh,MTF,10,99.6950,91.5212,95.4291,91.2656,99.4833,100.0000,0.0000,0.7191,30
Y+S2,K30_accept_fresh,MTF,11,7.4842,69.9949,13.5116,7.4842,90.9117,0.0000,0.0000,0.8489,30
Y+S2,K30_accept_fresh,MTF,13,99.7275,97.9427,98.8073,97.6797,99.8491,100.0000,0.0000,1.6237,30
Y+S2,K30_accept_fresh,MTF,14,93.7481,96.5410,95.1212,93.6293,99.4442,96.5517,0.0000,3.9828,30
Y+S2,K30_accept_fresh,MTF,2,94.3858,99.9404,96.3989,94.3640,98.3210,97.9899,0.0000,0.9309,200
Y+S2,K30_accept_fresh,MTF,3,94.3858,99.9401,96.3990,94.3640,98.3218,97.9899,0.0000,0.9308,200
Y+S2,K30_accept_fresh,MTF,4,99.9794,96.2800,98.0932,96.2609,99.8147,100.0000,0.0000,0.2964,200
Y+S2,K30_accept_fresh,MTF,5,97.6747,99.9387,98.7920,97.6167,99.8287,100.0000,0.0000,0.3323,200
Y+S2,K30_accept_fresh,MTF,6,96.2766,99.9666,98.0851,96.2456,99.9041,100.0000,0.0000,0.4155,200
Y+S2,K30_accept_fresh,MTF,7,78.6557,86.7157,82.1780,77.4615,99.3051,86.9347,1.0050,2.2180,200
Y+S2,K30_accept_fresh,MTF,8,99.8780,74.8619,84.9001,74.7776,99.2536,100.0000,0.0000,0.7852,200
Y+S2,K30_accept_fresh,MTF,9,97.9646,98.9252,98.4368,96.9371,99.8430,100.0000,0.0000,1.1999,30
