method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
FoodMem,K20,N5K,1,92.7641,99.9844,96.2343,92.7504,97.3530,100.0000,0.0000,0.7263,64
FoodMem,K20,N5K,10,92.5677,99.3932,95.8464,92.0404,97.9376,100.0000,0.0000,1.1817,58
FoodMem,K20,N5K,2,96.1427,98.8554,97.4661,95.0621,99.2609,100.0000,0.0000,0.5261,61
FoodMem,K20,N5K,3,95.0027,98.0417,96.4892,93.2214,99.0593,100.0000,0.0000,0.6177,63
FoodMem,K20,N5K,4,96.7612,99.3369,98.0265,96.1343,99.6849,100.0000,0.0000,0.4569,63
FoodMem,K20,N5K,5,92.5077,98.7861,95.5297,91.4771,97.5157,100.0000,0.0000,0.8958,61
FoodMem,K20,N5K,6,92.2484,99.8344,95.8851,92.1068,98.3014,100.0000,0.0000,1.1187,65
FoodMem,K20,N5K,7,94.1907,99.8953,96.9502,94.0971,99.0725,100.0000,0.0000,1.2847,60
FoodMem,K20,N5K,8,95.3163,99.3153,97.2688,94.6881,99.0561,100.0000,0.0000,1.1279,63
FoodMem,K20,N5K,9,96.4477,97.1882,96.7974,93.8585,98.7195,100.0000,0.0000,0.9586,63
FoodMem,K20,VF,1,98.7014,99.5783,99.1371,98.2909,99.9439,100.0000,0.0000,0.2650,172
FoodMem,K20,VF,10,95.8385,99.4992,97.6253,95.3705,99.6972,100.0000,0.0000,1.0873,207
FoodMem,K20,VF,11,41.0986,72.8035,45.7006,32.4823,93.1714,15.5000,5.5000,7.3997,201
FoodMem,K20,VF,2,93.0426,96.1361,93.7187,89.5774,99.5029,95.2381,1.2987,2.7923,232
FoodMem,K20,VF,3,96.5556,99.1129,97.6957,95.8250,99.7328,98.1900,0.9050,1.7623,222
FoodMem,K20,VF,4,98.4664,99.3844,98.9212,97.8683,99.8693,100.0000,0.0000,0.4962,177
FoodMem,K20,VF,5,96.4419,99.4825,97.9342,95.9573,99.9263,100.0000,0.0000,0.6409,215
FoodMem,K20,VF,6,97.4700,99.5016,98.4686,97.0010,99.8411,100.0000,0.0000,0.7945,216
FoodMem,K20,VF,7,97.2475,99.2871,98.2495,96.5637,99.7614,100.0000,0.0000,0.7225,225
FoodMem,K20,VF,8,95.6291,98.6793,96.6000,94.7999,99.7891,95.7547,1.8868,3.1132,213
FoodMem,K20,VF,9,98.2083,99.5298,98.8631,97.7527,99.9189,100.0000,0.0000,0.3521,228
FoodMem,K20,MTF,1,99.8716,97.4101,98.6217,97.2869,99.9609,100.0000,0.0000,0.4453,199
FoodMem,K20,MTF,10,97.4416,96.9024,97.0040,94.5621,99.6330,100.0000,0.0000,2.0002,30
FoodMem,K20,MTF,11,93.9926,97.8423,95.8172,92.0726,99.8684,100.0000,0.0000,3.6394,30
FoodMem,K20,MTF,13,99.9863,96.6775,98.2867,96.6656,99.7833,100.0000,0.0000,1.6751,30
FoodMem,K20,MTF,14,99.3296,99.6360,99.4815,98.9714,99.9096,100.0000,0.0000,0.5204,30
FoodMem,K20,MTF,2,98.6425,99.9374,99.2846,98.5812,99.9084,100.0000,0.0000,0.1690,200
FoodMem,K20,MTF,3,98.6425,99.9374,99.2846,98.5812,99.9084,100.0000,0.0000,0.1690,200
FoodMem,K20,MTF,4,99.9995,94.2810,97.0533,94.2806,99.7196,100.0000,0.0000,0.2464,200
FoodMem,K20,MTF,5,99.6143,99.6378,99.6254,99.2548,99.9469,100.0000,0.0000,0.1762,200
FoodMem,K20,MTF,6,98.6109,99.9379,99.2688,98.5506,99.9631,100.0000,0.0000,0.2505,200
FoodMem,K20,MTF,7,92.4031,99.7966,95.7221,92.2271,99.7869,100.0000,0.0000,1.2964,200
FoodMem,K20,MTF,8,99.5227,88.6402,93.4748,88.2942,99.6329,98.9950,0.5025,1.0162,200
FoodMem,K20,MTF,9,99.9568,97.1134,98.5074,97.0723,99.8544,100.0000,0.0000,0.8613,30
