method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SF+S2,base,N5K,1,73.7761,78.5747,75.6507,63.1809,82.6821,57.1429,7.9365,5.8623,64
SF+S2,base,N5K,10,69.2128,75.3480,71.8525,59.6480,86.2916,68.4211,7.0175,6.9467,58
SF+S2,base,N5K,2,66.1110,65.5223,65.4819,53.1661,90.4608,51.6667,8.3333,7.9087,61
SF+S2,base,N5K,3,65.8667,65.7443,65.4526,52.7487,90.8512,56.4516,9.6774,8.1455,63
SF+S2,base,N5K,4,54.7781,59.1057,56.7156,42.6112,93.1106,33.8710,8.0645,6.8438,63
SF+S2,base,N5K,5,63.3203,68.2146,65.4082,50.6257,80.9412,53.3333,8.3333,5.6709,61
SF+S2,base,N5K,6,58.8533,64.2016,61.2550,46.4659,83.8479,42.1875,6.2500,6.7304,65
SF+S2,base,N5K,7,62.1456,66.5415,64.0223,50.3215,89.1779,67.7966,5.0847,6.8787,60
SF+S2,base,N5K,8,69.4739,70.4480,69.6490,57.0124,89.8693,59.6774,9.6774,7.2369,63
SF+S2,base,N5K,9,66.1550,70.3534,67.9157,54.3911,85.8376,59.6774,6.4516,6.4684,63
SF+S2,base,VF,1,99.5710,98.3416,98.9501,97.9232,99.9132,100.0000,0.0000,0.3251,172
SF+S2,base,VF,10,95.2989,99.7388,97.4605,95.0557,99.6935,100.0000,0.0000,1.0917,207
SF+S2,base,VF,11,40.9951,73.0291,45.7036,32.4609,93.1594,14.5000,5.5000,7.3649,201
SF+S2,base,VF,2,96.9305,97.9320,97.3793,94.9652,99.7704,100.0000,0.0000,1.0725,232
SF+S2,base,VF,3,96.3874,99.8626,98.0913,96.2714,99.7492,100.0000,0.0000,0.7604,222
SF+S2,base,VF,4,96.5730,99.9347,98.2220,96.5117,99.7860,100.0000,0.0000,0.7925,177
SF+S2,base,VF,5,96.9082,99.2445,98.0525,96.1942,99.9361,100.0000,0.0000,0.8369,215
SF+S2,base,VF,6,96.1387,99.8996,97.9807,96.0471,99.7832,100.0000,0.0000,0.6384,216
SF+S2,base,VF,7,95.4370,99.8927,97.6093,95.3378,99.7038,100.0000,0.0000,1.0049,225
SF+S2,base,VF,8,98.1081,99.7082,98.8994,97.8294,99.9395,100.0000,0.0000,0.3752,213
SF+S2,base,VF,9,97.4032,99.9222,98.6450,97.3295,99.9151,100.0000,0.0000,0.4310,228
SF+S2,base,MTF,1,32.8721,34.3491,33.3000,23.1147,98.1471,9.5960,6.0606,8.9352,199
SF+S2,base,MTF,10,8.0222,7.3656,7.6100,6.8488,89.0866,3.4483,3.4483,4.2519,30
SF+S2,base,MTF,11,26.6114,29.2233,27.4820,19.9404,97.8523,6.8966,20.6897,16.5307,30
SF+S2,base,MTF,13,41.5003,39.8118,40.3200,28.4801,92.3868,3.4483,13.7931,14.0219,30
SF+S2,base,MTF,14,17.3701,17.7480,16.2389,11.9018,84.3163,3.4483,6.8966,7.5425,30
SF+S2,base,MTF,2,62.5460,62.2481,62.1401,46.7621,95.1840,26.6332,3.0151,7.9934,200
SF+S2,base,MTF,3,62.5460,62.2481,62.1401,46.7621,95.1840,26.6332,3.0151,7.9934,200
SF+S2,base,MTF,4,39.8212,37.7405,37.3889,24.6760,93.9842,1.0050,1.5075,3.7512,200
SF+S2,base,MTF,5,71.0988,71.1292,70.9424,56.4164,95.9561,52.2613,3.0151,7.0280,200
SF+S2,base,MTF,6,43.6167,43.3724,43.2516,31.1382,97.1689,15.0754,5.5276,9.1455,200
SF+S2,base,MTF,7,37.3655,35.4000,35.5040,24.3233,96.8983,4.0201,6.5327,8.6456,200
SF+S2,base,MTF,8,33.9838,9.8042,15.1092,8.9404,96.9316,0.0000,0.0000,2.7643,200
SF+S2,base,MTF,9,21.3386,21.7873,21.1918,15.4665,92.0281,3.4483,6.8966,11.4335,30
