method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+S2,K30,N5K,1,94.0747,99.4273,96.6703,93.6176,97.6239,100.0000,0.0000,1.7088,64
Y+S2,K30,N5K,10,92.7419,93.6357,92.8024,87.1272,96.7245,100.0000,1.7544,2.5298,58
Y+S2,K30,N5K,2,97.5947,97.3650,97.4685,95.1741,99.2590,100.0000,1.6667,1.7059,61
Y+S2,K30,N5K,3,96.0865,97.0551,96.5393,93.4167,99.0673,100.0000,1.6129,2.1570,63
Y+S2,K30,N5K,4,92.3368,94.4744,92.0483,88.6023,99.1203,93.5484,1.6129,3.9350,63
Y+S2,K30,N5K,5,93.7382,21.6705,35.0981,21.3567,78.9707,0.0000,0.0000,0.6563,61
Y+S2,K30,N5K,6,90.3603,95.9862,92.9690,87.2002,97.0792,100.0000,3.1250,3.3082,65
Y+S2,K30,N5K,7,93.2234,99.4615,96.2317,92.9421,98.8200,100.0000,1.6949,2.7172,60
Y+S2,K30,N5K,8,95.4571,97.5353,96.4464,93.2754,98.7716,100.0000,1.6129,2.8949,63
Y+S2,K30,N5K,9,95.0078,99.0869,96.9898,94.2558,98.6770,100.0000,1.6129,2.0541,63
Y+S2,K30,VF,1,95.8252,99.9743,97.8501,95.8017,99.8612,100.0000,0.0000,0.4255,172
Y+S2,K30,VF,10,94.5206,99.8010,97.0800,94.3370,99.6579,100.0000,0.0000,1.1719,207
Y+S2,K30,VF,11,40.9997,73.0986,45.7228,32.4863,93.1543,14.5000,5.5000,7.3627,201
Y+S2,K30,VF,2,95.1887,99.4469,97.1528,94.7145,99.7618,98.2684,0.8658,1.7829,232
Y+S2,K30,VF,3,93.4310,98.3512,95.6600,93.3431,99.4773,95.9276,1.8100,3.4688,222
Y+S2,K30,VF,4,96.2362,99.9537,98.0561,96.1930,99.7651,100.0000,0.0000,0.8541,177
Y+S2,K30,VF,5,90.6750,97.1121,93.7681,90.5894,99.7668,96.7290,0.9346,2.4179,215
Y+S2,K30,VF,6,68.5150,72.1307,70.0292,68.4596,98.0530,70.2326,1.8605,2.2736,216
Y+S2,K30,VF,7,94.1265,99.9218,96.7604,94.0593,99.6232,97.7679,0.8929,2.0744,225
Y+S2,K30,VF,8,85.1512,87.0119,86.0701,84.8570,99.0549,86.7925,0.4717,1.2184,213
Y+S2,K30,VF,9,96.4964,99.3653,97.8316,96.3158,99.8755,98.2379,0.8811,1.8502,228
Y+S2,K30,MTF,1,96.6756,98.9761,97.8017,95.7677,99.9364,100.0000,1.0101,1.3343,199
Y+S2,K30,MTF,10,99.6950,91.5212,95.4291,91.2656,99.4833,100.0000,0.0000,0.7191,30
Y+S2,K30,MTF,11,7.4842,69.9949,13.5116,7.4842,90.9117,0.0000,0.0000,0.8489,30
Y+S2,K30,MTF,13,99.7275,97.9427,98.8073,97.6797,99.8491,100.0000,0.0000,1.6237,30
Y+S2,K30,MTF,14,93.7481,96.5410,95.1212,93.6293,99.4442,96.5517,0.0000,3.9828,30
Y+S2,K30,MTF,2,94.3858,99.9404,96.3989,94.3640,98.3210,97.9899,0.0000,0.9309,200
Y+S2,K30,MTF,3,94.3858,99.9401,96.3990,94.3640,98.3218,97.9899,0.0000,0.9308,200
Y+S2,K30,MTF,4,99.9794,96.2800,98.0932,96.2609,99.8147,100.0000,0.0000,0.2964,200
Y+S2,K30,MTF,5,97.3822,99.0947,98.2135,96.6612,99.7530,100.0000,2.0101,1.7969,200
Y+S2,K30,MTF,6,96.7242,99.7660,98.2175,96.5724,99.9083,100.0000,0.5025,0.8908,200
Y+S2,K30,MTF,7,78.6557,86.7157,82.1780,77.4615,99.3051,86.9347,1.0050,2.2180,200
Y+S2,K30,MTF,8,99.8780,74.8619,84.9001,74.7776,99.2536,100.0000,0.0000,0.7852,200
Y+S2,K30,MTF,9,97.9646,98.9252,98.4368,96.9371,99.8430,100.0000,0.0000,1.1999,30
