method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SeTM+S3,K30,N5K,1,94.5137,99.9649,97.1598,94.4825,97.9763,100.0000,0.0000,0.7183,64
SeTM+S3,K30,N5K,10,93.4454,99.4066,96.3242,92.9243,98.1881,100.0000,0.0000,1.1339,58
SeTM+S3,K30,N5K,2,93.2946,99.6017,96.3309,92.9404,98.8996,100.0000,0.0000,1.1622,61
SeTM+S3,K30,N5K,3,94.1223,99.3665,96.6665,93.5548,99.0785,100.0000,0.0000,0.7696,63
SeTM+S3,K30,N5K,4,97.9398,99.2517,98.5882,97.2190,99.7771,100.0000,0.0000,0.4661,63
SeTM+S3,K30,N5K,5,95.2281,99.2439,97.1914,94.5442,98.4719,100.0000,0.0000,0.6822,61
SeTM+S3,K30,N5K,6,91.9742,99.9000,95.7667,91.8897,98.2378,100.0000,0.0000,1.2338,65
SeTM+S3,K30,N5K,7,92.6667,99.9592,96.1644,92.6307,98.8208,100.0000,0.0000,1.4196,60
SeTM+S3,K30,N5K,8,97.1615,99.2318,98.1807,96.4301,99.3687,100.0000,0.0000,0.8540,63
SeTM+S3,K30,N5K,9,97.6711,99.1426,98.3971,96.8484,99.3048,100.0000,0.0000,0.6818,63
SeTM+S3,K30,VF,1,99.3121,98.9426,99.1254,98.2689,99.9461,100.0000,0.0000,0.3385,172
SeTM+S3,K30,VF,10,94.2242,99.7560,96.9022,94.0020,99.6221,100.0000,0.0000,1.3169,207
SeTM+S3,K30,VF,11,41.1913,72.7312,45.7324,32.4678,93.2079,13.5000,5.5000,7.3828,201
SeTM+S3,K30,VF,2,96.7202,95.5642,96.0641,92.5123,99.6372,100.0000,0.0000,1.3393,232
SeTM+S3,K30,VF,3,96.7806,99.7725,98.2501,96.5773,99.7355,100.0000,0.4525,0.9043,222
SeTM+S3,K30,VF,4,97.9470,99.7089,98.8172,97.6651,99.8580,100.0000,0.0000,0.6954,177
SeTM+S3,K30,VF,5,97.1865,98.7837,97.9663,96.0209,99.9293,100.0000,0.0000,0.6829,215
SeTM+S3,K30,VF,6,98.7894,99.1234,98.9525,97.9320,99.8944,100.0000,0.0000,0.4313,216
SeTM+S3,K30,VF,7,93.8263,99.9493,96.7831,93.7806,99.5902,100.0000,0.0000,1.5489,225
SeTM+S3,K30,VF,8,97.3779,99.5786,98.4126,96.9763,99.8803,99.0566,0.4717,1.0984,213
SeTM+S3,K30,VF,9,97.2597,99.8481,98.5332,97.1150,99.9107,100.0000,0.0000,0.5701,228
