method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SC+X2,K30,N5K,1,92.5718,91.6738,91.1512,85.1832,94.4740,96.8254,1.5873,3.5457,64
SC+X2,K30,N5K,10,89.8366,65.8548,75.3202,61.1688,89.8170,75.4386,0.0000,1.7641,58
SC+X2,K30,N5K,2,88.1854,99.9950,93.7050,88.1812,98.0930,100.0000,0.0000,0.8302,61
SC+X2,K30,N5K,3,89.5062,99.2127,94.0894,88.8761,98.3567,100.0000,0.0000,0.9277,63
SC+X2,K30,N5K,4,95.2470,83.5159,86.2927,79.7385,98.4404,91.9355,3.2258,2.7019,63
SC+X2,K30,N5K,5,82.6342,99.6761,90.3029,82.4185,94.1981,100.0000,0.0000,0.9686,61
SC+X2,K30,N5K,6,73.5190,100.0000,84.6048,73.5190,92.4516,100.0000,0.0000,1.1626,65
SC+X2,K30,N5K,7,95.1474,99.5516,97.2893,94.7391,99.1889,100.0000,0.0000,1.1565,60
SC+X2,K30,N5K,8,91.7577,99.7897,95.5998,91.5789,98.4500,100.0000,0.0000,1.3805,63
SC+X2,K30,N5K,9,94.7232,60.9446,67.5988,58.0576,89.6173,64.5161,0.0000,2.9658,63
SC+X2,K30,VF,1,96.3924,56.7210,59.7491,54.9775,96.9369,54.9708,1.7544,4.7745,172
SC+X2,K30,VF,10,94.0877,97.8821,95.6491,92.1225,99.5094,99.0291,0.4854,2.4982,207
SC+X2,K30,VF,11,41.3442,71.8702,45.4325,32.2280,93.2381,13.0000,6.0000,7.8097,201
SC+X2,K30,VF,2,96.1788,71.6924,78.3616,68.9361,98.7843,75.7576,6.4935,9.5797,232
SC+X2,K30,VF,3,1.3514,0.0016,0.0032,0.0016,92.3730,0.0000,0.0000,0.0020,222
SC+X2,K30,VF,4,49.0559,6.9656,11.2633,6.9640,94.0736,0.0000,0.5682,2.2266,177
SC+X2,K30,VF,5,99.6484,91.8620,95.1548,91.5473,99.8458,97.1963,1.4019,3.4403,215
SC+X2,K30,VF,6,94.5232,72.6357,76.9231,70.8219,97.9554,71.6279,8.3721,9.6452,216
SC+X2,K30,VF,7,0.4444,0.0000,0.0000,0.0000,93.2712,0.0000,0.0000,0.0000,225
SC+X2,K30,VF,8,93.5935,89.3826,89.8787,88.6317,99.8307,88.6792,2.8302,3.1848,213
SC+X2,K30,VF,9,11.3767,0.0554,0.1097,0.0554,96.3537,0.0000,0.0000,0.0580,228
SC+X2,K30,MTF,1,99.4975,18.2818,29.5639,18.2818,98.8159,0.0000,0.0000,2.6079,199
SC+X2,K30,MTF,10,98.8503,97.9214,98.3831,96.8248,99.8159,100.0000,0.0000,0.6099,30
SC+X2,K30,MTF,11,90.8328,98.3686,94.3950,89.4921,99.8221,100.0000,0.0000,3.8510,30
SC+X2,K30,MTF,13,98.4522,92.8356,95.5128,91.5103,99.4294,100.0000,0.0000,2.6540,30
SC+X2,K30,MTF,14,98.4142,99.8878,99.1444,98.3069,99.8462,100.0000,0.0000,0.5067,30
SC+X2,K30,MTF,2,99.5695,98.1791,98.8324,97.7542,99.8366,100.0000,0.0000,0.3525,200
SC+X2,K30,MTF,3,99.5695,98.1791,98.8324,97.7542,99.8366,100.0000,0.0000,0.3525,200
SC+X2,K30,MTF,4,100.0000,76.3976,84.1215,76.3976,98.9292,88.4422,1.5075,4.2784,200
SC+X2,K30,MTF,5,99.0703,99.8143,99.4396,98.8901,99.9195,100.0000,0.0000,0.1817,200
SC+X2,K30,MTF,6,96.0357,99.9953,97.9737,96.0317,99.8979,100.0000,0.0000,0.2993,200
SC+X2,K30,MTF,7,79.3138,15.1758,24.1908,14.1477,97.7568,0.0000,0.0000,1.2996,200
SC+X2,K30,MTF,8,98.4923,81.0479,87.9761,80.2693,99.4434,97.4874,0.5025,2.3121,200
SC+X2,K30,MTF,9,97.9267,99.8592,98.8789,97.7947,99.8878,100.0000,0.0000,1.0069,30
