method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SC+S3,K30_union,N5K,1,92.9940,96.6352,94.5972,90.0058,96.1305,100.0000,0.0000,1.2032,64
SC+S3,K30_union,N5K,10,92.6115,91.2094,91.0720,84.9237,95.8408,94.7368,3.5088,4.2056,58
SC+S3,K30_union,N5K,2,86.9156,99.9169,92.9463,86.8481,97.8396,100.0000,0.0000,1.5265,61
SC+S3,K30_union,N5K,3,88.0333,99.3975,93.3554,87.5627,98.1153,100.0000,0.0000,1.1408,63
SC+S3,K30_union,N5K,4,90.5101,98.4669,94.1653,89.1818,99.0518,100.0000,0.0000,1.3842,63
SC+S3,K30_union,N5K,5,85.4367,99.9724,92.0980,85.4165,95.3519,100.0000,0.0000,1.6528,61
SC+S3,K30_union,N5K,6,77.6128,99.9998,87.2732,77.6126,93.9712,100.0000,0.0000,3.0740,65
SC+S3,K30_union,N5K,7,95.0638,99.6825,97.3095,94.7771,99.1957,100.0000,0.0000,1.2797,60
SC+S3,K30_union,N5K,8,90.1860,99.8207,94.7496,90.0360,98.1595,100.0000,0.0000,1.3888,63
SC+S3,K30_union,N5K,9,93.5199,67.5674,69.2346,63.4968,90.6923,59.6774,4.8387,6.1603,63
SC+S3,K30_union,VF,1,1.1967,0.0414,0.0792,0.0410,95.4608,0.0000,0.0000,0.0574,172
SC+S3,K30_union,VF,10,89.9249,99.7369,94.5622,89.7094,99.3888,100.0000,0.0000,1.5032,207
SC+S3,K30_union,VF,11,41.6204,72.0020,45.7927,32.5070,93.3041,13.5000,5.5000,7.4679,201
SC+S3,K30_union,VF,2,99.5247,95.2505,97.2797,94.8119,99.7815,100.0000,0.0000,1.2393,232
SC+S3,K30_union,VF,3,75.2358,0.8229,1.5949,0.8227,92.4079,0.0000,0.0000,0.5811,222
SC+S3,K30_union,VF,4,95.0584,10.3148,18.0523,10.3089,93.8828,0.0000,1.1364,4.1022,177
SC+S3,K30_union,VF,5,99.9017,86.0000,92.2843,85.9275,99.7588,99.0654,1.4019,2.9074,215
SC+S3,K30_union,VF,6,99.8783,8.5726,15.0150,8.5706,94.5549,0.0000,2.3256,4.1605,216
SC+S3,K30_union,VF,7,47.5987,0.1422,0.2821,0.1422,93.3054,0.0000,0.0000,0.1472,225
SC+S3,K30_union,VF,8,99.2568,98.6317,98.9384,97.9091,99.9472,100.0000,0.0000,0.4875,213
SC+S3,K30_union,VF,9,99.2640,1.2469,2.4565,1.2469,96.3862,0.0000,0.0000,0.3113,228
