method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SF+S3,K30_accept_fresh,N5K,1,94.4592,99.9354,97.1172,94.4016,97.9540,100.0000,0.0000,0.7645,64
SF+S3,K30_accept_fresh,N5K,10,93.7052,98.6424,96.0975,92.5028,98.0904,100.0000,0.0000,1.1905,58
SF+S3,K30_accept_fresh,N5K,2,98.7999,96.8063,97.7838,95.6745,99.3678,100.0000,0.0000,0.6092,61
SF+S3,K30_accept_fresh,N5K,3,97.5769,97.4611,97.5112,95.1463,99.3259,100.0000,0.0000,0.4762,63
SF+S3,K30_accept_fresh,N5K,4,91.5171,99.9651,95.5441,91.4874,99.2624,100.0000,0.0000,0.9502,63
SF+S3,K30_accept_fresh,N5K,5,93.4524,99.5090,96.3792,93.0224,97.9937,100.0000,0.0000,0.7680,61
SF+S3,K30_accept_fresh,N5K,6,90.9971,99.9557,95.2562,90.9599,98.0011,100.0000,0.0000,1.2144,65
SF+S3,K30_accept_fresh,N5K,7,94.2486,99.9360,96.9999,94.1907,99.0879,100.0000,0.0000,1.3137,60
SF+S3,K30_accept_fresh,N5K,8,98.2010,98.5239,98.3534,96.7642,99.4315,100.0000,0.0000,0.6464,63
SF+S3,K30_accept_fresh,N5K,9,94.6606,99.7854,97.1420,94.4644,98.7644,100.0000,0.0000,0.9720,63
SF+S3,K30_accept_fresh,VF,1,99.6634,95.9284,97.6552,95.6384,99.8906,98.8304,1.1696,1.6627,172
SF+S3,K30_accept_fresh,VF,10,95.5055,99.4632,97.3850,95.0098,99.6822,100.0000,0.4854,1.1406,207
SF+S3,K30_accept_fresh,VF,11,41.1615,72.8122,45.7810,32.5267,93.2053,14.5000,5.5000,7.3837,201
SF+S3,K30_accept_fresh,VF,2,95.2499,96.7540,95.9602,92.3252,99.7320,100.0000,0.0000,1.2064,232
SF+S3,K30_accept_fresh,VF,3,96.3017,99.6471,97.9381,95.9881,99.7289,100.0000,0.4525,1.0906,222
SF+S3,K30_accept_fresh,VF,4,97.6770,99.7194,98.6841,97.4049,99.8145,100.0000,0.0000,0.6836,177
SF+S3,K30_accept_fresh,VF,5,98.9609,92.1315,94.6785,91.1909,99.8877,93.4579,2.8037,3.2235,215
SF+S3,K30_accept_fresh,VF,6,95.7220,99.8577,97.7410,95.5906,99.7522,100.0000,0.0000,0.9309,216
SF+S3,K30_accept_fresh,VF,7,95.6202,99.6525,97.5879,95.2989,99.6829,100.0000,0.0000,1.1981,225
SF+S3,K30_accept_fresh,VF,8,98.0463,99.5597,98.7917,97.6171,99.9146,100.0000,0.0000,0.6117,213
SF+S3,K30_accept_fresh,VF,9,96.6003,99.6982,98.0629,96.3181,99.8915,100.0000,0.4405,1.0277,228
