method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SC+S3,base,N5K,1,94.2893,97.2864,95.6308,91.8766,96.8861,100.0000,0.0000,1.5591,64
SC+S3,base,N5K,10,92.5544,94.1304,92.8030,87.4220,96.5753,94.7368,1.7544,2.9845,58
SC+S3,base,N5K,2,86.1081,99.9062,92.4759,86.0336,97.6847,100.0000,0.0000,1.6329,61
SC+S3,base,N5K,3,88.1107,99.4109,93.4000,87.6464,98.1280,100.0000,0.0000,1.3662,63
SC+S3,base,N5K,4,95.2965,97.5877,96.2941,93.1073,99.4300,100.0000,1.6129,2.6556,63
SC+S3,base,N5K,5,86.1182,99.9455,92.4815,86.0785,95.5803,100.0000,0.0000,1.0721,61
SC+S3,base,N5K,6,78.0368,99.9983,87.4759,78.0357,93.9903,100.0000,0.0000,1.7599,65
SC+S3,base,N5K,7,94.8915,99.6307,97.1926,94.5578,99.1669,100.0000,0.0000,1.2759,60
SC+S3,base,N5K,8,92.1963,99.7416,95.8133,91.9746,98.5344,100.0000,0.0000,1.5749,63
SC+S3,base,N5K,9,81.3708,11.5586,19.4446,11.4794,80.5226,0.0000,3.2258,3.6655,63
SC+S3,base,VF,1,36.6156,2.7496,4.9559,2.7489,95.7044,0.0000,0.0000,0.9422,172
SC+S3,base,VF,10,91.1130,99.4126,95.0733,90.6219,99.4279,100.0000,0.0000,1.1773,207
SC+S3,base,VF,11,41.8343,71.5962,45.8143,32.5041,93.3549,12.5000,5.5000,7.4904,201
SC+S3,base,VF,2,99.2110,89.0102,92.8377,88.5448,99.4408,93.5065,2.5974,5.5199,232
SC+S3,base,VF,3,75.2358,0.8229,1.5949,0.8227,92.4079,0.0000,0.0000,0.5811,222
SC+S3,base,VF,4,92.4214,39.9033,47.8851,39.8351,94.9677,31.2500,6.2500,10.4508,177
SC+S3,base,VF,5,99.8731,84.1529,91.2003,84.0585,99.7153,99.0654,0.4673,2.4611,215
SC+S3,base,VF,6,99.9232,0.9021,1.7766,0.9021,94.1686,0.0000,0.0000,0.3775,216
SC+S3,base,VF,7,47.5987,0.1422,0.2821,0.1422,93.3054,0.0000,0.0000,0.1472,225
SC+S3,base,VF,8,99.4944,97.5508,98.5096,97.0726,99.9136,100.0000,0.0000,0.5332,213
SC+S3,base,VF,9,99.2640,1.2469,2.4565,1.2469,96.3862,0.0000,0.0000,0.3113,228
SC+S3,base,MTF,1,94.9437,4.2548,8.1021,4.2547,98.6337,0.0000,0.0000,1.0282,199
SC+S3,base,MTF,10,98.7594,97.2540,97.9962,96.0782,99.7692,100.0000,0.0000,0.8833,30
SC+S3,base,MTF,11,89.8872,98.7624,94.0528,88.8931,99.8096,100.0000,0.0000,4.1012,30
SC+S3,base,MTF,13,99.9983,92.2676,95.9580,92.2662,99.4939,100.0000,0.0000,1.9896,30
SC+S3,base,MTF,14,97.5377,99.7237,98.6150,97.2737,99.7597,100.0000,0.0000,0.8221,30
SC+S3,base,MTF,2,99.9665,94.7470,97.2789,94.7174,99.6636,100.0000,0.0000,0.5007,200
SC+S3,base,MTF,3,99.9665,94.7470,97.2789,94.7174,99.6636,100.0000,0.0000,0.5007,200
SC+S3,base,MTF,4,100.0000,83.0360,90.6729,83.0360,99.1633,100.0000,0.0000,1.0223,200
SC+S3,base,MTF,5,98.9859,99.4917,99.2366,98.4898,99.8915,100.0000,0.0000,0.2103,200
SC+S3,base,MTF,6,90.7787,99.9741,95.1473,90.7568,99.7500,100.0000,0.0000,1.4122,200
SC+S3,base,MTF,7,88.8584,58.7475,68.3965,54.8627,98.8091,30.6533,7.0352,9.0229,200
SC+S3,base,MTF,8,98.4641,66.9594,78.3372,66.3962,99.0370,88.9447,5.5276,5.6695,200
SC+S3,base,MTF,9,97.3542,99.4656,98.3913,96.8473,99.8379,100.0000,0.0000,1.1268,30
