method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+S3,K10,N5K,1,93.8726,99.9719,96.8230,93.8480,97.7531,100.0000,0.0000,0.8066,64
Y+S3,K10,N5K,10,92.4033,85.4535,85.8184,79.3373,94.9128,85.9649,1.7544,4.0636,58
Y+S3,K10,N5K,2,93.0404,98.9965,95.9170,92.1712,98.7775,100.0000,0.0000,1.1559,61
Y+S3,K10,N5K,3,93.9282,99.0797,96.4245,93.1064,98.9998,100.0000,0.0000,0.7349,63
Y+S3,K10,N5K,4,90.0367,78.6584,79.0831,71.2072,97.4813,67.7419,4.8387,4.7842,63
Y+S3,K10,N5K,5,91.2449,22.1152,35.4332,21.6464,78.9029,0.0000,1.6667,1.3117,61
Y+S3,K10,N5K,6,90.0046,93.9309,91.6953,84.9490,96.5964,100.0000,0.0000,1.5627,65
Y+S3,K10,N5K,7,89.7721,99.9994,94.5950,89.7716,98.3300,100.0000,0.0000,1.3751,60
Y+S3,K10,N5K,8,94.2512,98.7275,96.4214,93.1003,98.7482,100.0000,0.0000,1.3121,63
Y+S3,K10,N5K,9,94.8260,99.0554,96.8823,93.9810,98.6640,100.0000,0.0000,1.2216,63
Y+S3,K10,VF,1,91.9897,97.7909,94.6875,91.9377,99.6909,95.3216,1.7544,4.7710,172
Y+S3,K10,VF,10,84.7350,99.9254,90.1332,84.6927,99.0162,88.3495,1.9417,4.0627,207
Y+S3,K10,VF,11,41.0070,73.0853,45.7256,32.4818,93.1620,14.5000,5.5000,7.3492,201
Y+S3,K10,VF,2,81.0242,84.6430,81.9920,78.1964,98.4540,80.9524,2.5974,4.8071,232
Y+S3,K10,VF,3,84.9344,98.5587,89.9460,84.8765,98.6856,87.3303,2.2624,4.2592,222
Y+S3,K10,VF,4,92.3181,99.9385,95.2016,92.2787,99.4125,92.6136,2.2727,4.1092,177
Y+S3,K10,VF,5,77.7290,90.7662,82.6020,77.6892,99.0630,84.1121,2.3364,4.9985,215
Y+S3,K10,VF,6,69.3319,74.0047,71.3034,69.2726,98.1289,70.6977,1.8605,4.0779,216
Y+S3,K10,VF,7,85.8594,99.0684,91.0332,85.8352,99.0635,88.3929,2.6786,4.2121,225
Y+S3,K10,VF,8,85.4592,90.4706,87.5940,85.3323,99.0700,85.3774,2.8302,4.8005,213
Y+S3,K10,VF,9,77.4651,87.4568,80.4226,76.5261,98.7928,72.6872,3.9648,6.6505,228
Y+S3,K10,MTF,1,93.1924,99.7413,96.3437,92.9596,99.8941,100.0000,0.0000,1.4617,199
Y+S3,K10,MTF,10,99.6612,92.7013,96.0517,92.4121,99.5519,100.0000,0.0000,0.9669,30
Y+S3,K10,MTF,11,21.4262,99.8147,29.7302,21.2937,89.9531,6.8966,3.4483,6.5378,30
Y+S3,K10,MTF,13,99.7079,97.6435,98.6412,97.3584,99.8290,100.0000,0.0000,1.8607,30
Y+S3,K10,MTF,14,96.2264,99.8414,97.9924,96.0772,99.6563,100.0000,0.0000,1.2761,30
Y+S3,K10,MTF,2,96.5316,99.9278,98.0227,96.4626,99.4498,99.4975,0.0000,0.9750,200
Y+S3,K10,MTF,3,96.5233,99.9278,98.0183,96.4543,99.4494,99.4975,0.0000,0.9534,200
Y+S3,K10,MTF,4,99.6001,96.7468,98.0822,96.3579,99.8051,98.9950,0.5025,1.1671,200
Y+S3,K10,MTF,5,98.2104,96.9985,97.2567,95.2732,99.3801,98.9950,1.0050,1.4761,200
Y+S3,K10,MTF,6,95.0459,99.9836,97.4462,95.0309,99.8713,100.0000,0.0000,0.9588,200
Y+S3,K10,MTF,7,82.6325,83.7302,80.0631,69.6207,98.6704,79.3970,2.0101,2.8727,200
Y+S3,K10,MTF,8,98.9707,71.1244,82.2232,70.6780,98.8177,97.9899,1.0050,2.0547,200
Y+S3,K10,MTF,9,98.0265,98.8773,98.4440,96.9513,99.8430,100.0000,0.0000,1.1816,30
