method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Seg+S2,K30_accept_fresh,N5K,1,86.2571,99.9365,92.2107,86.2023,93.2868,100.0000,0.0000,2.1386,64
Seg+S2,K30_accept_fresh,N5K,10,90.5348,99.9224,94.9866,90.4716,97.5036,100.0000,0.0000,1.3675,58
Seg+S2,K30_accept_fresh,N5K,2,92.5934,99.6805,95.8855,92.3045,98.6293,100.0000,0.0000,0.9843,61
Seg+S2,K30_accept_fresh,N5K,3,90.5972,99.0712,94.5334,89.8371,98.4271,100.0000,1.6129,2.3969,63
Seg+S2,K30_accept_fresh,N5K,4,96.8625,42.4234,56.9255,41.5893,95.3815,27.4194,3.2258,4.8248,63
Seg+S2,K30_accept_fresh,N5K,5,87.7786,98.9909,92.7019,86.9094,95.4745,100.0000,1.6667,2.7212,61
Seg+S2,K30_accept_fresh,N5K,6,88.6166,96.8391,92.1635,86.0411,96.6766,100.0000,3.1250,3.8946,65
Seg+S2,K30_accept_fresh,N5K,7,91.0669,99.7770,94.9270,90.8705,98.0210,96.6102,1.6949,4.4232,60
Seg+S2,K30_accept_fresh,N5K,8,90.4533,99.5038,94.5812,90.0134,97.8669,100.0000,1.6129,2.4346,63
Seg+S2,K30_accept_fresh,N5K,9,91.7285,99.7604,95.3681,91.5144,97.7099,100.0000,1.6129,3.3404,63
Seg+S2,K30_accept_fresh,VF,1,99.7082,79.7354,87.7287,79.4812,99.1835,92.3977,7.6023,8.8258,172
Seg+S2,K30_accept_fresh,VF,10,97.4793,97.8339,97.5606,95.3820,99.7344,100.0000,1.9417,2.3254,207
Seg+S2,K30_accept_fresh,VF,11,3.4826,0.0141,0.0280,0.0141,94.8542,0.0000,0.0000,0.0092,201
Seg+S2,K30_accept_fresh,VF,2,0.0049,0.0008,0.0014,0.0007,95.2021,0.0000,0.0000,0.0013,232
Seg+S2,K30_accept_fresh,VF,3,99.2622,86.5669,91.8550,86.3281,99.3732,95.0226,5.8824,5.7218,222
Seg+S2,K30_accept_fresh,VF,4,96.9745,96.7671,96.3557,94.3324,99.7127,93.7500,2.2727,4.1964,177
Seg+S2,K30_accept_fresh,VF,5,99.5703,74.5310,84.2713,74.2723,99.5738,89.7196,7.0093,8.7343,215
Seg+S2,K30_accept_fresh,VF,6,99.7549,86.8885,91.7610,86.6799,99.4337,94.4186,7.9070,8.8935,216
Seg+S2,K30_accept_fresh,VF,7,97.7820,96.9316,97.0365,94.7730,99.7177,96.4286,1.7857,3.0376,225
Seg+S2,K30_accept_fresh,VF,8,0.9391,0.0099,0.0196,0.0099,96.1301,0.0000,0.0000,0.0199,213
Seg+S2,K30_accept_fresh,VF,9,70.1567,12.3430,18.8619,12.3375,96.7445,3.9648,1.7621,4.1018,228
Seg+S2,K30_accept_fresh,MTF,1,42.2111,5.9113,10.2888,5.9113,98.6665,0.0000,0.0000,0.9035,199
Seg+S2,K30_accept_fresh,MTF,10,0.0000,0.0000,0.0000,0.0000,93.9587,0.0000,0.0000,0.0000,30
Seg+S2,K30_accept_fresh,MTF,11,99.5334,61.6133,75.9145,61.4449,99.4316,89.6552,0.0000,5.1385,30
Seg+S2,K30_accept_fresh,MTF,13,99.9997,67.9210,79.1095,67.9208,97.8898,72.4138,17.2414,17.7394,30
Seg+S2,K30_accept_fresh,MTF,14,99.9486,18.1284,29.9144,18.1257,92.4823,0.0000,0.0000,5.8683,30
Seg+S2,K30_accept_fresh,MTF,2,44.6817,99.7730,61.5939,44.6382,92.1418,10.5528,0.0000,0.9245,200
Seg+S2,K30_accept_fresh,MTF,3,44.6817,99.7730,61.5939,44.6382,92.1418,10.5528,0.0000,0.9245,200
Seg+S2,K30_accept_fresh,MTF,4,91.5000,5.3504,9.9348,5.3504,95.2067,0.0000,0.0000,1.2312,200
Seg+S2,K30_accept_fresh,MTF,5,77.0470,99.3439,86.4191,76.4947,97.8427,99.4975,0.0000,1.8694,200
Seg+S2,K30_accept_fresh,MTF,6,76.7621,99.2028,84.9987,76.0444,99.0161,90.4523,5.5276,5.7047,200
Seg+S2,K30_accept_fresh,MTF,7,82.4638,99.1121,89.1415,81.7337,99.3862,96.4824,2.0101,3.6937,200
Seg+S2,K30_accept_fresh,MTF,8,96.4867,97.0695,96.3681,93.7534,99.7801,96.9849,2.5126,3.3970,200
Seg+S2,K30_accept_fresh,MTF,9,3.3333,0.0001,0.0003,0.0001,94.9471,0.0000,0.0000,0.0003,30
