method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+X2,K10,N5K,1,93.1515,99.9374,96.4217,93.0971,97.4690,100.0000,0.0000,0.7333,64
Y+X2,K10,N5K,10,92.0938,58.5888,68.7197,55.4205,89.3040,73.6842,0.0000,2.8193,58
Y+X2,K10,N5K,2,97.1017,97.9626,97.5159,95.1607,99.2712,100.0000,0.0000,0.5149,61
Y+X2,K10,N5K,3,95.1047,98.5687,96.8014,93.8114,99.1503,100.0000,0.0000,0.6782,63
Y+X2,K10,N5K,4,93.2828,86.7197,86.1615,80.8325,98.4225,83.8710,3.2258,4.5064,63
Y+X2,K10,N5K,5,94.9820,23.7157,37.4845,23.3759,79.5033,0.0000,1.6667,1.3039,61
Y+X2,K10,N5K,6,91.6136,86.5298,88.9441,80.2121,95.7620,100.0000,0.0000,1.3381,65
Y+X2,K10,N5K,7,93.5301,99.9788,96.6388,93.5115,98.9778,100.0000,0.0000,1.2319,60
Y+X2,K10,N5K,8,93.8175,97.9159,95.8029,91.9643,98.5336,100.0000,0.0000,1.1849,63
Y+X2,K10,N5K,9,93.5532,95.3035,94.3917,89.4455,97.6126,100.0000,0.0000,0.9881,63
Y+X2,K10,VF,1,90.8193,98.2580,93.7047,90.8129,99.5551,92.3977,2.9240,4.5174,172
Y+X2,K10,VF,10,89.2393,99.7339,92.9888,89.0402,99.2726,91.2621,2.4272,4.6375,207
Y+X2,K10,VF,11,40.9073,73.2869,45.7208,32.5208,93.1191,15.0000,5.5000,7.3540,201
Y+X2,K10,VF,2,81.4750,95.7966,85.4171,79.2545,98.6360,77.4892,4.3290,6.0391,232
Y+X2,K10,VF,3,85.0092,97.8751,88.8811,84.7142,98.5228,83.7104,4.9774,4.9203,222
Y+X2,K10,VF,4,90.8440,99.8948,94.0182,90.7679,99.3256,89.2045,4.5455,5.5920,177
Y+X2,K10,VF,5,74.1482,98.5698,80.8086,74.1293,98.8519,71.9626,6.0748,7.3828,215
Y+X2,K10,VF,6,86.5588,97.4285,90.7452,86.3313,99.2822,86.9767,6.0465,7.5317,216
Y+X2,K10,VF,7,92.7191,98.7250,95.1636,92.3754,99.5178,93.3036,3.1250,4.8755,225
Y+X2,K10,VF,8,89.0324,96.8484,91.1389,88.3374,99.2850,86.3208,5.1887,6.6876,213
Y+X2,K10,VF,9,82.1281,98.6564,86.6888,81.8090,98.9458,74.0088,5.7269,8.3886,228
Y+X2,K10,MTF,1,98.8354,99.4813,99.1547,98.3256,99.9756,100.0000,0.0000,0.3571,199
Y+X2,K10,MTF,10,99.6280,92.8179,96.0991,92.5002,99.5606,100.0000,0.0000,0.7238,30
Y+X2,K10,MTF,11,17.6230,99.4740,27.7525,17.5705,90.9659,0.0000,0.0000,4.9356,30
Y+X2,K10,MTF,13,98.2499,98.6666,98.4335,96.9598,99.7991,100.0000,0.0000,2.6472,30
Y+X2,K10,MTF,14,97.2224,99.9335,98.5563,97.1598,99.7471,100.0000,0.0000,0.5738,30
Y+X2,K10,MTF,2,91.5690,99.9963,93.9489,91.5657,96.3993,94.9749,0.0000,0.9104,200
Y+X2,K10,MTF,3,91.5689,99.9963,93.9488,91.5656,96.3993,94.9749,0.0000,0.9106,200
Y+X2,K10,MTF,4,97.4836,95.8925,96.2326,93.4685,99.5885,96.4824,0.5025,0.7948,200
Y+X2,K10,MTF,5,98.0034,99.2443,98.4052,97.2754,99.5017,98.9950,0.5025,1.1629,200
Y+X2,K10,MTF,6,97.6882,99.9865,98.8227,97.6754,99.9417,100.0000,0.0000,0.2900,200
Y+X2,K10,MTF,7,81.6181,91.6140,84.3413,76.0850,98.9758,77.8894,2.5126,3.5093,200
Y+X2,K10,MTF,8,96.8173,78.3403,85.6617,76.5386,98.8640,95.4774,1.0050,1.9475,200
Y+X2,K10,MTF,9,97.9301,99.4361,98.6725,97.3946,99.8669,100.0000,0.0000,1.1020,30
