method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
SeTM+S3,K30_union,N5K,1,93.7013,99.9886,96.7401,93.6916,97.6893,100.0000,0.0000,0.8242,64
SeTM+S3,K30_union,N5K,10,93.3786,99.4596,96.3135,92.9046,98.1821,100.0000,0.0000,1.1328,58
SeTM+S3,K30_union,N5K,2,92.6934,99.6354,96.0281,92.3718,98.8223,100.0000,0.0000,1.1208,61
SeTM+S3,K30_union,N5K,3,92.6426,99.5176,95.9496,92.2203,98.8843,100.0000,0.0000,0.7860,63
SeTM+S3,K30_union,N5K,4,96.9167,99.5171,98.1955,96.4581,99.7165,100.0000,0.0000,0.7085,63
SeTM+S3,K30_union,N5K,5,94.6633,99.3938,96.9671,94.1217,98.3434,100.0000,0.0000,0.7077,61
SeTM+S3,K30_union,N5K,6,91.2841,99.9228,95.4024,91.2196,98.0842,100.0000,0.0000,1.2734,65
SeTM+S3,K30_union,N5K,7,91.9656,99.9629,95.7872,91.9331,98.6973,100.0000,0.0000,1.5806,60
SeTM+S3,K30_union,N5K,8,97.0256,99.2655,98.1273,96.3274,99.3521,100.0000,0.0000,0.8894,63
SeTM+S3,K30_union,N5K,9,96.9194,99.4028,98.1388,96.3522,99.2049,100.0000,0.0000,0.7878,63
SeTM+S3,K30_union,VF,1,99.2321,99.0304,99.1293,98.2765,99.9459,100.0000,0.0000,0.3448,172
SeTM+S3,K30_union,VF,10,93.2847,99.8154,96.4256,93.1204,99.5672,100.0000,0.0000,1.5077,207
SeTM+S3,K30_union,VF,11,41.0928,72.8827,45.7354,32.4804,93.1886,12.5000,5.5000,7.3871,201
SeTM+S3,K30_union,VF,2,94.5773,98.2363,96.3122,92.9547,99.6843,100.0000,0.0000,1.0092,232
SeTM+S3,K30_union,VF,3,95.5041,99.8642,97.6305,95.3911,99.6513,100.0000,0.0000,1.1694,222
SeTM+S3,K30_union,VF,4,95.9790,99.9179,97.9027,95.9028,99.7598,100.0000,0.0000,1.0161,177
SeTM+S3,K30_union,VF,5,96.8423,98.9679,97.8801,95.8558,99.9240,100.0000,0.0000,0.8455,215
SeTM+S3,K30_union,VF,6,98.3265,99.4222,98.8655,97.7661,99.8862,100.0000,0.0000,0.6051,216
SeTM+S3,K30_union,VF,7,93.1081,99.9631,96.4041,93.0753,99.5503,100.0000,0.0000,1.5392,225
SeTM+S3,K30_union,VF,8,89.6615,99.8457,93.6610,89.5204,99.0616,95.2830,2.3585,3.4201,213
SeTM+S3,K30_union,VF,9,95.4892,99.9250,97.6415,95.4205,99.8635,100.0000,0.0000,1.4378,228
