method,config,partition,scene,precision,recall,f1,iou,accuracy,continuity,flicker,drift,n_frames
Y+S3,base,N5K,1,93.6966,99.9718,96.7293,93.6718,97.6900,100.0000,0.0000,0.7794,64
Y+S3,base,N5K,10,92.0948,97.3993,94.5826,89.8962,97.3070,100.0000,0.0000,1.9984,58
Y+S3,base,N5K,2,94.3338,98.5942,96.4093,93.0811,98.9317,100.0000,0.0000,0.8081,61
Y+S3,base,N5K,3,94.5843,98.6285,96.5487,93.3358,99.0512,100.0000,0.0000,1.0132,63
Y+S3,base,N5K,4,89.6717,99.9807,94.5358,89.6563,99.0977,100.0000,0.0000,0.8909,63
Y+S3,base,N5K,5,91.0854,21.7657,35.0340,21.3061,78.8158,0.0000,0.0000,0.6434,61
Y+S3,base,N5K,6,90.2876,94.8375,92.3354,86.0221,96.8511,100.0000,0.0000,1.9193,65
Y+S3,base,N5K,7,91.0995,99.9963,95.3292,91.0963,98.5531,100.0000,0.0000,1.3295,60
Y+S3,base,N5K,8,94.1987,98.8231,96.4393,93.1365,98.7632,100.0000,0.0000,1.4514,63
Y+S3,base,N5K,9,94.4664,98.8645,96.5999,93.4526,98.5468,100.0000,0.0000,1.2043,63
Y+S3,base,VF,1,94.0702,99.9933,96.9227,94.0639,99.8093,100.0000,0.0000,0.9610,172
Y+S3,base,VF,10,90.1344,99.9184,94.7591,90.0643,99.4074,100.0000,0.0000,1.5078,207
Y+S3,base,VF,11,40.8904,73.3015,45.7023,32.4677,93.1277,13.5000,5.5000,7.3442,201
Y+S3,base,VF,2,94.2950,96.4748,95.2776,91.0748,99.6037,100.0000,0.0000,1.1578,232
Y+S3,base,VF,3,92.5757,99.9464,96.1016,92.5380,99.4574,100.0000,0.4525,1.3971,222
Y+S3,base,VF,4,94.7743,99.9769,97.2972,94.7532,99.6713,100.0000,0.0000,1.4774,177
Y+S3,base,VF,5,88.8169,99.8291,93.9824,88.6805,99.7686,100.0000,0.0000,1.5595,215
Y+S3,base,VF,6,93.5289,99.9642,96.6282,93.4985,99.6553,100.0000,0.0000,0.9012,216
Y+S3,base,VF,7,91.6868,99.9864,95.6478,91.6752,99.4497,100.0000,0.0000,1.3697,225
Y+S3,base,VF,8,95.7448,99.8503,97.7444,95.6087,99.8761,100.0000,0.0000,0.7835,213
Y+S3,base,VF,9,96.5212,98.2304,97.3533,94.8572,99.8318,100.0000,0.0000,0.8858,228
Y+S3,base,MTF,1,93.2062,99.7271,96.3457,92.9631,99.8948,100.0000,0.0000,1.0218,199
Y+S3,base,MTF,10,99.6512,92.7138,96.0529,92.4164,99.5562,100.0000,0.0000,1.0171,30
Y+S3,base,MTF,11,16.7071,100.0000,28.5851,16.7071,92.5430,0.0000,0.0000,1.0767,30
Y+S3,base,MTF,13,99.2365,98.3661,98.7773,97.6183,99.8435,100.0000,0.0000,1.8407,30
Y+S3,base,MTF,14,95.9730,99.8670,97.8724,95.8482,99.6375,100.0000,0.0000,1.2731,30
Y+S3,base,MTF,2,92.2131,99.9628,94.2221,92.1787,96.0854,93.9698,1.0050,2.6108,200
Y+S3,base,MTF,3,91.3593,99.9642,93.4254,91.3262,95.3290,92.9648,1.0050,2.5927,200
Y+S3,base,MTF,4,99.9110,96.8122,98.3319,96.7267,99.8400,100.0000,0.0000,0.8511,200
Y+S3,base,MTF,5,98.4144,96.9406,97.5175,95.4260,99.6848,100.0000,1.5075,0.9507,200
Y+S3,base,MTF,6,94.4633,99.9842,97.1380,94.4488,99.8562,100.0000,0.0000,1.2782,200
Y+S3,base,MTF,7,94.9651,81.4978,87.0097,77.8793,99.3292,95.4774,1.0050,2.2124,200
Y+S3,base,MTF,8,99.8682,71.5406,83.0635,71.4653,99.1747,100.0000,0.0000,0.7132,200
Y+S3,base,MTF,9,97.3719,99.2775,98.3099,96.6917,99.8295,100.0000,0.0000,1.2278,30
