method,frame,mAP,recall,iou,accuracy
BiRefNet,0,97.8454,99.8106,97.6640,99.8942
BiRefNet,1,98.3382,99.7735,98.1192,99.9145
BiRefNet,2,98.1384,99.8349,97.9794,99.9080
BiRefNet,3,98.0688,99.8607,97.9349,99.9060
BiRefNet,4,97.7605,99.8733,97.6393,99.8925
BiRefNet,5,98.2174,99.7959,98.0205,99.9100
BiRefNet,6,97.8547,99.8794,97.7393,99.8974
BiRefNet,7,98.0387,99.8374,97.8824,99.9039
BiRefNet,8,97.9887,99.8631,97.8573,99.9029
BiRefNet,9,97.5465,99.8400,97.3942,99.8817
BiRefNet,10,97.9454,99.8309,97.7832,99.8993
BiRefNet,11,97.9648,99.8507,97.8215,99.9009
BiRefNet,12,98.1286,99.8316,97.9664,99.9074
BiRefNet,13,97.3947,99.8495,97.2519,99.8725
BiRefNet,14,98.9941,99.5890,98.5913,99.9339
BiRefNet,15,98.7220,99.7424,98.4709,99.9287
BiRefNet,16,99.1304,99.7286,98.8637,99.9481
BiRefNet,17,98.6823,99.8382,98.5247,99.9332
BiRefNet,18,99.1749,99.6230,98.8040,99.9463
BiRefNet,19,98.7303,99.8033,98.5386,99.9336
BiRefNet,20,99.0696,99.7370,98.8114,99.9459
BiRefNet,21,98.9371,99.7081,98.6514,99.9385
BiRefNet,22,98.7760,99.7579,98.5399,99.9337
BiRefNet,23,99.1735,99.6191,98.7988,99.9462
BiRefNet,24,99.1779,99.6441,98.8278,99.9476
BiRefNet,25,99.2267,99.6428,98.8750,99.9499
BiRefNet,26,99.2858,99.7020,98.9920,99.9552
BiRefNet,27,99.2195,99.6277,98.8530,99.9488
BiRefNet,28,99.3607,99.5588,98.9252,99.9521
BiRefNet,29,99.0237,99.7799,98.8079,99.9462
BiRefNet,30,99.1959,99.6762,98.8772,99.9489
BiRefNet,31,99.2051,99.6420,98.8527,99.9472
BiRefNet,32,99.1778,99.5716,98.7564,99.9420
BiRefNet,33,99.3505,99.6603,99.0152,99.9536
BiRefNet,34,99.3218,99.6204,98.9474,99.9495
BiRefNet,35,99.3156,99.5588,98.8804,99.9460
BiRefNet,36,99.4044,99.6251,99.0339,99.9531
BiRefNet,37,99.3754,99.5241,98.9054,99.9468
BiRefNet,38,99.3030,99.4185,98.7296,99.9379
BiRefNet,39,99.2635,99.5245,98.7949,99.9405
BiRefNet,40,99.3584,99.4433,98.8088,99.9411
BiRefNet,41,99.1813,99.5343,98.7233,99.9372
BiRefNet,42,99.2743,99.3697,98.6531,99.9346
BiRefNet,43,99.2864,99.4211,98.7158,99.9379
BiRefNet,44,99.3351,99.3262,98.6702,99.9353
BiRefNet,45,99.3384,99.4435,98.7892,99.9417
BiRefNet,46,99.3256,99.2925,98.6276,99.9342
BiRefNet,47,99.4397,99.3825,98.8291,99.9437
BiRefNet,48,99.4040,99.4796,98.8898,99.9469
BiRefNet,49,99.4052,99.3718,98.7844,99.9420
BiRefNet,50,99.4342,99.3401,98.7817,99.9420
BiRefNet,51,99.4535,99.0833,98.5467,99.9313
BiRefNet,52,99.3010,99.2674,98.5785,99.9327
BiRefNet,53,99.2158,99.3625,98.5882,99.9332
BiRefNet,54,99.3680,99.3406,98.7169,99.9391
BiRefNet,55,99.3989,99.2710,98.6786,99.9372
BiRefNet,56,99.3309,99.4882,98.8259,99.9439
BiRefNet,57,99.2020,99.5518,98.7609,99.9395
BiRefNet,58,99.0827,99.6031,98.6931,99.9346
BiRefNet,59,99.1964,99.5696,98.7728,99.9372
BiRefNet,60,99.1795,99.6657,98.8507,99.9398
BiRefNet,61,99.0906,99.6995,98.7955,99.9350
BiRefNet,62,99.0345,99.7241,98.7639,99.9313
BiRefNet,63,99.0463,99.7048,98.7567,99.9293
BiRefNet,64,99.2045,99.6937,98.9031,99.9358
BiRefNet,65,99.4175,99.6101,99.0322,99.9418
BiRefNet,66,99.3350,99.4664,98.8084,99.9265
BiRefNet,67,99.3629,99.5099,98.8790,99.9294
BiRefNet,68,99.3550,99.5842,98.9446,99.9327
BiRefNet,69,99.3847,99.5569,98.9470,99.9319
BiRefNet,70,99.3341,99.6363,98.9752,99.9323
BiRefNet,71,99.2619,99.6692,98.9359,99.9278
BiRefNet,72,99.0025,99.8296,98.8355,99.9181
BiRefNet,73,99.3544,99.6923,99.0507,99.9317
BiRefNet,74,99.5069,99.6322,99.1428,99.9376
BiRefNet,75,99.5455,99.6718,99.2202,99.9437
BiRefNet,76,99.5456,99.6674,99.2161,99.9442
BiRefNet,77,99.6664,99.6127,99.2817,99.9497
BiRefNet,78,99.5985,99.5148,99.1172,99.9389
BiRefNet,79,99.4178,99.6575,99.0793,99.9366
BiRefNet,80,99.4673,99.5381,99.0103,99.9333
BiRefNet,81,99.4866,99.6331,99.1234,99.9420
BiRefNet,82,99.4704,99.6012,99.0758,99.9397
BiRefNet,83,99.3895,99.5892,98.9836,99.9345
BiRefNet,84,99.6343,99.4861,99.1241,99.9436
BiRefNet,85,99.6654,99.4822,99.1510,99.9450
BiRefNet,86,99.6406,99.4032,99.0481,99.9379
BiRefNet,87,99.5652,99.4455,99.0155,99.9358
BiRefNet,88,99.5792,99.4644,99.0480,99.9388
BiRefNet,89,99.6157,99.4874,99.1070,99.9436
BiRefNet,90,99.5841,99.4678,99.0563,99.9413
BiRefNet,91,99.6054,99.3951,99.0053,99.9391
BiRefNet,92,99.5944,99.2593,98.8597,99.9316
BiRefNet,93,99.5628,99.4491,99.0167,99.9424
BiRefNet,94,99.6731,99.2422,98.9202,99.9384
BiRefNet,95,99.6715,99.3035,98.9796,99.9434
BiRefNet,96,99.5021,99.3784,98.8867,99.9401
BiRefNet,97,98.9558,99.7168,98.6785,99.9304
BiRefNet,98,99.2002,99.6577,98.8633,99.9414
BiRefNet,99,99.1998,99.4901,98.6981,99.9345
BiRefNet,100,99.4116,99.4352,98.8534,99.9436
BiRefNet,101,99.4220,99.4432,98.8716,99.9460
BiRefNet,102,99.5117,99.3709,98.8887,99.9486
BiRefNet,103,99.5433,99.0812,98.6328,99.9388
BiRefNet,104,99.4568,99.3542,98.8179,99.9484
BiRefNet,105,99.3477,99.5014,98.8555,99.9515
BiRefNet,106,99.1984,99.3782,98.5865,99.9420
BiRefNet,107,99.2885,99.3031,98.6014,99.9444
BiRefNet,108,99.4448,99.2911,98.7437,99.9515
BiRefNet,109,99.1766,99.5963,98.7795,99.9541
BiRefNet,110,99.4545,99.2490,98.7116,99.9528
BiRefNet,111,99.3492,99.1328,98.4932,99.9456
BiRefNet,112,99.2080,99.4883,98.7043,99.9538
BiRefNet,113,99.2076,99.6166,98.8302,99.9586
BiRefNet,114,99.3257,99.6288,98.9595,99.9633
BiRefNet,115,99.2863,99.5026,98.7960,99.9573
BiRefNet,116,99.2465,99.5768,98.8296,99.9585
BiRefNet,117,98.8784,99.7254,98.6099,99.9504
BiRefNet,118,99.2756,99.5617,98.8436,99.9585
BiRefNet,119,99.4005,99.4408,98.8480,99.9586
BiRefNet,120,99.2387,99.5370,98.7827,99.9563
BiRefNet,121,98.5291,99.9019,98.4339,99.9437
BiRefNet,122,99.1564,99.6029,98.7659,99.9560
BiRefNet,123,98.6492,99.8054,98.4598,99.9443
BiRefNet,124,99.2921,99.4601,98.7599,99.9552
BiRefNet,125,99.3771,99.3850,98.7697,99.9552
BiRefNet,126,99.2376,99.5077,98.7527,99.9546
BiRefNet,127,99.1698,99.4850,98.6634,99.9515
BiRefNet,128,99.1432,99.4977,98.6495,99.9510
BiRefNet,129,99.1537,99.6011,98.7616,99.9552
BiRefNet,130,99.2259,99.5733,98.8058,99.9567
BiRefNet,131,99.0269,99.6856,98.7186,99.9536
BiRefNet,132,99.2204,99.6907,98.9159,99.9606
BiRefNet,133,98.7992,99.7212,98.5271,99.9466
BiRefNet,134,98.7596,99.5563,98.3268,99.9392
BiRefNet,135,98.6469,99.7498,98.4033,99.9420
BiRefNet,136,98.7213,99.6701,98.3997,99.9424
BiRefNet,137,98.8769,99.6324,98.5175,99.9475
BiRefNet,138,99.0555,99.6133,98.6761,99.9540
BiRefNet,139,99.2975,99.6284,98.9311,99.9635
BiRefNet,140,98.7525,99.6329,98.3945,99.9462
BiRefNet,141,99.1660,99.6479,98.8197,99.9614
BiRefNet,142,98.9630,99.5439,98.5163,99.9520
BiRefNet,143,99.2845,99.4159,98.7087,99.9588
BiRefNet,144,99.2624,99.5009,98.7707,99.9612
BiRefNet,145,99.1350,99.6428,98.7840,99.9622
BiRefNet,146,99.1395,99.5038,98.6518,99.9588
BiRefNet,147,98.7819,99.6050,98.3965,99.9512
BiRefNet,148,98.7431,99.6536,98.4054,99.9521
BiRefNet,149,98.7566,99.6325,98.3981,99.9521
BiRefNet,150,99.0373,99.5139,98.5605,99.9572
BiRefNet,151,98.8840,99.5214,98.4161,99.9525
BiRefNet,152,99.0042,99.6514,98.6625,99.9596
BiRefNet,153,99.2211,99.5615,98.7894,99.9630
BiRefNet,154,99.0969,99.5976,98.7018,99.9595
BiRefNet,155,99.2684,99.5126,98.7882,99.9612
BiRefNet,156,99.3839,99.4238,98.8148,99.9614
BiRefNet,157,99.0012,99.5570,98.5670,99.9523
BiRefNet,158,98.8883,99.5626,98.4606,99.9475
BiRefNet,159,99.3687,99.2976,98.6751,99.9541
BiRefNet,160,98.9107,99.5631,98.4832,99.9462
BiRefNet,161,98.8476,99.5294,98.3877,99.9418
BiRefNet,162,99.0333,99.2584,98.3059,99.9379
BiRefNet,163,99.0326,99.3776,98.4221,99.9411
BiRefNet,164,99.1249,99.4392,98.5739,99.9462
BiRefNet,165,99.3047,99.3654,98.6788,99.9497
BiRefNet,166,99.1052,99.4544,98.5692,99.9449
BiRefNet,167,99.3266,99.4169,98.7513,99.9520
BiRefNet,168,99.1180,99.4802,98.6073,99.9460
BiRefNet,169,99.0643,99.4776,98.5516,99.9437
BiRefNet,170,99.2015,99.3206,98.5329,99.9430
BiRefNet,171,99.1881,99.3156,98.5148,99.9427
BiRefNet,172,99.2689,99.2651,98.5447,99.9449
BiRefNet,173,99.3082,99.2341,98.5528,99.9463
BiRefNet,174,99.4882,99.3412,98.8361,99.9576
BiRefNet,175,99.1395,99.4355,98.5846,99.9495
BiRefNet,176,99.3741,99.4613,98.8421,99.9596
BiRefNet,177,99.5442,99.3199,98.8702,99.9614
BiRefNet,178,99.3732,99.4462,98.8263,99.9605
BiRefNet,179,99.5361,99.1715,98.7152,99.9572
BiRefNet,180,99.2808,99.5542,98.8413,99.9614
BiRefNet,181,99.3689,99.4505,98.8263,99.9605
BiRefNet,182,99.3031,99.6482,98.9562,99.9641
BiRefNet,183,99.0381,99.7103,98.7539,99.9560
BiRefNet,184,99.2386,99.5901,98.8349,99.9573
BiRefNet,185,99.2892,99.6566,98.9506,99.9599
BiRefNet,186,98.9207,99.7881,98.7133,99.9485
BiRefNet,187,99.0453,99.7649,98.8146,99.9507
BiRefNet,188,99.0577,99.7644,98.8265,99.9484
BiRefNet,189,99.1641,99.6727,98.8423,99.9463
BiRefNet,190,99.1866,99.6938,98.8854,99.9453
BiRefNet,191,98.9522,99.7819,98.7386,99.9349
BiRefNet,192,98.7993,99.8765,98.6787,99.9280
BiRefNet,193,98.9582,99.8480,98.8093,99.9313
BiRefNet,194,98.4315,99.9355,98.3691,99.8996
BiRefNet,195,98.9577,99.8107,98.7723,99.9213
BiRefNet,196,98.8669,99.8949,98.7642,99.9174
BiRefNet,197,98.8650,99.8892,98.7567,99.9146
BiRefNet,198,99.1392,99.8493,98.9911,99.9287
BiRefNet,199,99.2206,99.8224,99.0458,99.9303
BiRefNet,200,99.3551,99.7668,99.1249,99.9339
BiRefNet,201,99.1689,99.8402,99.0117,99.9233
BiRefNet,202,99.0881,99.8438,98.9347,99.9154
BiRefNet,203,99.2181,99.7774,98.9989,99.9187
BiRefNet,204,99.6297,99.5896,99.2223,99.9356
BiRefNet,205,99.6478,99.5554,99.2063,99.9342
BiRefNet,206,99.4786,99.5708,99.0538,99.9227
BiRefNet,207,99.2945,99.6909,98.9898,99.9200
BiRefNet,208,99.5076,99.5439,99.0560,99.9284
BiRefNet,209,99.5631,99.5093,99.0766,99.9330
BiRefNet,210,99.6036,99.6709,99.2771,99.9502
BiRefNet,211,99.5285,99.4663,98.9998,99.9349
BiRefNet,212,99.6807,99.2902,98.9754,99.9374
BiRefNet,213,99.3145,99.2946,98.6187,99.9198
BiRefNet,214,99.2143,98.9918,98.2218,99.9018
BiRefNet,215,99.7756,98.7349,98.5161,99.9235
BiRefNet,216,99.7020,98.8128,98.5219,99.9281
BiRefNet,217,99.8539,98.4219,98.2804,99.9204
BiRefNet,218,99.6899,98.4782,98.1775,99.9197
BiRefNet,219,99.7542,98.3148,98.0773,99.9194
BiRefNet,220,99.6664,98.4286,98.1054,99.9240
BiRefNet,221,99.7229,98.1065,97.8398,99.9161
BiRefNet,222,99.4869,98.3893,97.8926,99.9203
BiRefNet,223,99.4297,98.3704,97.8185,99.9196
BiRefNet,224,99.2895,98.5811,97.8905,99.9233
BiRefNet,225,99.4044,98.2703,97.6951,99.9174
BiRefNet,226,99.3717,98.7187,98.1064,99.9329
BiRefNet,227,99.4322,98.3643,97.8148,99.9230
BiRefNet,228,99.4227,98.3698,97.8111,99.9236
BiRefNet,229,99.1940,98.4870,97.7051,99.9197
BiRefNet,230,99.4608,98.1770,97.6573,99.9187
BiRefNet,231,99.4714,98.3849,97.8732,99.9272
BiRefNet,232,99.5540,98.1810,97.7510,99.9235
BiRefNet,233,99.2695,98.0896,97.3866,99.9119
BiRefNet,234,99.5353,98.1840,97.7360,99.9246
BiRefNet,235,98.4248,99.3169,97.7630,99.9249
BiRefNet,236,99.1405,98.9739,98.1318,99.9384
BiRefNet,237,99.2925,98.3836,97.6987,99.9249
BiRefNet,238,99.2315,98.7405,97.9912,99.9349
BiRefNet,239,99.2232,98.4629,97.7097,99.9259
BiRefNet,240,99.3122,98.4023,97.7362,99.9269
BiRefNet,241,99.2901,98.5455,97.8560,99.9313
BiRefNet,242,99.2083,98.6723,97.9014,99.9332
BiRefNet,243,99.2433,98.6992,97.9620,99.9361
BiRefNet,244,99.1374,98.8983,98.0545,99.9400
BiRefNet,245,98.6622,99.3170,97.9973,99.9389
BiRefNet,246,98.9742,98.6870,97.6878,99.9313
BiRefNet,247,99.2616,98.7654,98.0451,99.9430
BiRefNet,248,98.9710,99.0310,98.0218,99.9427
BiRefNet,249,98.9363,98.6101,97.5755,99.9301
BiRefNet,250,99.2989,98.6732,97.9904,99.9429
BiRefNet,251,99.2277,98.6977,97.9454,99.9411
BiRefNet,252,99.2132,98.8819,98.1125,99.9456
BiRefNet,253,98.3662,99.4166,97.8017,99.9346
BiRefNet,254,99.1588,98.5165,97.7000,99.9321
BiRefNet,255,98.8749,98.7462,97.6490,99.9287
BiRefNet,256,98.0310,99.3597,97.4156,99.9184
BiRefNet,257,99.0084,98.5560,97.5927,99.9230
BiRefNet,258,98.9979,98.6062,97.6317,99.9213
BiRefNet,259,98.1752,98.8246,97.0420,99.8966
BiRefNet,260,99.0867,98.8449,97.9525,99.9265
BiRefNet,261,99.1412,98.9680,98.1267,99.9311
BiRefNet,262,99.0454,98.8192,97.8869,99.9203
BiRefNet,263,98.9181,99.2146,98.1495,99.9287
BiRefNet,264,99.3181,98.8563,98.1899,99.9297
BiRefNet,265,99.4284,98.8926,98.3336,99.9348
BiRefNet,266,99.3341,98.7208,98.0718,99.9240
BiRefNet,267,99.3920,98.7950,98.2015,99.9294
BiRefNet,268,99.3760,98.9271,98.3164,99.9349
BiRefNet,269,99.3808,98.6553,98.0526,99.9262
BiRefNet,270,99.2120,98.8265,98.0569,99.9278
BiRefNet,271,99.3789,98.9980,98.3893,99.9413
BiRefNet,272,99.4427,98.7797,98.2358,99.9365
BiRefNet,273,99.4786,98.8536,98.3440,99.9410
BiRefNet,274,99.5702,98.8431,98.4232,99.9442
BiRefNet,275,99.4315,99.0329,98.4754,99.9463
BiRefNet,276,99.5202,99.1232,98.6518,99.9528
BiRefNet,277,99.1442,99.0243,98.1851,99.9365
BiRefNet,278,99.3522,99.0605,98.4247,99.9453
BiRefNet,279,99.1653,99.0017,98.1835,99.9374
BiRefNet,280,99.5136,99.1035,98.6258,99.9530
BiRefNet,281,99.3242,98.7283,98.0696,99.9334
BiRefNet,282,99.2420,98.9171,98.1753,99.9366
BiRefNet,283,99.1589,98.8069,97.9857,99.9288
BiRefNet,284,99.2847,98.8081,98.1097,99.9323
BiRefNet,285,99.2147,98.8899,98.1219,99.9314
BiRefNet,286,99.2992,98.8866,98.2013,99.9332
BiRefNet,287,99.1971,99.0823,98.2940,99.9355
BiRefNet,288,99.3537,99.0562,98.4221,99.9394
BiRefNet,289,99.3270,98.9735,98.3142,99.9345
BiRefNet,290,99.3206,98.9049,98.2403,99.9314
BiRefNet,291,99.3003,98.9838,98.2983,99.9339
BiRefNet,292,99.4191,99.0775,98.5073,99.9418
BiRefNet,293,99.4351,99.1110,98.5561,99.9433
BiRefNet,294,99.5029,98.9997,98.5125,99.9410
BiRefNet,295,99.4082,99.1096,98.5282,99.9408
BiRefNet,296,99.4117,99.0690,98.4915,99.9382
BiRefNet,297,99.4638,99.1531,98.6260,99.9424
BiRefNet,298,99.4279,99.2386,98.6751,99.9433
BiRefNet,299,99.1546,99.1711,98.3396,99.9269
BiRefNet,300,99.2706,99.2610,98.5423,99.9342
BiRefNet,301,99.2789,99.2820,98.5712,99.9336
BiRefNet,302,99.2851,99.2851,98.5804,99.9323
BiRefNet,303,99.2202,99.4549,98.6836,99.9359
BiRefNet,304,99.4613,99.2527,98.7219,99.9371
BiRefNet,305,99.4575,99.3293,98.7941,99.9401
BiRefNet,306,99.4759,99.3159,98.7990,99.9402
BiRefNet,307,99.6391,99.2194,98.8642,99.9440
BiRefNet,308,99.1696,99.4697,98.6480,99.9342
BiRefNet,309,99.4988,99.4529,98.9571,99.9507
BiRefNet,310,99.6361,99.2592,98.9007,99.9494
BiRefNet,311,99.5049,99.2160,98.7287,99.9427
BiRefNet,312,99.4771,99.3981,98.8815,99.9508
BiRefNet,313,99.5404,99.2185,98.7661,99.9468
BiRefNet,314,99.6465,99.2316,98.8835,99.9521
BiRefNet,315,99.6884,99.1113,98.8052,99.9491
BiRefNet,316,99.4452,99.1870,98.6412,99.9421
BiRefNet,317,99.6194,99.1773,98.8029,99.9491
BiRefNet,318,99.5763,99.2004,98.7834,99.9485
BiRefNet,319,99.5252,99.2997,98.8316,99.9505
BiRefNet,320,99.5249,99.2550,98.7870,99.9486
BiRefNet,321,99.4755,99.3189,98.8015,99.9491
BiRefNet,322,99.5722,99.3478,98.9256,99.9543
BiRefNet,323,99.5816,99.2608,98.8485,99.9507
BiRefNet,324,99.6561,99.2479,98.9091,99.9528
BiRefNet,325,99.6403,99.1305,98.7771,99.9469
BiRefNet,326,99.4855,99.2878,98.7806,99.9465
BiRefNet,327,99.6435,99.2896,98.9382,99.9527
BiRefNet,328,99.5738,99.3877,98.9668,99.9534
BiRefNet,329,99.4097,99.4097,98.8263,99.9465
BiRefNet,330,99.5280,99.2242,98.7595,99.9433
BiRefNet,331,99.4736,99.3270,98.8077,99.9459
BiRefNet,332,99.4515,99.3644,98.8229,99.9472
BiRefNet,333,99.5068,99.3859,98.8988,99.9512
BiRefNet,334,99.5652,99.0949,98.6680,99.9414
BiRefNet,335,99.4562,99.1981,98.6630,99.9416
BiRefNet,336,99.5189,99.3529,98.8780,99.9511
BiRefNet,337,99.5497,99.0107,98.5692,99.9378
BiRefNet,338,99.5637,99.1445,98.7155,99.9446
BiRefNet,339,99.4741,99.1176,98.6010,99.9398
BiRefNet,340,99.6075,99.0328,98.6478,99.9421
BiRefNet,341,99.5580,99.0963,98.6623,99.9430
BiRefNet,342,99.5166,99.0751,98.6006,99.9404
BiRefNet,343,99.4507,98.8157,98.2793,99.9271
BiRefNet,344,99.6676,98.6015,98.2784,99.9278
BiRefNet,345,99.7392,98.7794,98.5249,99.9395
BiRefNet,346,99.6338,98.9525,98.5939,99.9439
BiRefNet,347,99.6749,98.9603,98.6419,99.9475
BiRefNet,348,99.5656,98.8866,98.4618,99.9420
BiRefNet,349,99.6037,99.0960,98.7068,99.9528
BiRefNet,350,99.6014,99.1492,98.7573,99.9559
BiRefNet,351,99.2415,99.1956,98.4492,99.9463
BiRefNet,352,99.5477,99.2058,98.7607,99.9580
BiRefNet,353,99.5234,99.1540,98.6854,99.9557
BiRefNet,354,99.5125,98.7922,98.3163,99.9439
BiRefNet,355,99.4834,99.2403,98.7315,99.9585
BiRefNet,356,99.2667,98.8132,98.0971,99.9381
BiRefNet,357,99.3458,98.8952,98.2554,99.9434
BiRefNet,358,99.4353,98.8003,98.2491,99.9442
BiRefNet,359,99.4391,99.0030,98.4532,99.9512
BiRefNet,360,99.3241,99.1069,98.4430,99.9512
BiRefNet,361,99.4556,99.0789,98.5445,99.9547
BiRefNet,362,99.4047,99.2406,98.6543,99.9585
BiRefNet,363,99.4129,99.3750,98.7952,99.9633
BiRefNet,364,98.7200,99.5697,98.3006,99.9485
BiRefNet,365,98.8721,99.5535,98.4356,99.9528
BiRefNet,366,98.7156,99.4636,98.1929,99.9462
BiRefNet,367,98.9511,99.4157,98.3790,99.9525
BiRefNet,368,98.8470,99.3494,98.2113,99.9485
BiRefNet,369,98.9817,99.2705,98.2670,99.9514
BiRefNet,370,99.0656,99.3557,98.4333,99.9570
BiRefNet,371,98.5946,99.3377,97.9507,99.9442
BiRefNet,372,99.0478,99.1980,98.2610,99.9531
BiRefNet,373,99.1502,99.3437,98.5050,99.9598
BiRefNet,374,99.2235,98.8799,98.1207,99.9494
BiRefNet,375,98.7726,99.4205,98.2072,99.9520
BiRefNet,376,99.3478,98.7734,98.1370,99.9498
BiRefNet,377,99.5782,98.5444,98.1347,99.9494
BiRefNet,378,99.3267,99.3374,98.6729,99.9641
BiRefNet,379,99.3653,99.3867,98.7597,99.9664
BiRefNet,380,99.3974,99.3704,98.7753,99.9672
BiRefNet,381,99.4967,99.1117,98.6172,99.9631
BiRefNet,382,99.0078,99.4713,98.4896,99.9599
BiRefNet,383,99.2471,99.2636,98.5217,99.9611
BiRefNet,384,99.3922,99.1801,98.5823,99.9633
BiRefNet,385,99.3960,99.1962,98.6018,99.9646
BiRefNet,386,99.4008,99.2738,98.6832,99.9670
BiRefNet,387,99.3999,99.0677,98.4788,99.9622
BiRefNet,388,99.3964,99.2103,98.6161,99.9656
BiRefNet,389,99.3193,99.1635,98.4941,99.9622
BiRefNet,390,99.6450,99.2522,98.9024,99.9725
BiRefNet,391,99.4929,99.2926,98.7926,99.9695
BiRefNet,392,99.5264,99.2264,98.7601,99.9683
BiRefNet,393,99.4369,98.9965,98.4446,99.9596
BiRefNet,394,99.6729,98.9215,98.6014,99.9631
BiRefNet,395,99.6405,98.9719,98.6197,99.9630
BiRefNet,396,99.6890,98.9515,98.6469,99.9631
BiRefNet,397,99.6985,98.9294,98.6343,99.9622
BiRefNet,398,99.6348,98.8560,98.4991,99.9579
BiRefNet,399,99.5447,98.7478,98.3038,99.9520
BiRefNet,400,99.3108,98.9749,98.2997,99.9517
BiRefNet,401,99.4871,98.9233,98.4214,99.9554
BiRefNet,402,99.4233,98.8839,98.3200,99.9527
BiRefNet,403,99.4256,99.0790,98.5152,99.9585
BiRefNet,404,99.4821,98.8306,98.3247,99.9531
BiRefNet,405,99.4060,98.9223,98.3410,99.9538
BiRefNet,406,99.3821,98.9379,98.3330,99.9538
BiRefNet,407,99.2844,99.0446,98.3425,99.9540
BiRefNet,408,99.2235,99.2442,98.4793,99.9575
BiRefNet,409,99.1948,99.2666,98.4731,99.9569
BiRefNet,410,99.0488,99.1893,98.2535,99.9497
BiRefNet,411,98.9224,99.2462,98.1847,99.9465
BiRefNet,412,99.0471,99.2514,98.3127,99.9486
BiRefNet,413,99.2010,99.4287,98.6387,99.9576
BiRefNet,414,99.4487,99.1506,98.6086,99.9554
BiRefNet,415,99.2408,99.1788,98.4320,99.9488
BiRefNet,416,99.0624,99.5909,98.6610,99.9560
BiRefNet,417,99.2905,99.4132,98.7119,99.9575
BiRefNet,418,99.1439,99.5153,98.6675,99.9559
BiRefNet,419,99.2466,99.2639,98.5215,99.9505
BiRefNet,420,99.2656,99.4547,98.7282,99.9572
BiRefNet,421,99.2634,99.3272,98.6004,99.9524
BiRefNet,422,99.0891,99.5256,98.6232,99.9525
BiRefNet,423,99.0489,99.3889,98.4494,99.9459
BiRefNet,424,98.8146,99.0920,97.9279,99.9265
BiRefNet,425,99.1134,99.2223,98.3493,99.9408
BiRefNet,426,98.7531,99.5863,98.3496,99.9404
BiRefNet,427,98.9100,99.3810,98.3044,99.9375
BiRefNet,428,98.6726,99.8821,98.5579,99.9462
BiRefNet,429,98.9120,99.2117,98.1407,99.9300
BiRefNet,430,98.7036,99.7199,98.4307,99.9392
BiRefNet,431,99.1238,99.5784,98.7096,99.9491
BiRefNet,432,99.2673,99.3213,98.5985,99.9437
BiRefNet,433,99.0415,99.5996,98.6487,99.9443
BiRefNet,434,99.3014,98.7352,98.0542,99.9180
BiRefNet,435,99.5675,98.4090,97.9901,99.9139
BiRefNet,436,99.1932,99.0175,98.2265,99.9226
BiRefNet,437,99.1259,98.7719,97.9191,99.9090
BiRefNet,438,99.5442,98.3948,97.9536,99.9109
BiRefNet,439,98.9897,98.8021,97.8157,99.9057
BiRefNet,440,99.2994,98.3489,97.6712,99.9008
BiRefNet,441,98.6687,98.6823,97.3856,99.8895
BiRefNet,442,99.0770,98.4226,97.5284,99.8973
BiRefNet,443,99.2152,98.5693,97.8067,99.9106
BiRefNet,444,99.0567,98.2853,97.3740,99.8927
BiRefNet,445,99.1089,98.0575,97.2005,99.8860
BiRefNet,446,99.2202,98.0202,97.2708,99.8895
BiRefNet,447,99.2884,97.6431,96.9646,99.8780
BiRefNet,448,99.3312,97.5965,96.9594,99.8801
BiRefNet,449,99.2721,97.5293,96.8368,99.8782
BiRefNet,450,99.1306,97.7553,96.9244,99.8848
BiRefNet,451,99.2489,97.3142,96.6027,99.8763
BiRefNet,452,99.1830,97.0254,96.2560,99.8675
BiRefNet,453,99.0394,97.1437,96.2370,99.8705
BiRefNet,454,99.0528,96.9195,96.0295,99.8668
BiRefNet,455,99.1783,96.9306,96.1584,99.8744
BiRefNet,456,99.2602,96.9417,96.2463,99.8796
BiRefNet,457,99.2513,96.9543,96.2503,99.8819
BiRefNet,458,99.2084,96.1634,95.4311,99.8550
BiRefNet,459,99.1993,97.4565,96.6960,99.8977
BiRefNet,460,99.1067,96.7509,95.9145,99.8728
BiRefNet,461,99.2526,97.2933,96.5856,99.8934
BiRefNet,462,99.3883,96.4694,95.8999,99.8694
BiRefNet,463,99.2327,97.1888,96.4639,99.8861
BiRefNet,464,99.4322,97.9100,97.3656,99.9136
BiRefNet,465,99.4402,98.3263,97.7850,99.9261
BiRefNet,466,99.2496,98.1217,97.3991,99.9116
BiRefNet,467,99.4195,97.8320,97.2763,99.9049
BiRefNet,468,99.2962,98.0742,97.3972,99.9073
BiRefNet,469,99.2241,98.1841,97.4360,99.9080
BiRefNet,470,99.1281,98.4244,97.5796,99.9139
BiRefNet,471,99.2157,98.2655,97.5081,99.9116
BiRefNet,472,99.3316,98.0092,97.3670,99.9058
BiRefNet,473,99.3703,98.0469,97.4415,99.9083
BiRefNet,474,99.3302,98.3641,97.7160,99.9183
BiRefNet,475,99.0138,98.6174,97.6582,99.9171
BiRefNet,476,99.3872,98.4124,97.8188,99.9236
BiRefNet,477,99.2704,98.3154,97.6101,99.9171
BiRefNet,478,99.3232,98.5172,97.8603,99.9266
BiRefNet,479,99.2327,98.3173,97.5756,99.9172
BiRefNet,480,99.2257,98.5144,97.7628,99.9245
BiRefNet,481,99.1987,98.6299,97.8503,99.9284
