method,frame,mAP,recall,iou,accuracy
DoraemonGPT,449,98.7280,98.6720,97.4333,99.9006
DoraemonGPT,450,98.8854,98.5308,97.4485,99.9042
DoraemonGPT,451,98.7774,98.3109,97.1290,99.8950
DoraemonGPT,452,98.6646,98.0183,96.7350,99.8838
DoraemonGPT,453,98.7308,98.0562,96.8356,99.8908
DoraemonGPT,454,98.4880,98.0594,96.6051,99.8854
DoraemonGPT,455,98.8239,97.8407,96.7146,99.8922
DoraemonGPT,456,98.9011,98.1596,97.1006,99.9067
DoraemonGPT,457,99.1464,97.8476,97.0302,99.9064
DoraemonGPT,458,99.1991,97.3167,96.5580,99.8908
DoraemonGPT,459,98.9135,98.6247,97.5677,99.9245
DoraemonGPT,460,98.7385,97.9793,96.7679,99.8990
DoraemonGPT,461,98.6893,98.3853,97.1163,99.9094
DoraemonGPT,462,98.8962,97.8076,96.7515,99.8960
DoraemonGPT,463,98.8410,98.4427,97.3193,99.9133
DoraemonGPT,464,98.7214,99.0149,97.7612,99.9261
DoraemonGPT,465,98.8839,98.8537,97.7628,99.9249
DoraemonGPT,466,98.6768,99.1380,97.8374,99.9261
DoraemonGPT,467,98.8185,98.6825,97.5317,99.9133
DoraemonGPT,468,98.6586,98.9410,97.6277,99.9149
DoraemonGPT,469,98.4679,99.2119,97.7036,99.9170
DoraemonGPT,470,98.4735,99.2573,97.7533,99.9196
DoraemonGPT,471,98.3979,99.2109,97.6338,99.9154
DoraemonGPT,472,98.5215,99.0188,97.5690,99.9123
DoraemonGPT,473,98.6392,99.1919,97.8529,99.9225
DoraemonGPT,474,98.4931,99.2105,97.7272,99.9180
DoraemonGPT,475,98.1994,99.2612,97.4869,99.9103
DoraemonGPT,476,98.5144,99.2145,97.7519,99.9206
DoraemonGPT,477,98.4501,99.2648,97.7374,99.9209
DoraemonGPT,478,98.4555,99.3967,97.8706,99.9264
DoraemonGPT,479,98.4741,99.2184,97.7161,99.9214
DoraemonGPT,480,98.2134,99.2399,97.4802,99.9141
DoraemonGPT,481,98.3284,99.3872,97.7358,99.9239
DoraemonGPT,482,98.4119,99.5076,97.9349,99.9316
DoraemonGPT,483,98.2152,99.2507,97.4923,99.9177
DoraemonGPT,484,98.2981,99.4126,97.7304,99.9266
DoraemonGPT,485,98.3032,99.5014,97.8213,99.9306
DoraemonGPT,486,98.0767,99.5015,97.5971,99.9253
DoraemonGPT,487,98.1068,99.4317,97.5597,99.9259
DoraemonGPT,488,98.0641,99.5948,97.6744,99.9314
DoraemonGPT,489,98.1769,99.5379,97.7314,99.9356
DoraemonGPT,490,98.3539,99.4488,97.8206,99.9401
DoraemonGPT,491,98.0663,99.4700,97.5565,99.9340
DoraemonGPT,492,98.1966,99.2752,97.4975,99.9339
DoraemonGPT,493,98.1990,99.5941,97.8075,99.9443
DoraemonGPT,494,98.4064,99.4972,97.9195,99.9495
DoraemonGPT,495,98.4663,99.4752,97.9574,99.9520
DoraemonGPT,496,98.4721,99.2748,97.7688,99.9489
DoraemonGPT,497,98.4248,99.4083,97.8515,99.9520
DoraemonGPT,498,98.3778,99.4711,97.8659,99.9531
DoraemonGPT,499,98.4883,99.1818,97.6945,99.9495
DoraemonGPT,500,98.6785,99.3717,98.0667,99.9580
DoraemonGPT,501,98.6968,99.3408,98.0546,99.9580
DoraemonGPT,502,98.2942,99.2627,97.5818,99.9484
DoraemonGPT,503,98.1555,99.4072,97.5842,99.9484
DoraemonGPT,504,98.6620,99.0590,97.7459,99.9515
DoraemonGPT,505,98.0597,99.3448,97.4296,99.9439
DoraemonGPT,506,98.6980,99.2952,98.0113,99.9562
DoraemonGPT,507,98.4524,98.9543,97.4387,99.9424
DoraemonGPT,508,98.3848,99.1794,97.5904,99.9456
DoraemonGPT,509,98.5778,99.1962,97.7967,99.9505
DoraemonGPT,510,98.6694,98.8234,97.5237,99.9442
DoraemonGPT,511,98.8480,99.2592,98.1241,99.9578
DoraemonGPT,512,98.6167,99.4033,98.0363,99.9556
DoraemonGPT,513,98.7752,99.2576,98.0508,99.9562
DoraemonGPT,514,98.7501,99.0208,97.7951,99.9505
DoraemonGPT,515,98.6807,99.0252,97.7313,99.9495
DoraemonGPT,516,98.7340,98.7145,97.4806,99.9440
DoraemonGPT,517,98.5502,99.0222,97.6005,99.9470
DoraemonGPT,518,98.4966,98.7858,97.3184,99.9410
DoraemonGPT,519,98.6747,99.0193,97.7197,99.9502
DoraemonGPT,520,98.6371,99.2532,97.9104,99.9549
DoraemonGPT,521,98.6208,99.1284,97.7730,99.9524
DoraemonGPT,522,98.6074,99.0765,97.7094,99.9520
DoraemonGPT,523,98.2446,99.0684,97.3453,99.9455
DoraemonGPT,524,98.5655,99.2337,97.8209,99.9566
DoraemonGPT,525,98.5360,99.0696,97.6325,99.9544
DoraemonGPT,526,98.5789,99.2184,97.8192,99.9591
DoraemonGPT,527,98.0484,99.4345,97.5048,99.9544
DoraemonGPT,528,98.0818,99.4126,97.5166,99.9557
DoraemonGPT,529,98.2839,99.1806,97.4923,99.9563
DoraemonGPT,530,98.2960,99.0641,97.3915,99.9553
DoraemonGPT,531,98.2711,99.1581,97.4580,99.9569
DoraemonGPT,532,98.2019,99.3181,97.5442,99.9586
DoraemonGPT,533,98.1876,99.2065,97.4225,99.9565
DoraemonGPT,534,98.1335,99.3957,97.5515,99.9582
DoraemonGPT,535,97.8139,99.3534,97.1952,99.9512
DoraemonGPT,536,98.0656,99.3386,97.4295,99.9541
DoraemonGPT,537,98.0285,99.1397,97.2016,99.9486
DoraemonGPT,538,98.1940,99.3829,97.5990,99.9547
DoraemonGPT,539,97.6899,99.4369,97.1524,99.9446
DoraemonGPT,540,97.6827,99.5042,97.2096,99.9442
DoraemonGPT,541,98.2218,99.3140,97.5599,99.9502
DoraemonGPT,542,98.1615,99.4363,97.6182,99.9508
DoraemonGPT,543,98.2446,99.3292,97.5971,99.9494
DoraemonGPT,544,98.2467,99.4513,97.7170,99.9504
DoraemonGPT,545,98.3046,99.4522,97.7752,99.9498
DoraemonGPT,546,98.3165,99.4864,97.8201,99.9488
DoraemonGPT,547,98.3668,99.5986,97.9783,99.9504
DoraemonGPT,548,98.4874,99.4189,97.9237,99.9465
DoraemonGPT,549,98.6761,99.4360,98.1269,99.9494
DoraemonGPT,550,99.0354,99.5128,98.5575,99.9589
DoraemonGPT,551,99.2164,99.5100,98.7341,99.9620
DoraemonGPT,552,98.4185,99.6604,98.0895,99.9388
DoraemonGPT,553,98.7003,99.5151,98.2279,99.9405
DoraemonGPT,554,98.5534,99.5770,98.1425,99.9349
DoraemonGPT,555,98.9113,99.6426,98.5616,99.9482
DoraemonGPT,556,99.1369,99.4412,98.5876,99.9476
DoraemonGPT,557,98.9207,99.5678,98.4978,99.9436
DoraemonGPT,558,98.5764,99.6959,98.2809,99.9345
DoraemonGPT,559,98.8287,99.6522,98.4889,99.9421
DoraemonGPT,560,98.6279,99.6127,98.2512,99.9324
DoraemonGPT,561,98.7114,99.5805,98.3027,99.9342
DoraemonGPT,562,98.6778,99.5816,98.2704,99.9327
DoraemonGPT,563,98.5997,99.4777,98.0919,99.9255
DoraemonGPT,564,99.2820,99.4660,98.7556,99.9511
DoraemonGPT,565,98.6361,99.2861,97.9414,99.9175
DoraemonGPT,566,98.5514,99.2046,97.7789,99.9090
DoraemonGPT,567,98.6778,99.5215,98.2119,99.9255
DoraemonGPT,568,98.7018,99.5738,98.2866,99.9269
DoraemonGPT,569,98.7385,99.4956,98.2467,99.9236
DoraemonGPT,570,98.5897,99.6000,98.2009,99.9201
DoraemonGPT,571,98.5093,99.6410,98.1609,99.9172
DoraemonGPT,572,98.4562,99.6725,98.1387,99.9157
DoraemonGPT,573,98.3785,99.7347,98.1217,99.9146
DoraemonGPT,574,98.4989,99.7935,98.2985,99.9238
DoraemonGPT,575,99.0765,99.6305,98.7138,99.9436
DoraemonGPT,576,98.9653,99.7141,98.6853,99.9429
DoraemonGPT,577,98.9346,99.6062,98.5491,99.9375
DoraemonGPT,578,98.3795,99.8632,98.2471,99.9246
DoraemonGPT,579,98.3788,99.9070,98.2888,99.9269
DoraemonGPT,580,98.2898,99.9072,98.2002,99.9229
DoraemonGPT,581,98.5390,99.6640,98.2127,99.9235
DoraemonGPT,582,98.5744,99.7675,98.3484,99.9291
DoraemonGPT,583,98.4744,99.6167,98.1027,99.9178
DoraemonGPT,584,98.6715,99.2197,97.9117,99.9074
DoraemonGPT,585,98.3693,99.6722,98.0521,99.9152
DoraemonGPT,586,98.2277,99.7469,97.9834,99.9144
DoraemonGPT,587,98.0894,99.7074,97.8079,99.9083
DoraemonGPT,588,97.8634,99.7811,97.6538,99.9034
DoraemonGPT,589,98.2143,99.5036,97.7354,99.9093
DoraemonGPT,590,98.3512,99.1502,97.5290,99.9029
DoraemonGPT,591,97.8362,99.7233,97.5713,99.9065
DoraemonGPT,592,97.8465,99.3368,97.2114,99.8931
DoraemonGPT,593,98.0618,98.8104,96.9175,99.8827
DoraemonGPT,594,97.6688,99.4377,97.1324,99.8905
DoraemonGPT,595,96.6762,99.8844,96.5682,99.8668
DoraemonGPT,596,96.0771,99.8442,95.9333,99.8388
DoraemonGPT,597,95.9027,99.7611,95.6830,99.8283
DoraemonGPT,598,96.7436,99.7655,96.5240,99.8604
DoraemonGPT,599,97.1169,99.7106,96.8439,99.8717
DoraemonGPT,600,96.1106,99.9277,96.0438,99.8354
DoraemonGPT,601,96.7125,99.8669,96.5879,99.8543
DoraemonGPT,602,96.9402,99.9061,96.8519,99.8649
DoraemonGPT,603,97.1315,99.9111,97.0476,99.8714
DoraemonGPT,604,97.0390,99.8488,96.8967,99.8623
DoraemonGPT,605,97.8206,99.8222,97.6504,99.8925
DoraemonGPT,606,97.9354,99.8485,97.7901,99.8987
DoraemonGPT,607,96.4350,99.8684,96.3126,99.8319
DoraemonGPT,608,96.5285,99.9492,96.4811,99.8443
DoraemonGPT,609,97.3773,99.7422,97.1328,99.8777
DoraemonGPT,610,97.4226,99.7422,97.1779,99.8830
DoraemonGPT,611,96.7516,99.9195,96.6762,99.8641
DoraemonGPT,612,96.9024,99.8742,96.7843,99.8702
DoraemonGPT,613,96.6782,99.9332,96.6157,99.8636
DoraemonGPT,614,96.8895,99.9108,96.8058,99.8717
DoraemonGPT,615,96.7357,99.9249,96.6655,99.8672
DoraemonGPT,616,96.9331,99.9660,96.9011,99.8777
DoraemonGPT,617,97.4965,99.9172,97.4178,99.8981
DoraemonGPT,618,97.6927,99.8690,97.5677,99.9038
DoraemonGPT,619,97.3079,99.9100,97.2226,99.8899
DoraemonGPT,620,97.7069,99.9107,97.6216,99.9054
DoraemonGPT,621,97.5352,99.9297,97.4684,99.8984
DoraemonGPT,622,97.7889,99.9163,97.7089,99.9068
DoraemonGPT,623,97.9361,99.8436,97.7861,99.9080
DoraemonGPT,624,98.2615,99.8563,98.1227,99.9212
DoraemonGPT,625,98.2848,99.7919,98.0837,99.9187
DoraemonGPT,626,98.4143,99.7225,98.1455,99.9204
DoraemonGPT,627,98.7239,99.7610,98.4909,99.9343
DoraemonGPT,628,98.7202,99.6868,98.4150,99.9295
DoraemonGPT,629,98.6960,99.7565,98.4588,99.9304
DoraemonGPT,630,98.6898,99.8379,98.5319,99.9323
DoraemonGPT,631,98.7345,99.8793,98.6169,99.9362
DoraemonGPT,632,98.6328,99.8519,98.4888,99.9311
DoraemonGPT,633,98.5091,99.8365,98.3504,99.9259
DoraemonGPT,634,98.7658,99.7183,98.4910,99.9333
DoraemonGPT,635,98.8324,99.7496,98.5879,99.9381
DoraemonGPT,636,98.4711,99.8207,98.2972,99.9261
DoraemonGPT,637,98.7375,99.8524,98.5936,99.9400
DoraemonGPT,638,98.8209,99.7923,98.6181,99.9416
DoraemonGPT,639,99.0261,99.7158,98.7474,99.9472
DoraemonGPT,640,98.7661,99.7494,98.5216,99.9369
DoraemonGPT,641,98.6178,99.7726,98.3967,99.9307
DoraemonGPT,642,98.7002,99.7744,98.4804,99.9329
DoraemonGPT,643,98.6442,99.8342,98.4829,99.9316
DoraemonGPT,644,98.8539,99.7763,98.6353,99.9375
DoraemonGPT,645,98.4733,99.8736,98.3507,99.9233
DoraemonGPT,646,98.1761,99.8721,98.0528,99.9080
DoraemonGPT,647,97.8466,99.8856,97.7370,99.8918
DoraemonGPT,648,97.7895,99.9260,97.7188,99.8905
DoraemonGPT,649,98.0786,99.8916,97.9744,99.9035
DoraemonGPT,650,97.9565,99.9196,97.8794,99.8987
DoraemonGPT,651,97.9792,99.8547,97.8397,99.8968
DoraemonGPT,652,97.9630,99.9197,97.8859,99.8989
DoraemonGPT,653,98.2142,99.8615,98.0806,99.9081
DoraemonGPT,654,98.3409,99.8573,98.2029,99.9148
DoraemonGPT,655,98.3664,99.8727,98.2431,99.9168
DoraemonGPT,656,98.4522,99.8570,98.3135,99.9203
DoraemonGPT,657,98.6138,99.8254,98.4439,99.9268
DoraemonGPT,658,98.5978,99.8374,98.4397,99.9268
DoraemonGPT,659,98.3334,99.8597,98.1978,99.9149
DoraemonGPT,660,98.0153,99.7948,97.8181,99.8980
DoraemonGPT,661,97.5684,99.6875,97.2709,99.8731
DoraemonGPT,662,97.9350,99.8641,97.8047,99.8997
DoraemonGPT,663,97.7615,99.8971,97.6631,99.8958
DoraemonGPT,664,97.9653,99.9492,97.9165,99.9091
DoraemonGPT,665,98.4147,99.9140,98.3315,99.9287
DoraemonGPT,666,98.0804,99.9240,98.0073,99.9149
DoraemonGPT,667,97.9503,99.9719,97.9234,99.9126
DoraemonGPT,668,98.5747,99.9088,98.4862,99.9366
DoraemonGPT,669,98.6469,99.8094,98.4614,99.9349
DoraemonGPT,670,98.4793,99.5985,98.0899,99.9175
DoraemonGPT,671,98.8427,99.7148,98.5640,99.9374
DoraemonGPT,672,98.7893,99.5273,98.3279,99.9259
DoraemonGPT,673,98.9083,99.0439,97.9728,99.9091
DoraemonGPT,674,99.2431,98.9923,98.2505,99.9213
DoraemonGPT,675,98.9832,98.6500,97.6603,99.8944
DoraemonGPT,676,98.9558,98.5109,97.4974,99.8877
DoraemonGPT,677,98.9566,98.2453,97.2380,99.8804
DoraemonGPT,678,99.1749,98.0094,97.2167,99.8815
DoraemonGPT,679,99.1577,98.3537,97.5388,99.8977
DoraemonGPT,680,98.8479,97.5866,96.4891,99.8555
DoraemonGPT,681,99.0335,98.4433,97.5064,99.8992
DoraemonGPT,682,98.9361,98.6224,97.5875,99.9032
DoraemonGPT,683,98.9421,99.1288,98.0891,99.9230
DoraemonGPT,684,98.4435,99.7474,98.1986,99.9266
DoraemonGPT,685,98.5969,99.7987,98.4012,99.9348
DoraemonGPT,686,98.6135,99.7097,98.3312,99.9308
DoraemonGPT,687,98.5576,99.6503,98.2179,99.9252
DoraemonGPT,688,98.0810,99.7865,97.8756,99.9090
DoraemonGPT,689,98.3644,99.7972,98.1682,99.9203
DoraemonGPT,690,98.1887,99.8145,98.0099,99.9130
DoraemonGPT,691,98.1363,99.8700,98.0111,99.9120
DoraemonGPT,692,97.9298,99.8579,97.7936,99.9013
DoraemonGPT,693,98.1962,99.7139,97.9204,99.9068
DoraemonGPT,694,98.1776,99.8569,98.0397,99.9112
DoraemonGPT,695,97.8763,99.7731,97.6589,99.8932
DoraemonGPT,696,97.8072,99.8192,97.6342,99.8916
DoraemonGPT,697,97.5828,99.8420,97.4323,99.8819
DoraemonGPT,698,97.6512,99.8220,97.4814,99.8847
DoraemonGPT,699,97.7812,99.3879,97.1959,99.8712
DoraemonGPT,700,98.3724,98.5159,96.9359,99.8579
DoraemonGPT,701,98.0447,99.3773,97.4461,99.8808
DoraemonGPT,702,98.2477,98.9929,97.2753,99.8709
DoraemonGPT,703,98.4494,98.9863,97.4667,99.8792
DoraemonGPT,704,98.6233,99.5635,98.1987,99.9146
DoraemonGPT,705,97.4169,99.9152,97.3365,99.8740
DoraemonGPT,706,97.4486,99.8840,97.3384,99.8740
DoraemonGPT,707,97.1462,99.9179,97.0687,99.8618
DoraemonGPT,708,96.5433,99.9256,96.4740,99.8367
DoraemonGPT,709,97.9859,99.5591,97.5626,99.8906
DoraemonGPT,710,97.7078,99.6055,97.3311,99.8828
DoraemonGPT,711,98.1756,99.1041,97.3120,99.8811
DoraemonGPT,712,96.7930,99.9152,96.7135,99.8552
DoraemonGPT,713,97.4725,99.8660,97.3451,99.8824
DoraemonGPT,714,97.6442,99.9338,97.5811,99.8918
DoraemonGPT,715,97.9123,99.7908,97.7118,99.8966
DoraemonGPT,716,98.3003,99.7137,98.0237,99.9096
DoraemonGPT,717,98.1951,99.5766,97.7869,99.8976
DoraemonGPT,718,98.4508,99.8711,98.3259,99.9217
DoraemonGPT,719,98.6372,99.6936,98.3391,99.9213
DoraemonGPT,720,98.5253,99.6729,98.2078,99.9139
DoraemonGPT,721,98.5342,97.5412,96.1461,99.8086
DoraemonGPT,722,98.8016,99.3677,98.1843,99.9104
DoraemonGPT,723,98.0947,99.4788,97.5931,99.8815
DoraemonGPT,724,98.4754,99.6823,98.1673,99.9102
DoraemonGPT,725,98.6521,99.8562,98.5121,99.9287
DoraemonGPT,726,98.7736,99.9003,98.6763,99.9378
DoraemonGPT,727,98.5388,99.8897,98.4317,99.9269
DoraemonGPT,728,98.2245,99.8923,98.1206,99.9126
DoraemonGPT,729,98.2349,99.9404,98.1774,99.9145
DoraemonGPT,730,98.3668,99.9531,98.3214,99.9210
DoraemonGPT,731,98.7820,99.8694,98.6545,99.9366
DoraemonGPT,732,98.8838,99.6842,98.5750,99.9320
DoraemonGPT,733,98.8614,99.4961,98.3689,99.9204
DoraemonGPT,734,99.1722,98.3438,97.5431,99.8764
DoraemonGPT,735,99.3223,97.9263,97.2763,99.8623
DoraemonGPT,736,99.0291,98.7403,97.7936,99.8895
DoraemonGPT,737,98.8386,98.9317,97.7948,99.8903
DoraemonGPT,738,98.2537,99.1932,97.4747,99.8756
DoraemonGPT,739,99.0157,98.9121,97.9490,99.8997
DoraemonGPT,740,98.9593,98.9121,97.8939,99.8967
DoraemonGPT,741,98.8998,98.9728,97.8950,99.8957
DoraemonGPT,742,99.2949,98.2499,97.5691,99.8782
DoraemonGPT,743,99.3391,98.2230,97.5854,99.8773
DoraemonGPT,744,99.3035,97.8838,97.2163,99.8565
DoraemonGPT,745,98.8987,98.0865,97.0267,99.8459
DoraemonGPT,746,99.0677,98.2159,97.3165,99.8601
DoraemonGPT,747,98.8969,97.8711,96.8142,99.8288
DoraemonGPT,748,98.9877,98.2464,97.2691,99.8519
DoraemonGPT,749,98.9680,97.9314,96.9414,99.8293
DoraemonGPT,750,99.1901,98.7083,97.9191,99.8825
DoraemonGPT,751,98.8651,98.9157,97.8051,99.8744
DoraemonGPT,752,98.9845,98.9018,97.9083,99.8792
DoraemonGPT,753,98.8891,98.4233,97.3470,99.8459
DoraemonGPT,754,99.0759,98.1935,97.3023,99.8439
DoraemonGPT,755,99.1684,98.6108,97.8021,99.8740
DoraemonGPT,756,99.1428,98.7236,97.8881,99.8805
DoraemonGPT,757,99.0213,98.7983,97.8429,99.8796
DoraemonGPT,758,99.3933,98.0458,97.4626,99.8605
DoraemonGPT,759,99.1964,98.0176,97.2455,99.8492
DoraemonGPT,760,99.1184,98.9131,98.0505,99.8942
DoraemonGPT,761,99.0668,98.0727,97.1750,99.8446
DoraemonGPT,762,99.0304,98.5944,97.6518,99.8707
DoraemonGPT,763,98.9181,98.8008,97.7446,99.8749
DoraemonGPT,764,98.9479,99.0756,98.0428,99.8913
DoraemonGPT,765,99.1104,99.4622,98.5821,99.9219
DoraemonGPT,766,98.9090,99.2947,98.2190,99.9025
DoraemonGPT,767,98.6926,98.6794,97.4061,99.8584
DoraemonGPT,768,98.7836,99.0052,97.8128,99.8815
DoraemonGPT,769,98.9700,98.7031,97.6995,99.8753
DoraemonGPT,770,98.6846,98.7061,97.4243,99.8611
DoraemonGPT,771,98.4450,99.1657,97.6364,99.8743
DoraemonGPT,772,98.5579,98.9310,97.5193,99.8692
DoraemonGPT,773,98.3387,99.0680,97.4373,99.8653
DoraemonGPT,774,98.7583,99.0888,97.8694,99.8890
DoraemonGPT,775,98.5943,99.0135,97.6353,99.8776
DoraemonGPT,776,98.6271,98.9639,97.6191,99.8773
DoraemonGPT,777,98.7508,99.0094,97.7847,99.8860
DoraemonGPT,778,98.9155,98.9775,97.9150,99.8929
DoraemonGPT,779,98.7344,99.0802,97.8376,99.8887
FLMM,0,0.0000,0.0000,0.0000,95.5700
FLMM,1,0.0000,0.0000,0.0000,95.5294
FLMM,2,0.0000,0.0000,0.0000,95.5308
FLMM,3,0.0000,0.0000,0.0000,95.5341
FLMM,4,0.0000,0.0000,0.0000,95.5483
FLMM,5,0.0000,0.0000,0.0000,95.5349
FLMM,6,98.9139,92.8804,91.9427,99.6386
FLMM,7,98.5196,93.5170,92.2211,99.6492
FLMM,8,98.1466,93.7072,92.0779,99.6421
FLMM,9,98.2292,94.9189,93.3220,99.6991
FLMM,10,0.0000,0.0000,0.0000,95.5508
FLMM,11,98.7321,91.0015,89.9503,99.5469
FLMM,12,98.6882,95.0039,93.8191,99.7203
FLMM,13,98.5158,84.8167,83.7465,99.2564
FLMM,14,99.3639,92.8916,92.3425,99.6421
FLMM,15,0.0000,0.0000,0.0000,95.3950
FLMM,16,99.1952,93.2725,92.5719,99.6609
FLMM,17,0.0000,0.0000,0.0000,95.5289
FLMM,18,0.0000,0.0000,0.0000,95.5489
FLMM,19,0.0000,0.0000,0.0000,95.5136
FLMM,20,0.0000,0.0000,0.0000,95.4899
FLMM,21,0.0000,0.0000,0.0000,95.4890
FLMM,22,0.0000,0.0000,0.0000,95.5174
FLMM,23,0.0000,0.0000,0.0000,95.5563
FLMM,24,0.0000,0.0000,0.0000,95.5686
FLMM,25,0.0000,0.0000,0.0000,95.5848
FLMM,26,0.0000,0.0000,0.0000,95.5825
FLMM,27,0.0000,0.0000,0.0000,95.5697
FLMM,28,99.9428,91.3298,91.2821,99.6139
FLMM,29,0.0000,0.0000,0.0000,95.5292
FLMM,30,98.7526,91.3781,90.3354,99.5589
FLMM,31,99.1209,94.6678,93.8796,99.7182
FLMM,32,0.0000,0.0000,0.0000,95.3731
FLMM,33,100.0000,49.6603,49.6603,97.6415
FLMM,34,100.0000,62.5338,62.5338,98.2150
FLMM,35,99.9935,46.3008,46.2994,97.4293
FLMM,36,100.0000,52.8466,52.8466,97.7257
FLMM,37,0.0000,0.0000,0.0000,95.1661
FLMM,38,0.0000,0.0000,0.0000,95.1484
FLMM,39,0.0000,0.0000,0.0000,95.1019
FLMM,40,100.0000,62.7106,62.7106,98.1685
FLMM,41,100.0000,77.2838,77.2838,98.8919
FLMM,42,0.0000,0.0000,0.0000,95.1798
FLMM,43,99.9600,90.5002,90.4674,99.5424
FLMM,44,99.9902,91.2796,91.2714,99.5783
FLMM,45,0.0000,0.0000,0.0000,95.2161
FLMM,46,99.6008,96.9816,96.6061,99.8377
FLMM,47,0.0000,0.0000,0.0000,95.2205
FLMM,48,0.0000,0.0000,0.0000,95.2459
FLMM,49,99.8297,94.7277,94.5748,99.7422
FLMM,50,0.0000,0.0000,0.0000,95.2648
FLMM,51,0.0000,0.0000,0.0000,95.2970
FLMM,52,0.0000,0.0000,0.0000,95.3001
FLMM,53,99.7438,91.1115,90.8988,99.5715
FLMM,54,0.0000,0.0000,0.0000,95.2830
FLMM,55,100.0000,35.7276,35.7276,96.9643
FLMM,56,99.9554,47.8371,47.8269,97.5217
FLMM,57,99.9298,63.8428,63.8142,98.2473
FLMM,58,99.9602,87.8637,87.8329,99.3966
FLMM,59,0.0000,0.0000,0.0000,94.9243
FLMM,60,0.0000,0.0000,0.0000,94.8061
FLMM,61,99.9844,86.6239,86.6122,99.2844
FLMM,62,99.9798,91.0058,90.9891,99.5038
FLMM,63,99.8277,98.1698,98.0037,99.8873
FLMM,64,100.0000,56.6640,56.6640,97.4823
FLMM,65,99.9714,93.0260,93.0012,99.5817
FLMM,66,99.8262,97.6269,97.4612,99.8442
FLMM,67,99.9962,60.7240,60.7226,97.5418
FLMM,68,100.0000,38.7184,38.7184,96.1189
FLMM,69,99.8960,95.1099,95.0158,99.6791
FLMM,70,99.9828,38.3812,38.3786,95.9553
FLMM,71,0.0000,0.0000,0.0000,93.2656
FLMM,72,0.0000,0.0000,0.0000,93.0382
FLMM,73,0.0000,0.0000,0.0000,92.8532
FLMM,74,0.0000,0.0000,0.0000,92.7616
FLMM,75,100.0000,30.8008,30.8008,95.0282
FLMM,76,100.0000,45.0495,45.0495,96.1033
FLMM,77,100.0000,41.6907,41.6907,95.9264
FLMM,78,0.0000,0.0000,0.0000,93.1121
FLMM,79,100.0000,27.5595,27.5595,95.0434
FLMM,80,0.0000,0.0000,0.0000,93.2967
FLMM,81,0.0000,0.0000,0.0000,93.4154
FLMM,82,0.0000,0.0000,0.0000,93.5064
FLMM,83,0.0000,0.0000,0.0000,93.5910
FLMM,84,100.0000,43.7903,43.7903,96.3921
FLMM,85,100.0000,35.1946,35.1946,95.8173
FLMM,86,0.0000,0.0000,0.0000,93.5033
FLMM,87,99.9960,56.3093,56.3080,97.1616
FLMM,88,0.0000,0.0000,0.0000,93.5984
FLMM,89,99.9862,33.3931,33.3916,95.8073
FLMM,90,100.0000,31.2732,31.2732,95.7399
FLMM,91,0.0000,0.0000,0.0000,93.9008
FLMM,92,0.0000,0.0000,0.0000,94.0231
FLMM,93,99.9548,54.8759,54.8623,97.3676
FLMM,94,0.0000,0.0000,0.0000,94.3106
FLMM,95,99.3558,97.7299,97.1145,99.8396
FLMM,96,0.0000,0.0000,0.0000,94.6467
FLMM,97,0.0000,0.0000,0.0000,94.7891
FLMM,98,0.0000,0.0000,0.0000,94.8866
FLMM,99,97.7195,94.5940,92.5508,99.6198
FLMM,100,0.0000,0.0000,0.0000,95.1078
FLMM,101,0.0000,0.0000,0.0000,95.2452
FLMM,102,99.6666,90.2611,89.9893,99.5382
FLMM,103,99.4705,90.2695,89.8378,99.5450
FLMM,104,99.4416,94.2673,93.7709,99.7279
FLMM,105,99.4636,91.1832,90.7371,99.6084
FLMM,106,99.4016,87.9437,87.4806,99.4876
FLMM,107,99.2168,92.0075,91.3441,99.6561
FLMM,108,99.8151,79.3921,79.2755,99.2037
FLMM,109,99.8109,88.1051,87.9583,99.5505
FLMM,110,99.6240,91.6077,91.2921,99.6819
FLMM,111,99.8489,93.2640,93.1325,99.7533
FLMM,112,99.9824,93.2326,93.2174,99.7603
FLMM,113,86.7885,79.4608,70.8864,98.8547
FLMM,114,55.3722,72.6688,45.8281,96.9867
FLMM,115,0.0000,0.0000,0.0000,96.4805
FLMM,116,0.0000,0.0000,0.0000,96.4790
FLMM,117,92.8010,57.1153,54.6921,98.3299
FLMM,118,99.9947,77.1257,77.1226,99.1845
FLMM,119,0.0000,0.0000,0.0000,96.4295
FLMM,120,99.9944,72.7276,72.7247,99.0284
FLMM,121,0.0000,0.0000,0.0000,96.4592
FLMM,122,100.0000,70.3770,70.3770,98.9531
FLMM,123,0.0000,0.0000,0.0000,96.4323
FLMM,124,100.0000,44.7565,44.7565,98.0162
FLMM,125,0.0000,0.0000,0.0000,96.3772
FLMM,126,100.0000,45.9294,45.9294,98.0456
FLMM,127,0.0000,0.0000,0.0000,96.4039
FLMM,128,99.9955,88.8938,88.8902,99.6000
FLMM,129,0.0000,0.0000,0.0000,96.4090
FLMM,130,0.0000,0.0000,0.0000,96.4057
FLMM,131,0.0000,0.0000,0.0000,96.4110
FLMM,132,0.0000,0.0000,0.0000,96.3983
FLMM,133,0.0000,0.0000,0.0000,96.4188
FLMM,134,99.9871,62.6477,62.6427,98.6600
FLMM,135,0.0000,0.0000,0.0000,96.4155
FLMM,136,0.0000,0.0000,0.0000,96.4476
